help,rating_R,cast,little,finds,time,high,high,family,father,country,young,rating_TV-G,love,love,woman,rating_NR,duration,life,life,rating_TV-MA,teen,rating_PG,old,series,rating_TV-Y,release_year,rating_TV-14,new,school,movie,type,director,rating_TV-PG,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.6861014693993264,6116,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,110,0,0,0.31389853060067363,0,0.0,0,0,0.0,2012.8250867754061,0.0,0,0,0,0,5541,0.0,0,0,0,0.0,0.0
0,0.0,7713,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,108,0,0,0.0,0,0.24771814591317176,0,0,0.0,1998.9543629182635,0.0,0,0,0,0,5524,0.0,0,0,0,0.0,0.7522818540868282
0,0.0,7782,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,109,0,0,0.0,0,0.013166730298412865,0,0,0.0,2006.0263334605968,0.0,0,0,0,0,1890,0.0,0,0,0,0.0,0.9868332697015871
0,0.0,8843,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,107,0,0,0.0,0,0.0,0,0,0.0,2006.7401798361288,0.5370089918064412,0,0,0,0,7736,0.0,0,0,0,0.0,0.46299100819355876
0,0.0,8045,0,0,0,0,0,0,0,7819,0,0.0,0,0,0,0.0,151,0,0,0.0,0,0.0,0,0,0.0,2006.4044332281408,0.0,0,0,0,0,8682,0.0,0,0,0,0.0,1.0
0,0.0,6870,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,146,0,0,0.0,0,0.0,0,0,0.0,2007.3051427906528,0.0,0,0,0,0,8682,0.0,0,0,0,0.0,1.0
0,1.0,2936,0,0,0,0,0,0,0,3443,0,0.0,0,0,0,0.0,107,0,0,0.0,0,0.0,0,0,0.0,2017.0,0.0,0,0,0,0,7322,0.0,0,0,0,0.0,0.0
0,0.07989662271437037,7218,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,116,0,0,0.0,0,0.0,0,0,0.0,2009.0798966227144,0.0,0,0,0,0,2356,0.0,0,0,0,0.0,0.9201033772856296
0,0.0,8445,0,0,0,0,0,0,0,7824,0,0.0,0,0,0,0.0,122,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,8902,0.0,0,0,0,0.0,1.0
0,0.0,3865,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,107,0,0,0.5762342518094223,0,0.0,0,0,0.0,2016.0336397626659,0.0,0,0,0,0,5936,0.0,0,0,0,0.0,0.42376574819057766
0,0.0,9856,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,124,0,0,0.0,0,0.10982098139604146,0,0,0.0,2009.7687468697723,0.0,0,0,0,0,1708,0.0,0,0,0,0.0,0.8901790186039585
0,0.0,8989,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,91,0,0,0.994979010492882,0,0.0,0,0,0.0,2016.959832083943,0.0,0,0,0,0,9009,0.0,0,0,0,0.0,0.0050209895071180455
0,0.0,5137,0,0,0,0,0,0,0,1435,0,0.0,0,0,0,0.0,124,0,0,0.7753165509850359,0,0.0,0,0,0.0,2013.6740503470448,0.22468344901496407,0,0,0,0,3823,0.0,0,0,0,0.0,0.0
0,0.0,6366,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,92,0,0,0.0,0,0.0,0,0,0.0,2003.414919500278,0.0,0,0,0,0,9903,0.0,0,0,0,0.0,1.0
0,0.0,5145,0,0,0,0,0,0,0,3470,0,0.0,0,0,0,0.0,109,0,0,1.0,0,0.0,0,0,0.0,2017.1762101722074,0.0,0,0,0,0,8877,0.0,0,0,0,0.0,0.0
0,0.0,2414,0,0,0,0,0,0,0,3405,0,0.0,0,0,0,0.0,102,0,0,0.0,0,0.0,0,0,0.0,2016.741154161482,1.0,0,0,0,0,3249,0.0,0,0,0,0.0,0.0
0,0.4021543912483988,1038,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,99,0,0,0.0,0,0.0,0,0,0.0,2011.6193895212357,0.0,0,0,0,0,9342,0.0,0,0,0,0.0,0.5978456087516012
0,0.0,5085,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,123,0,0,1.0,0,0.0,0,0,0.0,2013.0,0.0,0,0,0,0,3740,0.0,0,0,0,0.0,0.0
0,0.0,1197,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,91,0,0,0.0,0,0.0,0,0,0.0,2010.3033841684064,0.0,0,0,0,0,7222,0.0,0,0,0,0.0,1.0
0,0.0,9516,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,78,0,0,0.0,0,0.9011185841255376,0,0,0.0,2012.9011185841255,0.0,0,0,0,0,5655,0.0,0,0,0,0.0,0.09888141587446242
0,0.0,7060,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,116,0,0,0.0,0,0.0,0,0,0.0,2009.0577772063893,0.0,0,0,0,0,7165,0.0,0,0,0,0.0,1.0
0,0.0,3576,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,117,0,0,0.0,0,0.0,0,0,0.0,2011.7956764594849,0.0,0,0,0,0,3109,0.0,0,0,0,0.0,1.0
0,0.0,4504,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,122,0,0,0.0,0,0.0,0,0,0.0,2018.0,1.0,0,0,0,0,1273,0.0,0,0,0,0.0,0.0
0,0.0,5039,0,0,0,0,0,0,0,1060,0,0.0,0,0,0,0.0,123,0,0,0.9784750843585929,0,0.0,0,0,0.0,2013.064574746924,0.021524915641407127,0,0,0,0,3747,0.0,0,0,0,0.0,0.0
0,0.0,9264,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,105,0,0,0.26288607956737586,0,0.0,0,0,0.0,2018.2628860795674,0.0,0,0,0,0,2567,0.0,0,0,0,0.0,0.7371139204326241
0,0.0,6352,0,0,0,0,0,0,0,3328,0,0.0,0,0,0,0.0,124,0,0,0.9832390785015824,0,0.0,0,0,0.0,2018.916195392508,0.0,0,0,0,0,8930,0.0,0,0,0,0.0,0.01676092149841757
0,0.0,5316,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,127,0,0,0.0,0,0.0,0,0,0.0,2014.4512486542842,0.0,0,0,0,0,9877,0.0,0,0,0,0.0,1.0
0,0.6904715415114199,4064,0,0,0,0,0,0,0,8489,0,0.0,0,0,0,0.0,94,0,0,0.0,0,0.0,0,0,0.0,2015.3095284584886,0.3095284584885801,0,0,0,0,6232,0.0,0,0,0,0.0,0.0
0,1.0,4264,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,105,0,0,0.0,0,0.0,0,0,0.0,2011.6775208445665,0.0,0,0,0,0,6674,0.0,0,0,0,0.0,0.0
0,0.0,3684,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,101,0,0,0.9169200906969411,0,0.0,0,0,0.0,2017.833840181394,0.0,0,0,0,0,8556,0.0,0,0,0,0.0,0.08307990930305886
0,0.9182137678766324,1752,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,120,0,0,0.0,0,0.0,0,0,0.0,2003.4907173927402,0.0,0,0,0,0,7809,0.0,0,0,0,0.0,0.08178623212336755
0,0.0,4513,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,99,0,0,0.40648445576967507,0,0.0,0,0,0.0,2013.2518756461575,0.0,0,0,0,0,9864,0.0,0,0,0,0.0,0.5935155442303249
0,0.0,2543,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,123,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,9070,0.0,0,0,0,0.0,1.0
0,0.8567577609958478,4097,0,0,0,0,0,0,0,5267,0,0.0,0,0,0,0.0,106,0,0,0.14324223900415223,0,0.0,0,0,0.0,2004.862149107054,0.0,0,0,0,0,7802,0.0,0,0,0,0.0,0.0
0,0.0,9351,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,89,0,0,1.0,0,0.0,0,0,0.0,2016.0,0.0,1,0,0,0,8006,0.0,0,0,0,0.0,0.0
0,0.0,7008,0,0,0,0,0,0,0,4096,0,0.0,0,0,0,0.0,114,0,0,0.16852127054440913,0,0.0,0,0,0.0,2009.842606352722,0.0,0,0,0,0,7438,0.0,0,0,0,0.0,0.8314787294555909
0,0.0,1793,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,113,0,0,1.0,0,0.0,0,0,0.0,2013.6932625689965,0.0,0,0,0,0,3933,0.0,0,0,0,0.0,0.0
0,0.0,8687,0,0,0,0,0,0,0,1504,0,0.0,0,0,0,0.0,141,0,0,0.0,0,0.0,0,0,0.0,1998.5825819361423,0.49364754337367334,0,0,0,0,8860,0.0,0,0,0,0.0,0.5063524566263267
0,1.0,1785,0,0,0,0,0,0,0,1641,0,0.0,0,0,0,0.0,107,0,0,0.0,0,0.0,0,0,0.0,2017.0,0.0,0,0,0,0,7322,0.0,0,0,0,0.0,0.0
0,0.0,8859,0,0,0,0,0,0,0,3549,0,0.0,0,0,0,0.0,106,0,0,0.3047218222502196,0,0.0,0,0,0.0,2014.6094436445005,0.0,0,0,0,0,8935,0.0,0,0,0,0.0,0.6952781777497804
0,0.0,3463,0,0,0,0,0,0,0,5288,0,0.0,0,0,0,0.0,106,0,1,0.0,0,1.0,1,0,0.0,2008.0,0.0,0,0,0,0,1849,0.0,0,0,0,0.0,0.0
0,0.0,7871,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,109,0,0,0.0,0,0.5690121918438571,0,0,0.0,2012.8788902734052,0.0,0,0,0,0,1435,0.0,0,0,0,0.0,0.4309878081561429
0,0.9960259256680498,6733,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,104,0,0,0.003974074331950184,0,0.0,0,0,0.0,2005.0516629663155,0.0,0,0,0,0,8050,0.0,0,0,0,0.0,0.0
0,0.0,9229,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,119,0,0,0.0,0,0.0,0,0,0.0,2005.0,0.0,0,0,0,0,9070,0.0,0,0,0,0.0,1.0
0,0.0,5382,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,95,0,0,0.0,0,0.0,0,0,0.0,2018.0,1.0,0,0,0,0,7049,0.0,0,0,0,0.0,0.0
0,0.0,6323,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,127,0,0,0.0,0,0.0,0,0,0.0,2015.8208484456943,0.0,0,0,0,0,6949,0.0,0,0,0,0.0,1.0
0,0.12072041000553868,9886,0,0,0,0,0,0,0,3516,0,0.0,0,0,0,0.0,91,0,0,0.0,0,0.8792795899944613,0,0,0.0,2009.6036020500278,0.0,0,0,0,0,1393,0.0,0,0,0,0.0,0.0
0,0.8140387783594518,6832,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,136,0,0,0.0,0,0.0,0,0,0.0,2002.4421163350783,0.0,0,0,0,0,8420,0.0,0,0,0,0.0,0.18596122164054818
0,0.0,2934,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,119,0,0,0.0,0,0.0,0,0,0.0,2005.0,0.0,0,0,0,0,9070,0.0,0,0,0,0.0,1.0
0,0.0,3251,0,0,0,0,0,0,0,1751,0,0.0,0,0,0,0.0,107,0,0,0.8024195900822403,0,0.0,0,0,0.0,2008.77822368926,0.19758040991775971,0,0,0,0,4997,0.0,0,0,0,0.0,0.0
0,0.0,2879,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,97,0,0,0.7958814987797878,0,0.0,0,0,0.0,2015.3670519902382,0.0,0,0,0,0,9021,0.0,0,0,0,0.0,0.20411850122021225
0,0.0,1868,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,117,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,6485,0.0,0,0,0,0.0,1.0
0,0.28790498018110555,9280,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,121,0,0,0.0,0,0.0,0,0,0.0,2007.1669547819922,0.0,0,0,0,0,2333,0.0,0,0,0,0.0,0.7120950198188944
0,0.0,5966,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,126,0,0,0.0,0,0.0,0,0,0.0,2011.0,0.0,0,0,0,0,3721,0.0,0,0,0,0.0,1.0
0,0.0,2329,0,0,0,0,0,0,0,5224,0,0.0,0,0,0,0.0,91,0,0,0.0,0,0.5519315332727843,0,0,0.0,2013.480684667272,0.0,0,0,0,0,4247,0.0,0,0,0,0.4480684667272157,0.0
0,0.8946978554279829,5749,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,96,0,0,0.10530214457201714,0,0.0,0,0,0.0,2009.9477193011483,0.0,0,0,0,0,7890,0.0,0,0,0,0.0,0.0
0,0.6538719484643185,8028,0,0,0,0,0,0,0,4655,1,0.0,0,0,0,0.0,115,0,0,0.0,0,0.0,0,0,0.0,2009.4612805153567,0.0,0,0,0,0,2183,0.0,0,0,0,0.0,0.3461280515356815
0,0.0,3590,0,0,0,0,0,0,0,2644,0,0.0,0,0,0,0.0,123,0,0,1.0,0,0.0,0,0,0.0,2013.0,0.0,0,0,0,0,3740,0.0,0,0,0,0.0,0.0
0,0.0,1328,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,95,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,7362,0.0,0,0,0,0.0,1.0
0,0.8337785172899703,2175,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,131,0,0,0.16622148271002968,0,0.0,0,0,0.0,2005.4933222406505,0.0,0,0,0,0,8451,0.0,0,0,0,0.0,0.0
0,0.0,8474,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,109,0,0,0.35765778544468263,0,0.0,0,0,0.0,2011.5036044981127,0.0,0,0,0,0,2392,0.0,0,0,0,0.0,0.6423422145553174
0,0.0,6508,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,107,0,0,0.0,0,0.0,0,0,0.0,2015.9492371114277,0.0,0,0,0,0,1903,0.0,0,0,0,0.0,1.0
0,0.0,8103,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,136,0,0,0.0,0,0.0,0,0,0.0,2017.7784120312797,0.2215879687203972,0,0,0,0,8422,0.0,0,0,0,0.0,0.7784120312796028
0,0.0,1641,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,131,0,0,0.0,0,0.0,0,0,0.0,2012.2976636066323,0.0,0,0,0,0,7154,0.0,0,0,0,0.0,1.0
0,1.0,7642,0,1,0,0,0,0,0,5776,0,0.0,0,0,0,0.0,97,0,0,0.0,0,0.0,0,0,0.0,2010.0,0.0,0,0,0,0,7121,0.0,0,0,0,0.0,0.0
0,0.0,2810,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,123,0,0,0.0,0,0.0,0,0,0.0,2015.3825738423507,0.0,0,0,0,0,8543,0.0,0,0,0,0.0,1.0
0,0.0,1659,0,0,0,0,0,0,0,4096,0,0.0,0,0,0,0.0,117,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,9570,0.0,0,0,0,0.0,1.0
0,0.0,8577,0,0,0,0,0,0,0,5790,0,0.0,0,0,0,0.0,96,0,0,0.6646620597806671,0,0.33533794021933294,0,0,0.0,2014.981958538026,0.0,0,0,0,0,4384,0.0,0,0,0,0.0,0.0
0,0.0,6984,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,102,0,0,0.4202260195963746,0,0.0,0,0,0.0,2005.2449724311202,0.0,0,0,0,0,7718,0.0,0,0,0,0.0,0.5797739804036254
0,0.5291231728074732,9259,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,98,0,0,0.0,0,0.0,0,0,0.0,2014.2329853824597,0.0,0,0,0,0,9728,0.0,0,0,0,0.0,0.47087682719252677
0,0.9490902137239239,8406,0,0,0,0,0,0,0,8418,0,0.0,0,0,0,0.0,109,0,0,0.0,0,0.0,0,0,0.0,2013.7963608548957,0.0,0,0,0,0,9504,0.0,0,0,0,0.0,0.05090978627607612
0,0.7958365757082714,2169,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,115,0,0,0.20416342429172862,0,0.0,0,0,0.0,2006.0624513643759,0.0,0,0,0,0,7833,0.0,0,0,0,0.0,0.0
0,0.0,1888,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,71,0,0,0.0,0,0.562961659789337,0,0,0.0,2016.1851917010533,0.0,0,0,0,0,5740,0.0,0,0,0,0.437038340210663,0.0
0,0.0,8871,0,0,0,0,0,0,0,4135,0,0.0,0,0,0,0.0,93,0,0,0.0,0,0.07145431863104168,0,0,0.0,2009.9285456813689,0.9285456813689583,0,0,0,0,1383,0.0,0,0,0,0.0,0.0
0,0.14180825861739166,3081,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,111,0,0,0.0,0,0.0,0,0,0.0,2000.9779734309652,0.0,0,0,0,0,3309,0.0,0,0,0,0.0,0.8581917413826083
0,0.0,1742,0,0,0,0,0,0,0,5251,0,0.0,0,0,0,0.0,95,0,0,1.0,0,0.0,0,0,0.0,2017.4907627821508,0.0,0,0,0,0,7870,0.0,0,0,0,0.0,0.0
0,0.6377407912228577,7613,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,100,0,0,0.0,0,0.0,0,0,0.0,2012.8980736702172,0.0,0,0,0,0,6926,0.36225920877714235,0,0,0,0.0,0.0
0,0.0,7557,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,92,0,0,0.0,0,0.0,0,0,0.0,2012.5539073241898,0.0,0,0,0,0,6414,0.22198676059855005,0,0,0,0.0,0.77801323940145
0,0.0,9424,0,0,0,0,1,0,0,9337,0,0.0,0,0,0,0.0,95,0,0,0.0,0,0.0,0,0,0.0,2012.0,0.0,0,0,0,0,2600,0.0,0,0,0,0.0,1.0
0,0.0,8880,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,104,0,0,0.2905548271182724,0,0.0,0,0,0.0,2009.9055482711826,0.0,0,0,0,0,6643,0.0,0,0,0,0.0,0.7094451728817276
0,0.9762573909680549,1895,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,125,0,0,0.0,0,0.0,0,0,0.0,2012.9050295638722,0.0,0,0,0,0,9610,0.0,0,0,0,0.0,0.02374260903194514
0,0.0,7093,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,106,0,0,0.0,0,0.0,0,0,0.0,2018.0,0.0,0,0,0,0,6583,1.0,0,0,0,0.0,0.0
0,0.5029276031364398,9844,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,114,0,0,0.0,0,0.4970723968635602,0,0,0.0,2011.0117104125457,0.0,0,0,0,0,4226,0.0,0,0,0,0.0,0.0
0,0.6752797557920109,6474,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,103,0,0,0.0,0,0.0,0,0,0.0,2018.0,0.0,0,0,0,0,4038,0.0,0,0,0,0.0,0.32472024420798906
0,0.0,2733,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,98,0,0,0.0,0,0.0,0,0,0.0,2012.6306757313098,0.0,0,0,0,0,5486,0.0,0,0,0,0.0,1.0
0,0.0,5569,0,0,0,0,0,0,0,3495,0,0.0,0,0,0,0.0,93,0,0,0.0,0,0.0,0,0,0.0,2017.137131858294,0.7842829645734798,0,0,0,0,4366,0.0,0,0,0,0.0,0.2157170354265202
0,0.0,4221,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0.0,109,0,0,0.0,0,0.0,0,0,0.0,2010.7589906608011,0.0,0,0,0,0,9843,0.0,0,0,0,0.0,1.0
0,1.0,1681,0,0,0,0,0,0,0,1561,0,0.0,0,0,0,0.0,121,0,0,0.0,0,0.0,0,0,0.0,2003.0,0.0,0,0,0,0,7818,0.0,0,0,0,0.0,0.0
0,0.0,8838,0,0,0,0,0,0,0,4025,0,0.0,0,0,0,0.0,96,0,0,0.0,0,0.0,0,0,0.0,2010.896593336507,0.8719152376418564,0,0,0,0,1359,0.0,0,0,0,0.0,0.1280847623581436
0,0.0,6045,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,83,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,9226,0.0,0,0,0,0.0,1.0
0,0.0,1548,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,84,0,0,0.0,0,0.1537676945570483,0,0,0.0,2009.7688384727853,0.0,0,0,0,0,9242,0.0,0,0,0,0.0,0.8462323054429517
0,0.609286306097838,1852,0,0,0,0,0,0,0,3457,0,0.0,0,0,0,0.0,95,0,0,0.0,0,0.0,0,0,0.0,2014.344282163413,0.0,0,0,0,0,6402,0.39071369390216204,0,0,0,0.0,0.0
0,0.7105318829213896,2748,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,101,0,0,0.0,0,0.2894681170786104,0,0,0.0,2015.8421275316855,0.0,0,0,0,0,7341,0.0,0,0,0,0.0,0.0
0,1.0,5704,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,104,0,0,0.0,0,0.0,0,0,0.0,2005.421462707372,0.0,0,0,0,0,7820,0.0,0,0,0,0.0,0.0
0,0.0,5181,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,90,0,0,0.0,0,1.0,0,0,0.0,2009.0,0.0,0,0,0,0,1367,0.0,0,0,0,0.0,0.0
0,0.0,5148,0,0,0,0,0,0,0,1162,0,0.0,0,0,0,0.0,123,0,0,1.0,0,0.0,0,0,0.0,2013.0,0.0,0,0,0,0,3740,0.0,0,0,0,0.0,0.0
0,0.0,4892,0,0,0,0,0,0,1,1196,0,0.0,0,0,0,0.0,112,0,0,0.0,0,0.0,0,0,0.0,2016.0,0.0,0,0,0,0,4605,0.0,0,0,0,0.0,1.0
0,0.0,3488,0,0,0,0,0,0,0,1680,0,0.0,0,0,0,0.0,119,0,0,0.0,0,0.0,0,0,0.0,2005.0,0.0,0,0,0,0,9070,0.0,0,0,0,0.0,1.0
0,0.0,2025,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,102,0,0,0.0,0,0.0,0,0,0.0,2015.2758265261248,0.0,0,0,0,0,3877,0.091942175374924,0,0,0,0.0,0.908057824625076
0,0.0,9626,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,107,0,0,0.0,0,0.22044949110166323,0,0,0.0,2015.2364040711866,0.0,0,0,0,0,1239,0.0,0,0,0,0.0,0.7795505088983368
0,0.493319720503798,1900,0,0,0,0,0,0,0,7649,0,0.0,0,0,0,0.0,102,0,0,0.506680279496202,0,0.0,0,0,0.0,2017.506680279496,0.0,0,0,0,0,7012,0.0,0,0,0,0.0,0.0
0,1.0,1788,0,0,0,0,0,0,0,7603,0,0.0,0,0,0,0.0,107,0,0,0.0,0,0.0,0,0,0.0,2017.0,0.0,0,0,0,0,7322,0.0,0,0,0,0.0,0.0
0,0.0,3669,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,106,0,0,0.0,0,0.0,0,0,0.0,1996.0,0.0,0,0,0,0,7634,0.0,0,0,0,0.0,1.0
0,0.0,1316,0,0,0,0,0,0,0,7572,0,0.0,0,0,0,0.0,97,0,0,0.6935413137455955,0,0.0,0,0,0.0,2013.2418718237104,0.0,0,0,0,0,7969,0.0,0,0,0,0.0,0.30645868625440453
0,1.0,3239,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,131,0,0,0.0,0,0.0,0,0,0.0,2003.0,0.0,0,0,0,0,8434,0.0,0,0,0,0.0,0.0
0,0.8806292544148506,4545,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,94,0,0,0.0,0,0.0,0,0,0.0,2017.1193707455852,0.11937074558514937,0,0,0,0,3408,0.0,0,0,0,0.0,0.0
0,0.4563168730657632,1215,0,0,0,0,0,0,0,5162,0,0.0,0,0,0,0.0,111,0,0,0.5436831269342368,0,0.0,0,0,0.0,2013.8057818885397,0.0,0,0,0,0,6780,0.0,0,0,0,0.0,0.0
1,0.0,2497,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,130,0,0,0.0,0,0.0,0,0,0.0,2000.0,0.0,0,0,0,0,8359,0.0,0,0,0,0.0,1.0
