girls,help,rating_R,cast,man,man,little,time,house,high,high,father,country,love,love,rating_NR,woman,home,american,rating_G,duration,black,rating_TV-Y7-FV,rating_TV-MA,good,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,day,new,school,type,director,rating_TV-PG,christmas,rating_TV-Y7,rating_PG-13
0,0,0.0,5350,0,0,0,0,0,0,0,0,8682,0,0,0.0,0,0,0,0.0,148,0,0.0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,2,0,0,1044,0.0,0,0.0,0.0
0,0,0.0,8888,0,0,0,0,0,0,0,0,7694,0,0,0.0,0,0,0,0.0,127,0,0.0,0.0,0,0.0,0,0.0,0,1,2018.0,0.0,0,0,0,0,2885,0.0,0,0.0,1.0
0,0,0.0,4920,0,0,0,0,0,0,0,1,4096,0,0,0.0,0,0,0,0.0,69,0,0.0,1.0,0,0.0,0,0.0,0,0,1998.0,0.0,0,0,0,0,2636,0.0,0,0.0,0.0
0,0,1.0,6917,0,0,0,0,0,0,0,0,6582,0,0,0.0,0,0,0,0.0,104,0,0.0,0.0,0,0.0,0,0.0,0,0,1982.0,0.0,0,0,1,0,6402,0.0,0,0.0,0.0
0,0,0.0,7433,0,0,0,0,0,0,0,0,1641,0,0,0.0,0,0,0,0.0,91,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,6480,0.0,0,0.0,0.0
0,0,1.0,3842,0,0,0,0,0,0,0,0,6692,0,0,0.0,0,0,0,0.0,110,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,6481,0.0,0,0.0,0.0
0,0,0.0,5813,0,0,0,0,0,0,0,0,4655,0,0,0.0,0,0,0,0.0,99,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.9488473012702,0.0,0,0,0,0,9600,0.0,0,0.0,0.0
0,0,0.6750470168740438,8688,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,146,0,0.0,0.0,0,0.0,0,0.0,0,0,1990.2765515568435,0.0,0,0,0,0,3320,0.0,0,0.0,0.3249529831259562
0,0,0.0,2725,0,0,0,0,0,0,0,0,4466,0,0,0.0,0,0,0,0.0,115,0,0.0,0.0,0,0.0,1,0.0,0,0,2009.0,1.0,0,0,0,0,6275,0.0,0,0.0,0.0
0,0,0.0,1462,0,0,0,0,0,0,0,0,3543,0,0,0.0,0,0,0,0.0,73,0,0.0,0.0,0,0.0,1,0.0,0,0,2018.0,1.0,0,0,0,0,6741,0.0,0,0.0,0.0
0,0,0.0,2635,0,0,0,0,0,0,0,0,1325,0,1,0.0,1,0,0,0.0,96,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,8421,0.0,0,0.0,0.0
0,0,0.0,5055,0,0,0,0,0,0,0,0,5146,0,0,0.0,0,0,0,0.0,138,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0377094746848,0.0,0,0,0,0,9163,0.0,0,0.0,0.0
0,0,0.0,3263,0,1,0,0,1,0,0,0,1325,0,0,0.0,0,1,0,0.0,105,0,0.0,0.0,0,0.0,0,0.0,0,1,2019.0,1.0,0,0,0,0,5348,0.0,0,0.0,0.0
0,0,0.0,9609,0,1,0,0,0,0,0,0,5146,0,0,0.0,0,0,0,0.0,118,0,0.0,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,9870,0.0,0,0.0,0.0
0,0,0.0,8005,0,0,0,0,0,0,0,0,3431,0,0,0.0,0,0,0,0.0,103,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,3039,0.0,0,0.0,0.0
0,0,0.0,2683,0,0,0,0,0,0,0,0,4655,0,0,0.0,0,1,0,0.0,94,0,0.0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,9065,0.0,0,0.0,0.0
0,0,0.0,4285,0,0,0,0,0,0,0,0,4096,0,0,0.0,0,0,0,0.0,181,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,0,0,0,5010,0.0,0,0.0,0.0
0,0,0.0,2732,0,0,0,0,0,0,0,0,2644,0,0,0.0,1,0,0,0.0,95,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,9769,0.0,0,0.0,0.0
0,0,0.0,1616,0,0,0,0,0,0,0,0,8646,0,0,0.0,0,1,0,0.0,77,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.0,1.0,0,0,0,0,6704,0.0,0,0.0,0.0
0,0,0.0,6174,0,0,0,0,0,0,0,0,4466,0,0,0.0,0,0,0,0.0,98,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.7775131151188,1.0,0,0,0,0,3826,0.0,0,0.0,0.0
0,1,0.0,9855,0,0,0,0,0,0,0,0,7694,0,0,0.0,0,0,0,0.0,85,0,0.0,0.0,0,1.0,0,0.0,0,0,2015.0,0.0,0,1,0,0,1479,0.0,0,0.0,0.0
0,0,0.0,1630,0,0,0,0,0,0,0,0,4655,0,0,0.0,0,0,0,0.0,98,0,0.0,1.0,0,0.0,0,0.0,0,0,2019.4572089795563,0.0,0,0,0,0,9109,0.0,0,0.0,0.0
0,0,0.0,3738,0,0,0,0,0,0,0,0,3944,0,0,0.0,0,0,0,0.0,97,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,3091,0.0,0,0.0,0.0
0,0,0.0,2583,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,89,0,0.0,0.0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,0,0,1448,0.0,0,0.0,1.0
0,0,0.0,1577,0,0,0,0,0,0,0,0,1772,0,0,0.0,1,0,0,0.0,72,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,4573,1.0,0,0.0,0.0
0,0,0.0,9255,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,130,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.2875691858378,1.0,0,0,0,0,1175,0.0,0,0.0,0.0
0,0,0.26243964823804566,2253,0,0,0,0,0,0,0,0,3325,0,0,0.0,0,0,0,0.0,97,0,0.0,0.0,0,0.0,0,0.0,0,0,2007.0497585929522,0.7375603517619543,0,0,0,0,8609,0.0,0,0.0,0.0
