help,rating_R,cast,man,man,little,family,father,country,young,rating_TV-G,rating_NR,love,love,woman,rating_NC-17,american,duration,life,life,rating_TV-MA,teen,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,movie,type,director,rating_TV-PG,christmas,friends,rating_TV-Y7,rating_PG-13
0,0.0,6087,0,0,0,0,0,5146,0,0.0,0.0,0,0,0,0.0,0,5,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,3939,0.0,0,0,1.0,0.0
0,0.0,1961,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2017.3716683933735,0.0,0,0,1,6104,0.0,0,0,1.0,0.0
0,0.0,9725,0,0,0,0,0,3791,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.549789455066667,0,0,2007.4978945506666,0.0,0,0,1,1960,0.0,0,0,0.450210544933333,0.0
0,0.0,7391,0,0,0,0,0,5785,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.34229082032073,0,0,2016.6577091796792,0.0,0,0,1,4576,0.0,0,0,0.65770917967927,0.0
0,0.0,2436,0,0,0,0,0,7733,0,0.0,0.0,0,0,0,0.0,0,4,0,0,0.0,0,0.0,0,0.0,0,0,2019.114517678901,0.0,0,0,1,3950,0.0,0,0,1.0,0.0
0,0.0,1292,0,0,0,0,0,5146,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,7024,0.0,0,0,1.0,0.0
0,0.0,8483,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,9745,0.0,0,0,1.0,0.0
0,0.0,7391,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2007.5838940968204,0.0,0,0,1,7292,0.0,0,0,1.0,0.0
0,0.0,4781,0,0,0,0,0,3543,0,0.04802747619275449,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2012.2881648571565,0.0,0,0,1,6050,0.9519725238072455,0,0,0.0,0.0
0,0.0,8174,0,0,0,0,0,9337,0,0.46449537866542634,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,1,0.0,0,0,2014.4260554560149,0.0,0,0,1,7228,0.0,0,0,0.5355046213345737,0.0
0,0.0,9203,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,1.0,0,0,2016.0,0.0,0,0,1,8834,0.0,0,0,0.0,0.0
0,0.0,2655,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,1.0,0,0,2016.0,0.0,0,0,1,8396,0.0,0,0,0.0,0.0
0,0.0,1849,0,0,0,0,0,6044,0,0.6011510887240764,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.3988489112759236,0,0,2020.601151088724,0.0,0,0,1,2348,0.0,0,0,0.0,0.0
0,0.0,1124,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2007.159545611459,0.0,0,0,1,5468,0.0,0,0,1.0,0.0
0,0.0,2599,0,0,0,0,0,5146,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.6778170957528298,0,0,2016.6443658084943,0.0,0,0,1,6718,0.0,0,0,0.3221829042471702,0.0
0,0.0,2554,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,6,0,0,0.0,0,0.0,0,0.40976955276883953,0,0,2018.0,0.0,0,0,1,6277,0.0,0,0,0.5902304472311605,0.0
0,0.0,2143,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.19193578579112947,0,0,2008.070972572658,0.0,0,0,1,2438,0.8080642142088705,0,0,0.0,0.0
0,0.0,9864,0,0,0,0,0,9337,0,0.6110356543766899,0.0,0,0,0,0.0,0,4,0,0,0.0,0,0.0,0,0.0,0,0,2013.8882852350134,0.0,0,0,1,8350,0.0,0,0,0.38896434562331006,0.0
0,0.0,4756,0,0,0,0,0,7694,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,2006.7349004848666,0.0,0,0,1,9673,0.4489933656577718,0,0,0.5510066343422282,0.0
0,0.0,4740,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,2018.6262066315323,0.0,0,0,1,9195,0.27475867369353946,0,0,0.7252413263064605,0.0
0,0.0,5312,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2010.2804152188417,0.0,0,0,1,9561,0.0,0,0,1.0,0.0
0,0.0,2316,0,0,0,0,0,7694,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.517367017222566,0,0,2019.0,0.0,0,0,1,3916,0.0,0,0,0.48263298277743405,0.0
0,0.0,9585,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,4967,0.9368883635609274,0,0,0.06311163643907258,0.0
0,0.0,3678,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2016.7913192436308,0.0,0,0,1,8385,0.0,0,0,1.0,0.0
0,0.0,9787,0,0,0,0,0,9337,0,0.7306068155539573,0.0,0,0,0,0.0,0,4,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,2506,0.0,0,0,0.26939318444604266,0.0
0,0.0,3589,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,2018.2632035720553,0.0,0,0,1,3562,0.0,0,0,1.0,0.0
0,0.0,3130,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,6,0,0,0.0,0,0.0,0,0.18317552894692468,0,0,2018.0841223552654,0.0,0,0,1,3271,0.0,0,0,0.8168244710530753,0.0
0,0.0,9221,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,5776,0.0,0,0,1.0,0.0
0,0.0,3920,0,0,0,0,0,3543,0,0.4304547722750304,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,1,0.0,0,0,2018.569545227725,0.0,0,0,1,4452,0.5695452277249696,0,0,0.0,0.0
0,0.0,8640,0,0,0,0,0,7896,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2020.4760182746581,0.0,0,0,1,4016,0.0,0,0,1.0,0.0
1,0.0,3284,0,0,0,1,0,6044,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,1.0,0,1,2015.0,0.0,0,0,1,8993,0.0,0,0,0.0,0.0
0,0.0,8946,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2016.8319495992564,0.0,0,0,1,6429,0.0,0,0,1.0,0.0
0,0.0,2068,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2015.3476491628064,0.0,0,0,1,7720,0.5434561453508123,0,0,0.4565438546491877,0.0
0,0.0,6410,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.526425973120304,0,0,2019.420722080639,0.0,1,0,1,9185,0.0,0,0,0.47357402687969596,0.0
0,0.0,6180,0,0,0,0,0,4051,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.9194396230406275,0,0,2016.241681130878,0.0,0,0,1,6276,0.0,0,0,0.08056037695937246,0.0
0,0.0,7831,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,1997.1779242919438,0.0,0,0,1,8772,0.0,0,0,1.0,0.0
0,0.0,3441,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2015.1688926218922,0.0,0,0,1,7538,0.8311073781078311,0,0,0.16889262189216891,0.0
0,0.0,5567,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,4,0,0,0.0,0,0.0,0,0.3840017219196371,0,0,2021.0,0.0,0,0,1,2039,0.0,0,0,0.6159982780803629,0.0
0,0.0,3138,0,0,0,0,0,7858,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2010.5510904369087,0.0,0,0,1,7404,0.0,0,0,1.0,0.0
0,0.0,6643,0,0,0,0,0,3543,0,0.7578994122539446,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2014.4526035264764,0.0,0,0,1,6908,0.24210058774605536,0,0,0.0,0.0
0,0.0,4024,0,0,0,0,0,3543,0,0.5729991535114844,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,1,0.0,0,0,2018.4270008464885,0.0,0,0,1,3578,0.42700084648851555,0,0,0.0,0.0
0,0.0,7513,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2008.0094923994568,0.0,0,0,1,2121,0.6238134500678905,0,0,0.37618654993210954,0.0
0,0.0,4697,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2017.453438398434,0.0,0,0,1,4940,0.2728124308896912,0,0,0.7271875691103088,0.0
0,0.0,5770,0,0,0,0,0,5726,0,0.6466835066166392,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2019.9400505198498,0.0,0,0,1,9006,0.0,0,0,0.3533164933833608,0.0
0,0.0,2286,0,0,0,0,0,7819,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2006.237840844121,0.0,0,0,1,3167,0.0,0,0,1.0,0.0
0,0.0,5218,0,0,0,0,0,3944,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,1,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,1407,0.0,0,0,1.0,0.0
0,0.0,2549,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,1,2010.4285036381775,0.0,0,0,1,5016,0.8928740904556117,0,0,0.10712590954438828,0.0
0,0.0,2566,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2011.0,0.0,0,0,1,5285,1.0,0,0,0.0,0.0
0,0.0,2505,0,0,0,0,0,7969,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,1,2015.0,0.0,0,0,1,4544,0.0,0,0,1.0,0.0
0,0.0,7557,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2002.255091763379,0.0,0,0,1,5180,0.0,0,0,1.0,0.0
0,0.0,7653,0,0,0,0,0,6015,0,0.9621437492457936,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0378562507542064,0,0,2020.810718746229,0.0,0,0,1,8771,0.0,0,0,0.0,0.0
0,0.0,8927,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,1.0,0,0,1997.0,0.0,0,0,1,6841,0.0,0,0,0.0,0.0
0,0.0,3249,0,0,0,0,0,9337,0,0.7783354783172115,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.2216645216827885,0,0,2019.1133419132689,0.0,0,0,1,1757,0.0,0,0,0.0,0.0
0,0.0,2756,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,2019.3489644796628,0.0,0,0,1,8047,0.0,0,0,1.0,0.0
0,0.0,8968,0,0,0,0,0,9337,0,0.4780536784851712,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2016.6536242506038,0.0,0,0,1,7083,0.0,0,0,0.5219463215148288,0.0
0,0.0,6011,0,0,0,0,0,4096,0,0.02208126369285124,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2014.6025372535287,0.0,0,0,1,4875,0.0,0,0,0.9779187363071488,0.0
0,0.0,8183,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.7675065702477003,0,0,2019.0,0.0,1,0,1,9091,0.0,0,0,0.2324934297522997,0.0
0,0.0,7195,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,1,0.0,0,0.0,0,0.3831699870976075,0,0,2019.2336600258047,0.0,0,0,1,6687,0.0,0,0,0.6168300129023925,0.0
0,0.0,3426,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.2717729769439182,0,0,2014.4459567924953,0.0,0,0,1,4287,0.0,0,0,0.7282270230560818,0.0
0,0.0,1044,0,0,0,0,0,3968,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2007.7775592457115,0.0,0,0,1,1017,0.0,0,0,1.0,0.0
0,0.0,9150,0,0,0,0,0,3543,0,0.16716293591147013,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,1,0.0,0,0,2018.0,0.0,0,0,1,9045,0.0,0,0,0.8328370640885299,0.0
0,0.0,2043,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,1.0,0,0,2020.5280124141204,0.0,0,0,1,2303,0.0,0,0,0.0,0.0
0,0.0,6121,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,8931,0.0,0,0,1.0,0.0
0,0.0,1439,0,0,0,0,0,3501,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.1918223592924223,0,0,2019.0,0.0,0,0,1,1431,0.8081776407075777,0,0,0.0,0.0
0,0.0,1657,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.47289798049971754,0,0,2009.5121636489948,0.0,0,0,1,5386,0.0,0,0,0.5271020195002825,0.0
0,0.0,8860,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,2014.350964662828,0.0,0,0,1,3931,0.0,0,0,1.0,0.0
0,0.0,4152,0,0,0,0,0,4041,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2017.731428627985,0.0,0,0,1,5391,0.0,0,0,1.0,0.0
0,0.0,4130,0,0,0,1,0,6044,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,1,2798,0.0,0,0,1.0,0.0
0,0.0,6304,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2019.045629063162,0.0,0,0,1,4713,0.0,0,0,1.0,0.0
0,0.0,1184,0,0,0,0,0,6044,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.8514848751314773,0,0,2015.5940604994742,0.0,0,0,1,7244,0.1485151248685227,0,0,0.0,0.0
0,0.0,9456,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.4090547337930762,0,0,2009.8633831365514,0.0,0,0,1,9891,0.0,0,0,0.5909452662069238,0.0
0,0.0,8237,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2005.442726384703,0.0,0,0,1,8496,0.38876617033592753,0,0,0.6112338296640725,0.0
0,0.0,5495,0,0,0,0,0,9337,0,0.26655387988742185,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2008.2648620781988,0.0,0,0,1,9527,0.0,0,0,0.7334461201125781,0.0
0,0.0,8315,0,0,0,0,0,3543,0,0.7816905046608702,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2000.274642430087,0.0,0,0,1,3827,0.2183094953391298,0,0,0.0,0.0
0,0.0,8099,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.5638891359303563,0,0,2003.105552096975,0.0,0,0,1,5138,0.0,0,0,0.4361108640696437,0.0
0,0.0,5384,0,0,0,0,0,7694,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.6333846465197152,0,0,2018.3666153534803,0.0,0,0,1,3890,0.0,0,0,0.36661535348028484,0.0
0,0.0,8651,0,0,0,0,0,7694,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2000.4301797325804,0.0,0,0,1,7417,0.0,0,0,1.0,0.0
0,0.0,6741,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,2,0,1,0.0,0,0.0,0,0.4004490982552372,0,0,2019.5995509017448,0.0,0,0,1,4995,0.0,0,0,0.5995509017447628,0.0
0,0.0,4262,0,0,0,0,0,3968,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,6468,0.1637776933439199,0,0,0.8362223066560801,0.0
0,0.0,5042,0,0,0,0,0,3543,0,0.28291595655094026,0.0,0,0,0,0.0,0,2,0,0,0.0,1,0.0,0,0.0,0,0,2012.4145797827548,0.0,0,0,1,2806,0.0,0,0,0.7170840434490597,0.0
0,0.0,9827,0,0,0,0,0,9337,0,0.4412972210657091,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2020.4412972210657,0.0,0,0,1,6608,0.0,0,0,0.5587027789342909,0.0
0,0.0,9746,0,0,0,0,0,7645,0,0.0,0.0,0,0,0,0.0,0,7,0,0,0.0,0,0.0,0,0.0,0,0,2018.069712037806,0.0,0,0,1,7873,0.0,0,0,1.0,0.0
0,0.0,2685,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,1,2015.175920526542,0.0,0,0,1,6631,0.0,0,0,1.0,0.0
0,0.0,6768,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.09327654969375043,0,0,2013.626893801225,0.0,0,0,1,3908,0.0,0,0,0.9067234503062496,0.0
0,0.0,2637,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.12899353188405593,0,0,2016.5159741275363,0.0,0,0,1,1770,0.0,0,0,0.8710064681159441,0.0
0,0.0,8187,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.7847862165043578,0,0,2020.1391448660174,0.0,0,0,1,8517,0.0,0,0,0.21521378349564224,0.0
0,0.0,3449,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.6940377636578849,0,0,2017.5298111817106,0.0,0,0,1,5307,0.0,0,0,0.30596223634211506,0.0
0,0.0,5558,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2012.6572334431285,0.0,0,0,1,3604,0.0,0,0,1.0,0.0
0,0.0,2214,0,0,0,0,0,3363,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,1.0,0,0,2015.7395432228188,0.0,0,0,1,2631,0.0,0,0,0.0,0.0
0,0.0,8976,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2005.3184681359826,0.0,0,0,1,6032,0.0,0,0,1.0,0.0
0,0.0,2066,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,1996.8877360691852,0.0,0,0,1,1930,0.0,0,0,1.0,0.0
0,0.0,2672,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.7211689131044707,0,0,2013.4905202179402,0.0,0,0,1,8979,0.0,0,0,0.27883108689552927,0.0
0,0.0,1719,0,0,0,0,0,1380,0,0.23694093110310277,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.7630590688968972,0,0,2017.473881862206,0.0,0,0,1,8019,0.0,0,0,0.0,0.0
0,0.0,3365,0,0,0,0,0,5146,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,2522,0.0,0,0,1.0,0.0
0,0.0,6400,0,0,0,0,0,7694,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.3151518791886855,0,0,2002.3030375837736,0.0,0,0,1,2701,0.0,0,0,0.6848481208113145,0.0
0,0.0,5706,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2016.2311671631496,0.0,0,0,1,6060,0.0,0,0,1.0,0.0
0,0.0,6758,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,1.0,0,0,2018.1735504379426,0.0,0,0,1,1731,0.0,0,0,0.0,0.0
0,0.0,5812,0,0,0,1,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,1.0,0,1,2014.0,0.0,0,0,1,1480,0.0,0,1,0.0,0.0
0,0.0,2939,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2018.0065475540632,0.0,0,0,1,7320,0.006547554063114247,0,0,0.9934524459368858,0.0
0,0.0,6248,0,0,0,0,0,3543,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.40919407818105014,0,0,2019.4091940781811,0.0,0,0,1,2483,0.5908059218189499,0,0,0.0,0.0
0,0.0,5362,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.5415047821374481,0,0,2003.4189330500758,0.0,0,0,1,7171,0.0,0,0,0.4584952178625519,0.0
0,0.0,5676,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2018.1988975857073,0.0,0,0,1,1946,0.0,0,0,1.0,0.0
0,0.0,7372,0,0,0,0,0,7887,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.7031049979465328,0,0,2013.812419991786,0.0,0,0,1,7650,0.0,0,0,0.2968950020534672,0.0
0,0.0,5655,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0.0,0,0.0,0,0.15470035683406314,0,0,2017.309400713668,0.0,0,0,1,7375,0.0,0,0,0.8452996431659369,0.0
0,0.0,4215,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2003.170108347594,0.0,0,0,1,4556,0.1462635434492232,0,0,0.8537364565507768,0.0
0,0.0,5625,0,0,0,0,0,1325,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.7693564091037483,0,0,2019.4612871817926,0.0,0,0,1,6904,0.0,0,0,0.23064359089625175,0.0
0,0.0,5366,0,0,0,0,0,4096,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2016.3212964644422,0.0,0,0,1,5779,0.0,0,0,1.0,0.0
0,0.0,1662,0,0,0,0,0,9337,0,0.6854912847717968,0.0,0,0,0,0.0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,2002.2337004502488,0.0,0,0,1,9811,0.0,0,0,0.31450871522820323,0.0
0,0.0,5016,0,0,0,0,0,9337,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,1,8298,0.0,0,0,1.0,0.0
