help,rating_R,cast,finds,man,man,high,high,family,father,country,young,love,love,woman,story,home,rating_G,king,duration,black,life,life,rating_TV-MA,rating_PG,series,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,1497,0,0,0,0,0,0,0,7720,0,0,0,0,0,0,0.0,0,97,0,0,0,0.9050072540989617,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,3567,0.0,0,0,0,0,0.0,0.0
0,0.0,7208,0,0,0,0,0,0,0,6086,0,0,0,0,0,0,0.0,0,107,0,0,0,0.0,0.0,0,0,0,2010.499139063021,0.7855912947172768,0,0,0,0,0,1296,0.0,0,0,0,0,0.0,0.21440870528272316
0,0.0,7333,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,136,0,0,0,0.0,1.0,0,0,0,2004.0,0.0,0,0,0,0,0,7153,0.0,0,0,0,0,0.0,0.0
0,0.0,4942,0,0,1,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,77,0,0,0,0.0,0.0,0,0,0,2014.0,0.0,0,0,0,0,0,5325,1.0,0,0,0,0,0.0,0.0
0,0.0,5508,0,0,0,0,0,0,0,8199,0,0,0,0,0,0,0.0,0,90,0,0,0,0.5867772882231501,0.0,0,0,0,2016.6528908471073,0.0,0,0,0,0,0,7734,0.0,0,0,0,0,0.0,0.0
1,0.0,3962,0,0,1,0,0,0,1,6203,0,0,0,0,0,0,0.0,0,109,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,8862,0.0,0,0,0,0,0.0,0.0
0,0.0,6740,0,0,0,0,0,0,0,3532,0,0,0,0,0,0,0.0,0,134,0,0,0,0.0,0.959662561382447,0,0,0,2004.4437118247931,0.04033743861755301,0,0,0,0,0,7141,0.0,0,0,0,0,0.0,0.0
0,0.0,1233,0,0,0,0,0,0,0,1845,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,0.9527108177456308,0,0,0,2013.0472891822544,0.04728918225436918,0,0,0,0,0,3819,0.0,0,0,0,0,0.0,0.0
0,0.0,5913,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,145,0,0,0,0.0,0.0,0,0,0,2012.3771081412078,0.0,0,0,0,0,0,6233,1.0,0,0,0,0,0.0,0.0
0,0.0,5198,0,0,0,0,0,0,0,1856,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,3839,0.0,0,0,0,1,0.0,0.0
0,0.0,7138,0,0,0,0,0,0,0,1856,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,3839,0.0,0,0,0,1,0.0,0.0
0,0.0,5607,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.1090598623102117,0,0,0,2016.0184612392081,0.8909401376897883,0,0,0,0,0,2861,0.0,0,0,0,0,0.0,0.0
0,0.0,1503,0,0,0,0,0,0,0,7887,0,0,0,0,0,0,0.0,0,95,0,0,0,0.29800521663147705,0.701994783368523,0,0,0,2012.4900260831573,0.0,0,0,0,0,0,3463,0.0,0,0,0,0,0.0,0.0
0,0.0,6965,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,1.0,0,0,0,2011.0,0.0,0,0,0,0,0,5560,0.0,0,0,0,0,0.0,0.0
0,0.0,1397,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.6169609235874473,0,0,0,2005.5321563056502,0.0,0,0,0,0,0,7184,0.0,0,0,0,0,0.0,0.38303907641255275
0,0.0,2548,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,134,0,0,0,0.07646911742470064,0.9235308825752994,0,0,0,1986.5999499924399,0.0,0,0,0,0,0,7906,0.0,0,0,0,0,0.0,0.0
0,0.0,4544,0,0,0,0,0,0,0,8308,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2017.0,0.0,1,0,0,0,0,4542,1.0,0,0,0,0,0.0,0.0
0,0.0,2706,0,0,0,0,0,0,0,6461,0,0,0,0,0,0,0.0,0,103,0,0,0,0.40665191588463756,0.0,0,0,0,2015.2532153270772,0.5933480841153624,0,0,0,0,0,1090,0.0,0,0,0,0,0.0,0.0
0,0.0,7719,0,0,0,0,0,0,0,4655,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,3839,0.0,0,0,0,1,0.0,0.0
0,0.0,2606,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,1.0,0,0,0,2007.2503464394613,0.0,0,0,0,0,0,7758,0.0,0,0,0,0,0.0,0.0
0,0.0,4690,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,75,0,0,0,0.0,0.2894616407258366,0,0,0,2011.4473082036293,0.0,0,0,0,0,0,7851,0.0,0,0,0,0,0.7105383592741634,0.0
1,0.0,8987,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,0.0,0,92,0,0,0,0.0,1.0,0,0,0,2006.0,0.0,0,0,0,0,0,2076,0.0,0,0,0,0,0.0,0.0
0,1.0,1232,1,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,9068,0.0,0,0,0,0,0.0,0.0
0,0.0,5787,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0.0,0,95,0,0,0,1.0,0.0,0,0,0,2016.631245829219,0.0,0,0,0,0,0,2159,0.0,0,0,0,0,0.0,0.0
0,0.0,7592,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,78,0,0,0,0.0,0.5206725144019604,0,0,0,2014.6860526296177,0.0,0,0,0,0,0,7895,0.0,0,0,0,0,0.4793274855980396,0.0
0,0.0,2023,0,0,0,0,0,1,0,3896,0,0,0,0,0,1,0.0,0,112,0,0,0,1.0,0.0,0,0,0,2018.0,0.0,0,0,0,0,0,6190,0.0,0,0,0,0,0.0,0.0
0,0.0,9434,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,66,0,0,0,0.0,0.0,0,0,0,2017.342317249285,0.0,0,0,0,0,0,5560,0.44294712511914724,0,0,0,0,0.0,0.0
0,0.6948602258794961,3461,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,105,0,0,0,0.0,0.0,0,0,0,2017.5256988706026,0.0,0,0,0,0,0,3529,0.0,0,0,0,0,0.0,0.30513977412050386
0,0.0,9196,0,0,0,0,0,0,0,7969,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,1.0,0,0,0,2015.1712105022891,0.0,1,0,0,0,0,3412,0.0,0,0,0,0,0.0,0.0
0,0.0,8797,0,0,0,0,0,0,0,6235,0,0,0,0,0,0,0.0,0,110,0,0,0,0.6793844208605057,0.0,0,0,0,2016.641231158279,0.32061557913949434,0,0,0,0,0,9112,0.0,0,0,0,0,0.0,0.0
0,0.0,2722,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,105,0,0,0,0.0,0.0,0,0,0,2011.2511335765182,0.0,0,0,0,0,0,8289,0.0,0,0,0,0,0.0,1.0
0,0.0,4389,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,96,0,0,0,0.6932225814302936,0.0,0,0,0,2019.3067774185697,0.0,0,0,0,0,0,2309,0.0,0,0,0,0,0.0,0.0
0,0.0,3617,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0.0,0,123,0,0,0,0.0,0.422002704980178,0,0,0,2013.5779972950197,0.577997295019822,0,0,0,0,0,3599,0.0,0,0,0,0,0.0,0.0
0,0.0,7584,0,0,0,0,0,0,0,7669,0,0,0,0,0,0,0.0,0,100,0,0,0,1.0,0.0,0,0,0,2015.875662831536,0.0,0,0,0,0,0,8738,0.0,0,0,0,0,0.0,0.0
0,0.0,4458,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,137,0,0,0,0.0,0.0,0,0,0,2012.7657643563505,0.25225205090720204,0,0,0,0,0,6523,0.747747949092798,0,0,0,0,0.0,0.0
0,0.7269203385810236,5915,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0.27307966141897644,0,0,0,2009.907681354324,0.0,0,0,0,0,0,8513,0.0,0,0,0,0,0.0,0.0
0,0.0,5450,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,156,0,0,0,0.0,0.0,0,0,0,2016.27474367264,0.1373718363199916,0,0,0,0,0,6388,0.8626281636800084,0,0,0,0,0.0,0.0
0,0.0,6114,0,0,0,0,1,0,0,5288,0,0,0,0,0,0,0.0,0,137,0,0,0,0.0,0.0,0,0,0,2005.0,0.0,0,2,0,0,0,2163,0.0,0,0,0,0,0.0,1.0
0,0.0,1361,0,0,0,0,0,0,0,4596,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,0.6912470136871233,0,0,0,2015.470023890503,0.0,0,0,0,0,0,4106,0.30875298631287673,0,0,0,0,0.0,0.0
0,0.0,1340,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,108,0,0,0,0.0,0.0,0,0,0,2016.1166769656913,0.8527794942818804,0,0,0,0,0,3860,0.0,0,0,0,0,0.0,0.14722050571811962
0,1.0,9133,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,3296,0.0,0,0,0,0,0.0,0.0
0,0.0,7599,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,100,0,0,0,1.0,0.0,0,0,0,2015.6326259871512,0.0,0,0,0,0,0,2876,0.0,0,0,0,0,0.0,0.0
0,0.0,1655,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,82,0,0,0,0.0,0.554409594173049,0,0,0,2006.0309409573276,0.445590405826951,0,0,0,0,0,6652,0.0,0,0,0,0,0.0,0.0
0,0.0,6270,0,0,0,0,1,0,0,9337,0,0,0,0,0,0,0.0,0,113,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,2,1,0,0,0,3031,0.0,0,0,0,0,0.0,1.0
0,0.0,2334,0,0,0,0,0,0,0,8361,0,0,0,0,0,0,0.0,0,94,0,0,0,1.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,7521,0.0,0,0,0,0,0.0,0.0
0,0.0,8632,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,94,0,0,0,0.0,1.0,0,0,0,2012.4563299791068,0.0,0,0,0,0,0,8324,0.0,0,0,0,0,0.0,0.0
0,0.0,1165,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,0.0,0,100,0,0,0,1.0,0.0,0,0,1,2015.0,0.0,0,0,0,0,0,8756,0.0,0,0,0,0,0.0,0.0
0,0.0,6003,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.47526027375981783,0,0,0,2006.4257808212794,0.0,0,1,0,0,0,2388,0.0,0,0,0,0,0.0,0.5247397262401822
0,0.0,3087,0,0,0,0,0,0,0,4655,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,3839,0.0,0,0,0,1,0.0,0.0
1,0.0,9645,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,1.0,0,0,0,2015.0,0.0,0,0,0,0,0,7704,0.0,0,0,0,0,0.0,0.0
0,1.0,8728,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,0.0,0,0,0,2011.8580094025076,0.0,0,0,0,0,0,8561,0.0,0,0,0,0,0.0,0.0
0,0.0,5153,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,155,0,0,0,0.0,0.0,0,0,0,2014.6994022492345,0.0,0,0,0,0,0,6231,1.0,0,0,0,0,0.0,0.0
0,0.0,2101,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,101,0,0,0,0.0,0.6798032113070672,0,0,0,2004.5960642261414,0.0,0,0,0,0,0,5601,0.3201967886929328,0,0,0,0,0.0,0.0
0,0.0,2058,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.41766258273891077,0,0,0,2010.1766258273892,0.0,0,0,0,0,0,9217,0.0,0,0,0,0,0.0,0.5823374172610892
0,0.0,7612,0,0,0,0,0,0,0,7988,0,0,0,0,0,0,0.0,0,100,0,0,0,0.27740104498277474,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,3296,0.0,0,0,0,0,0.0,0.0
1,0.0,6912,0,0,0,0,0,0,0,3944,0,0,0,0,0,0,0.0,0,92,0,0,0,0.0,1.0,0,0,0,2006.0,0.0,0,0,0,0,0,2076,0.0,0,0,0,0,0.0,0.0
0,0.2177289615503234,1561,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,125,0,0,0,0.0,0.7822710384496766,0,0,0,2016.2177289615504,0.0,0,0,0,0,0,9008,0.0,0,0,0,0,0.0,0.0
0,0.0,6281,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,1.0,0.0,0,0,0,2017.1201033225796,0.0,0,0,0,0,0,3767,0.0,0,0,0,0,0.0,0.0
0,0.0,3387,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,152,0,0,0,0.0,0.0,0,0,0,2014.920744468865,0.9207444688650526,0,0,0,0,0,7790,0.07925553113494743,0,0,0,0,0.0,0.0
0,0.0,6446,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0.0,0,86,0,0,0,0.613022261678253,0.0,0,0,0,2014.0651113083914,0.0,0,0,0,0,0,5682,0.386977738321747,0,0,0,0,0.0,0.0
0,0.0,7948,0,0,0,0,0,0,0,3745,0,0,0,0,0,0,0.0,0,81,0,0,1,0.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,9822,1.0,0,0,0,0,0.0,0.0
0,0.0,2283,0,0,0,0,0,0,0,3901,0,0,0,0,0,0,0.0,0,102,0,0,0,0.8846444145168944,0.0,0,0,0,2018.115355585483,0.0,0,0,0,0,0,6114,0.0,0,0,0,0,0.0,0.0
0,0.0,7356,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,114,0,0,0,0.0,1.0,0,0,0,1979.7437135332443,0.0,0,0,0,0,0,9755,0.0,0,0,0,0,0.0,0.0
0,0.0,8279,0,0,0,0,0,0,1,1325,0,0,0,0,0,0,0.0,0,124,0,0,0,0.0,0.0,0,0,0,2013.2646896074482,0.0,0,0,0,0,0,7110,1.0,0,0,0,0,0.0,0.0
0,0.0,6073,0,0,0,0,0,0,0,6265,0,0,0,0,0,0,0.0,0,107,0,0,0,0.0,0.0,0,0,0,2013.713499262165,0.41261102912944014,0,0,0,0,0,4366,0.0,0,0,0,0,0.0,0.5873889708705599
0,0.9578434079084673,9535,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,0.04215659209153266,0,0,0,2016.7470604474508,0.0,0,0,0,0,0,5501,0.0,0,0,0,0,0.0,0.0
0,0.3192292397074169,3471,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,105,0,0,0,0.0,0.6807707602925831,0,0,0,2011.0,0.0,0,0,0,0,0,5420,0.0,0,0,0,0,0.0,0.0
0,0.0,6544,0,0,0,0,0,0,0,9434,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0.0,0,0,0,2014.3358262478514,0.6194037496930658,0,0,0,0,0,4798,0.0,0,0,0,0,0.0,0.3805962503069342
0,0.0,1357,0,0,0,0,0,0,0,7969,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,0.5991526885625618,0,0,0,2018.9957634428129,0.0,1,0,0,0,0,3412,0.0,0,0,0,0,0.0,0.0
0,0.0,2567,0,0,0,0,0,0,0,5792,0,1,1,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,0,0,0,0,0,7234,0.0,0,0,0,0,0.0,1.0
0,0.0,4045,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,0.0,0,0,0,2015.154041341555,0.0,0,0,0,0,0,9630,1.0,0,0,0,0,0.0,0.0
0,0.0,6519,0,0,0,0,0,0,0,7763,0,0,0,0,0,0,0.0,0,100,0,0,0,1.0,0.0,0,0,1,2015.0,0.0,0,0,0,0,0,8756,0.0,0,0,0,0,0.0,0.0
0,0.0,6755,0,0,0,0,0,0,0,6408,0,0,0,0,0,0,0.0,0,110,0,0,0,0.2683661683909532,0.0,0,0,0,2018.5367323367818,0.7316338316090468,0,0,0,0,0,9505,0.0,0,0,0,0,0.0,0.0
0,0.0,5283,0,0,0,0,0,0,0,7423,0,0,0,0,0,0,0.0,0,98,0,0,0,1.0,0.0,0,0,0,2017.8087191424058,0.0,0,0,0,0,0,1517,0.0,0,0,0,0,0.0,0.0
0,0.0,2634,0,0,0,0,0,0,0,6377,0,0,0,0,0,0,0.0,0,102,0,0,0,0.5153773777696403,0.0,0,0,0,2020.4846226222303,0.4846226222303597,0,0,0,0,0,9020,0.0,0,0,0,0,0.0,0.0
0,0.0,1922,0,0,0,0,0,0,0,7957,0,0,0,0,0,0,0.0,0,87,0,0,0,0.042518004956311084,0.0,0,0,0,2016.9574819950437,0.0,0,0,0,0,0,4501,0.9574819950436889,0,0,0,0,0.0,0.0
0,0.0,1722,0,0,0,0,0,0,0,4564,0,0,0,0,0,0,0.0,0,80,0,0,0,0.5769865993783756,0.0,0,0,0,2016.384107204973,0.0,0,0,0,0,0,5188,0.4230134006216244,0,0,0,0,0.0,0.0
0,0.0,4121,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0.9854230941181097,0,0,1,2007.2040766823466,0.014576905881890312,0,0,0,0,0,6889,0.0,0,0,0,0,0.0,0.0
0,0.0,2940,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0.0,0,141,0,0,0,0.0,0.0,0,0,0,2012.796473690578,0.5988245635260081,0,0,0,0,0,3543,0.0,0,0,0,0,0.0,0.4011754364739919
0,0.0,1218,0,0,0,0,0,0,0,4457,0,0,0,0,0,0,0.0,0,107,0,0,0,1.0,0.0,0,0,0,2016.8342501363688,0.0,0,0,0,0,0,8809,0.0,0,0,0,0,0.0,0.0
0,0.0,1071,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,90,0,0,0,0.08740188095081658,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,1537,0.0,0,0,0,0,0.0,0.9125981190491834
0,0.0,3536,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,108,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,2997,0.0,0,0,0,0,0.0,0.0
0,0.0,9054,0,0,0,0,0,0,0,7914,0,0,0,0,0,0,0.0,0,78,0,0,0,0.0,0.0,0,0,0,2018.0060300302605,0.0,0,0,0,0,0,8229,0.0,0,0,0,0,0.0,0.0
0,0.0,6293,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,101,0,0,0,0.8252983050152486,0.1747016949847514,0,0,0,2016.2529830501526,0.0,0,0,0,0,0,2674,0.0,0,0,0,1,0.0,0.0
0,0.0,2775,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,75,0,0,0,0.2610960106424832,0.0,0,0,0,2016.522192021285,0.7389039893575168,0,0,0,0,0,6914,0.0,0,0,0,0,0.0,0.0
0,0.0,9139,0,0,0,0,0,0,0,5123,0,0,0,0,0,0,0.0,0,85,0,0,0,0.7405652276125511,0.25943477238744894,0,0,0,2014.4811304552252,0.0,0,0,0,0,0,3055,0.0,0,0,0,0,0.0,0.0
0,0.0,2146,0,0,0,0,0,0,0,7226,0,0,0,0,0,0,0.0,0,101,0,0,0,1.0,0.0,0,0,0,2018.4000457296684,0.0,0,0,0,0,0,1414,0.0,0,0,0,0,0.0,0.0
0,0.5288073983744251,6028,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,110,0,0,0,0.0,0.47119260162557486,0,0,0,2013.355963008128,0.0,0,0,0,0,0,8756,0.0,0,0,0,0,0.0,0.0
0,0.0,3928,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,0.9334916045334182,0,0,0,2011.1995251863998,0.0,0,0,0,0,0,5544,0.06650839546658183,0,0,0,0,0.0,0.0
0,0.0,4125,0,0,0,0,0,0,0,4872,0,0,0,0,0,0,0.0,0,109,0,0,0,0.6569637156276605,0.0,0,0,0,2012.883564587532,0.0,0,0,0,0,0,2289,0.0,0,0,0,0,0.0,0.34303628437233946
0,0.0,7397,0,0,0,0,0,0,0,1545,0,0,0,0,0,0,0.0,0,108,0,0,0,0.5546672341022332,0.0,0,0,0,2015.3280034046134,0.0,0,0,0,0,0,9585,0.4453327658977668,0,0,0,0,0.0,0.0
0,0.0,9260,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,90,0,0,0,1.0,0.0,0,0,0,2017.580683510731,0.0,0,0,0,0,0,4822,0.0,0,0,0,0,0.0,0.0
0,0.0,8821,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.0,0,0,0,2004.7533860138367,0.0,0,0,0,0,0,8253,0.0,0,0,0,0,0.0,1.0
0,0.5087714978854924,8958,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,117,0,0,0,0.0,0.0,0,0,0,2013.5438574894274,0.0,0,0,0,0,0,3650,0.0,0,0,0,0,0.0,0.49122850211450764
0,0.0,3999,0,0,0,0,0,0,0,7334,0,0,0,0,0,0,0.0,0,102,0,0,0,1.0,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,8674,0.0,0,0,0,0,0.0,0.0
0,0.0,7695,0,0,0,0,0,0,0,1602,0,0,0,0,0,0,0.0,0,120,0,0,0,0.6961956260149644,0.0,0,0,0,2016.696195626015,0.30380437398503557,0,0,0,0,0,5035,0.0,0,0,0,0,0.0,0.0
0,0.0,4051,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0.9956336226022076,0,0,0,2013.004366377398,0.0043663773977924425,0,0,0,0,0,3837,0.0,0,0,0,0,0.0,0.0
0,0.0,2583,0,0,0,0,0,0,0,7797,0,0,0,0,0,0,0.0,0,99,0,0,0,0.0,0.0,0,0,0,2017.7394696528215,0.6232449421369398,0,0,0,0,0,9171,0.0,0,0,0,0,0.0,0.0
0,0.0,3534,0,0,0,0,0,0,0,6045,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0019416871220357956,0.0,0,0,0,2008.0252419325864,0.0,0,0,0,0,0,7234,0.0,0,0,0,0,0.0,0.9980583128779642
0,0.0,6600,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,12,0,0,0,0.0,0.0,0,0,0,2017.9750962278215,0.02490377217859263,0,0,0,0,0,8627,0.9750962278214074,0,0,0,0,0.0,0.0
0,0.0,9721,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,92,0,0,0,0.0,1.0,0,0,0,2006.6239031410691,0.0,0,0,0,0,0,6922,0.0,0,0,0,0,0.0,0.0
0,0.0,6585,0,0,0,0,0,0,0,1434,1,0,0,0,0,0,0.0,0,110,0,0,0,0.0,0.0,0,0,0,2014.2698474520273,0.6539694904054683,0,0,0,0,0,4842,0.34603050959453174,0,0,0,0,0.0,0.0
0,0.0,1183,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,99,0,0,0,0.5494452386922292,0.45055476130777083,0,0,0,2018.4505547613078,0.0,0,0,0,0,0,8070,0.0,0,0,0,0,0.0,0.0
0,0.0,3550,0,0,0,0,0,0,0,6044,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2009.2689405852939,0.0,0,0,0,0,0,7363,0.14099339836597746,0,0,0,0,0.0,0.8590066016340225
0,0.0,2590,0,0,0,0,0,0,0,5547,0,1,1,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,0,0,0,0,0,7234,0.0,0,0,0,0,0.0,1.0
0,0.0,5612,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,108,0,0,0,0.0,0.0,0,0,1,2012.4485458064792,0.0,0,0,0,0,0,3574,0.0,0,0,0,0,0.0,0.7930648847886961
