girls,rating_R,cast,man,man,house,high,high,family,father,country,young,rating_TV-G,love,love,woman,rating_NC-17,rating_NR,rating_G,king,duration,life,life,rating_TV-Y7-FV,rating_TV-MA,teen,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,movie,type,group,director,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,8730,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,122,0,0,0.0,0.558492069013005,0,0.0,0,0,0.0,0,0,2017.558492069013,0.44150793098699503,0,0,0,0,3124,0,0,0,0.0,0.0
0,0.0,1022,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,90,0,0,0.0,0.6483252173595335,0,0.0,0,0,0.0,0,0,2019.0,0.3516747826404665,0,0,0,0,8815,0,0,0,0.0,0.0
0,0.0,8668,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,96,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1987.0,0.0,0,0,0,0,4668,0,0,0,0.0,0.0
0,0.0,4402,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,1,75,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2000.0,0.0,0,0,0,0,7426,0,0,0,0.0,0.0
0,0.0,1606,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0.0,0.0,0.0,0,82,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,5309,0,0,0,0.0,0.0
0,1.0,9467,0,0,0,0,0,0,0,9337,0,0.0,1,0,0,0.0,0.0,0.0,0,116,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1998.0,0.0,0,0,0,0,4344,0,0,0,0.0,0.0
0,1.0,2493,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,90,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,0,2060,0,0,0,0.0,0.0
0,0.0,2981,0,0,0,0,0,0,0,6304,0,0.0,0,0,0,0.0,0.0,0.0,0,118,0,0,0.0,0.7847356222616197,0,0.0,0,0,0.0,0,0,2002.0137012883374,0.0,0,0,0,0,2277,0,0,0,0.0,0.0
0,1.0,7941,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0.0,0.0,0,108,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,1,0,0,0,4877,0,0,0,0.0,0.0
0,1.0,5948,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,112,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,2010.0,0.0,0,0,0,0,4301,0,0,0,0.0,0.0
0,0.0,4491,0,0,0,0,0,0,0,3278,0,0.0,0,0,0,0.0,0.0,0.0,0,104,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,3812,0,0,0,0.0,0.0
0,0.17557163591347336,4014,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,90,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1996.8625759900965,0.0,0,0,0,0,1126,0,0,0,0.0,0.0
0,0.0,6315,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,124,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,0,7247,0,0,0,0.0,0.0
0,0.0,2686,0,0,0,0,0,0,0,7822,0,0.0,0,0,0,0.0,0.0,0.0,0,105,0,0,0.0,0.5321244653389745,0,0.0,0,0,0.0,0,0,2015.7248712573728,0.0,0,0,0,0,1901,0,0,0,0.0,0.4678755346610255
0,1.0,6513,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,104,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,9068,0,0,0,0.0,0.0
0,0.0,3790,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,127,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2014.4672883458352,1.0,0,0,0,0,7936,0,0,0,0.0,0.0
0,0.0,6594,0,0,0,0,0,0,0,3326,0,0.0,0,0,0,0.0,0.0,0.0,0,107,0,0,0.0,0.9936228309651652,0,0.006377169034834762,0,0,0.0,0,0,2015.9872456619303,0.0,0,0,0,0,4129,0,0,0,0.0,0.0
0,0.0,3835,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0.0,0.0,1,75,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2000.0,0.0,0,0,0,0,7426,0,0,0,0.0,0.0
0,0.0,9117,0,0,0,0,0,0,0,1325,0,0.0,0,1,0,0.0,0.0,0.0,0,124,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,8839,0,0,0,0.0,0.0
0,0.0,2762,0,0,0,0,0,0,0,1325,0,0.0,0,1,0,0.0,0.0,0.0,0,133,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,0,3196,0,0,0,0.0,0.0
0,1.0,7930,0,0,0,0,0,0,0,9337,1,0.0,0,0,0,0.0,0.0,0.0,0,92,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,1,0,0,0,5265,0,0,0,0.0,0.0
0,0.0,9463,0,0,0,0,0,0,0,4677,0,0.0,0,0,0,0.0,0.0,0.0,0,94,0,0,0.0,0.7805763109689263,0,0.21942368903107368,0,0,0.0,0,0,2017.1223052438756,0.0,0,0,0,0,7880,0,0,0,0.0,0.0
0,0.0,7512,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,0,104,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,8064,0,0,0,0.0,0.0
0,0.11739518438110419,9752,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,122,0,0,0.0,0.8826048156188958,0,0.0,0,0,0.0,0,0,2018.1782337093323,0.0,0,0,0,0,2488,0,0,0,0.0,0.0
0,0.0,3463,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,93,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2004.9045627501562,1.0,0,0,0,0,3711,0,0,0,0.0,0.0
0,0.0,3618,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,1,75,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2000.0,0.0,0,0,0,0,1586,0,0,0,0.0,0.0
0,0.0,2567,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.4894400539164391,0.0,0,120,0,0,0.0,0.5105599460835609,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,0,2808,0,0,0,0.0,0.0
0,0.0,3143,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,120,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2009.0,0.0,0,0,0,0,4971,0,0,0,0.0,0.0
0,0.0,1903,0,0,0,0,0,0,0,1468,0,0.0,0,0,0,0.0,0.0,0.0,0,126,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,0,2828,0,0,0,0.0,1.0
0,1.0,1897,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,111,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,9304,0,0,0,0.0,0.0
0,0.17919032955151604,1215,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,0.0,0.0,0,91,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2018.7456676931395,0.0,0,0,0,0,4195,0,0,0,0.0,0.0
0,0.0,4618,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,159,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,0,0,2923,0,0,0,0.0,0.0
0,0.0,9260,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,105,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,0,8182,0,0,0,0.0,0.0
0,1.0,6749,0,0,0,0,0,0,0,8040,0,0.0,0,0,0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,0,2354,0,0,0,0.0,0.0
0,0.0,6886,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,120,0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,0,0,5045,0,0,0,0.0,1.0
0,0.0,9305,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,117,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2013.8504003326477,1.0,0,0,0,0,7616,0,0,0,0.0,0.0
0,0.0,4863,0,1,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,114,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2011.0,1.0,0,0,0,0,5915,0,0,1,0.0,0.0
0,0.0,7988,0,0,0,0,0,0,0,3278,1,0.0,0,1,0,0.0,0.0,0.0,0,132,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,0,4037,0,0,0,0.0,0.0
0,0.8407205305924315,7755,0,0,0,0,0,0,0,2270,0,0.0,0,0,0,0.0,0.0,0.0,0,116,0,0,0.0,0.15927946940756854,0,0.0,0,0,0.0,0,0,2016.3628821223697,0.0,0,0,0,0,4017,0,0,0,0.0,0.0
0,0.0,7537,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,88,0,0,0.0,0.5842091411992317,0,0.0,0,0,0.0,0,0,2017.4157908588008,0.0,0,0,0,0,7772,0,0,0,0.0,0.0
0,0.0,5253,0,1,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,0,92,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2011.0,0.0,0,0,0,0,2733,0,0,0,0.0,0.0
0,0.0,6991,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,114,0,0,0.0,0.0,0,0.5942009105676547,0,0,0.0,0,0,2004.9130136585147,0.0,0,0,0,0,5605,0,0,0,0.0,0.40579908943234533
0,1.0,1476,0,0,0,0,0,0,0,6044,0,0.0,0,0,1,0.0,0.0,0.0,0,119,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,0,9526,0,0,0,0.0,0.0
0,0.0,1490,0,0,0,0,0,0,0,1641,0,0.0,0,0,0,0.0,0.0,0.0,0,116,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2018.7123299279317,0.4280824819829282,0,0,0,0,3379,0,0,0,0.0,0.0
0,0.9091401620983379,1181,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,126,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2004.2720377306232,0.09085983790166208,0,0,0,0,7536,0,0,0,0.0,0.0
0,0.0,7659,0,0,0,0,0,0,0,4466,0,0.0,0,0,0,0.0,0.0,0.0,0,98,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,0,3865,0,0,0,0.0,0.0
0,0.1129746367566542,4008,0,0,0,0,0,0,0,8013,0,0.0,0,0,0,0.0,0.0,0.0,0,122,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2013.33892391027,0.0,0,0,0,0,1100,0,0,0,0.0,0.8870253632433458
0,0.0,2553,0,0,0,0,0,0,0,4756,1,0.0,0,0,0,0.0,0.0,0.0,0,85,0,0,0.0,0.0,0,1.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,3530,0,0,1,0.0,0.0
0,0.0,8529,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,116,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2007.0,0.0,0,0,0,0,9187,0,0,0,0.0,0.0
0,1.0,4078,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0.0,0.0,0,114,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,0,6746,0,0,0,0.0,0.0
0,0.0,5062,0,0,0,0,0,0,0,1818,0,0.0,0,0,0,0.0,0.0,0.0,0,104,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2010.0,1.0,0,0,0,0,8979,0,0,0,0.0,0.0
0,0.0,8468,0,0,0,0,0,0,0,1641,0,0.0,0,0,0,0.0,0.0,0.0,0,118,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,0,7469,0,0,0,0.0,0.0
0,0.0,9941,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,140,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,0,2437,0,0,0,0.0,0.0
0,1.0,3049,0,0,0,0,0,1,0,3543,0,0.0,0,0,0,0.0,0.0,0.0,0,112,0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,8308,0,0,0,0.0,0.0
0,0.0,4221,0,0,0,0,1,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,98,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,7948,0,0,0,0.0,1.0
0,0.0,4190,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,109,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,0,4535,0,0,0,0.0,0.0
0,0.5927029222829991,7628,0,0,0,0,0,0,0,5193,0,0.0,0,0,0,0.0,0.0,0.0,0,128,0,0,0.0,0.40729707771700085,0,0.0,0,0,0.0,0,0,2007.7021590880381,0.0,0,0,0,0,6525,0,0,0,0.0,0.0
0,1.0,6117,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,0.0,0.0,0,95,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,0,9736,0,0,0,0.0,0.0
0,1.0,6414,0,0,0,0,0,0,0,6675,0,0.0,0,0,0,0.0,0.0,0.0,0,164,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2002.6107901825426,0.0,0,0,0,0,4470,0,0,0,0.0,0.0
0,0.0,9023,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,120,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,0,2113,0,0,0,0.0,0.0
0,0.0,4127,0,1,0,0,0,0,0,9406,0,0.0,0,0,0,0.0,0.0,0.0,0,103,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,0,0,0,5416,0,0,0,0.0,0.0
0,0.6101068582222553,9285,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,78,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2013.3898931417777,0.0,0,0,0,0,2373,0,0,0,0.3898931417777447,0.0
0,0.0,6686,0,0,0,0,0,0,0,4756,1,0.0,0,0,0,0.0,0.0,0.0,0,85,0,0,0.0,0.0,0,1.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,8853,0,0,1,0.0,0.0
0,0.5189289771026465,2017,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,0,96,0,0,0.0,0.4810710228973535,0,0.0,0,0,0.0,0,0,2010.734994320563,0.0,0,0,0,0,2991,0,0,0,0.0,0.0
0,0.42880304289433036,6284,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,0,98,0,0,0.0,0.5711969571056696,0,0.0,0,0,0.0,0,0,2012.4288030428943,0.0,0,0,0,0,1504,0,0,0,0.0,0.0
0,0.0,8777,0,0,0,0,0,0,0,1818,0,0.0,0,0,0,0.0,0.0,0.0,0,94,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,0,9023,0,0,0,0.0,0.0
0,0.81155293067782,2706,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0,0.18844706932218003,0,0,0.0,0,0,2009.7537882772888,0.0,0,0,0,0,9725,0,0,0,0.0,0.0
0,0.0,8322,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0.0,0.0,0,123,0,0,0.0,0.0,0,0.0,0,0,0.0,0,1,2014.0,0.0,0,0,0,0,6887,0,0,0,0.0,1.0
0,0.0,8674,0,0,0,0,0,0,0,9494,0,0.0,0,0,0,0.0,0.0,0.0,0,107,0,1,0.0,1.0,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,0,0,5089,0,0,0,0.0,0.0
0,0.0,5424,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,149,0,0,0.0,0.7855117848990438,0,0.0,0,0,0.0,0,0,2016.8579528604039,0.21448821510095617,0,0,0,0,6257,0,0,0,0.0,0.0
0,0.0,9315,0,1,0,0,0,0,0,9337,1,0.0,0,0,0,0.0,0.0,0.0,0,94,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,1581,0,0,0,0.0,0.0
0,0.3716414373580912,2218,0,0,0,0,0,0,0,3444,0,0.0,0,0,0,0.0,0.0,0.0,0,97,0,0,0.0,0.6283585626419088,0,0.0,0,0,0.0,0,0,2016.8850756879258,0.0,0,0,0,0,6513,0,0,0,0.0,0.0
0,0.0,6691,0,0,0,0,0,0,0,5288,0,0.0,0,0,0,0.0,0.0,0.0,0,124,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2007.0,0.0,0,0,0,0,2999,0,0,0,0.0,1.0
0,0.0,5011,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,79,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,0,0,4126,0,0,0,0.0,0.0
0,0.0,8070,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0.0,0.0,0.0,0,104,0,0,0.0,1.0,0,0.0,1,0,0.0,0,0,1998.0,0.0,0,0,0,0,4093,0,0,0,0.0,0.0
0,1.0,7564,0,0,0,0,0,0,0,9337,1,0.0,0,0,1,0.0,0.0,0.0,0,118,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,0,3893,0,0,0,0.0,0.0
0,0.0,8613,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,137,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2002.0,0.0,0,0,0,0,8043,0,0,0,0.0,0.0
0,0.0,4018,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,122,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2017.8249178427748,1.0,0,0,0,0,1354,0,0,0,0.0,0.0
0,0.0,1445,0,0,0,0,0,0,0,1325,0,0.0,0,1,0,0.0,0.0,0.0,0,124,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,0,8839,0,0,0,0.0,0.0
0,1.0,6524,0,0,0,0,0,0,0,9337,0,0.0,0,1,0,0.0,0.0,0.0,0,105,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,1980.0,0.0,0,0,0,0,7762,0,0,0,0.0,0.0
0,0.0,3177,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0,0.3155511515451308,0,0,0.0,0,0,2019.3155511515452,0.6844488484548692,0,0,0,0,8219,0,0,0,0.0,0.0
0,1.0,7915,0,0,0,0,0,0,0,5288,0,0.0,0,0,0,0.0,0.0,0.0,0,112,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,2004.0,0.0,0,0,0,0,6030,0,0,0,0.0,0.0
0,0.0,7193,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,131,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2012.5241815790266,1.0,0,0,0,0,6924,0,0,0,0.0,0.0
0,0.0,2911,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,0,98,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,0,3865,0,0,0,0.0,0.0
0,0.0,5422,0,0,0,0,0,0,0,1325,0,0.0,0,1,0,0.0,0.0,0.0,0,110,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2017.0,1.0,1,0,0,0,7077,0,0,0,0.0,0.0
0,0.0,8801,0,0,0,0,0,0,0,9382,0,0.0,0,0,0,0.0,0.0,0.0,0,96,0,0,0.0,0.34343346009854436,0,0.0,0,0,0.0,0,0,2015.3737338403942,0.6565665399014556,0,0,0,0,5408,0,0,0,0.0,0.0
0,0.0,3515,0,0,0,0,0,0,0,9304,0,0.0,0,0,0,0.0,0.0,0.0,0,76,0,0,0.0,1.0,0,0.0,1,0,0.0,0,0,2010.0,0.0,0,0,0,0,9872,0,0,0,0.0,0.0
0,1.0,3808,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,126,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,1992.0,0.0,0,0,0,0,2524,1,0,0,0.0,0.0
0,0.0,1663,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,116,0,0,0.0,0.902524312098819,0,0.0,0,0,0.0,0,0,2013.3899027516047,0.097475687901181,0,0,0,0,3861,0,0,0,0.0,0.0
0,0.0,8025,0,0,0,0,0,0,1,9337,1,0.0,0,0,0,0.0,0.0,0.0,0,86,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,8591,0,0,0,0.0,0.0
0,0.0,8128,0,0,0,0,0,0,0,1818,0,0.0,0,0,0,0.0,0.0,0.0,0,167,0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,2018.166713111617,0.0,0,0,0,0,8893,0,0,0,0.0,0.0
0,0.0,7972,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,92,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,2017.0,1.0,0,0,0,0,9374,0,0,0,0.0,0.0
0,0.7188498384914984,8711,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,114,0,0,0.0,0.2811501615085016,0,0.0,0,0,0.0,0,0,2010.562300323017,0.0,0,0,0,0,6678,0,0,0,0.0,0.0
0,0.0,1656,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0.0,0.0,0,83,0,0,0.0,0.6472063470381876,0,0.3527936529618124,0,0,0.0,0,0,2014.0,0.0,0,0,0,0,6877,0,0,0,0.0,0.0
0,1.0,9948,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0.0,0.0,0,93,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,0,0,6925,0,0,0,0.0,0.0
0,0.0,8096,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0.0,0.0,0,89,0,1,0.0,1.0,0,0.0,0,0,0.0,0,0,2016.0,0.0,2,0,0,0,1503,0,0,0,0.0,0.0
0,0.0,8549,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0.0,0.0,0,135,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2006.0,1.0,0,0,0,0,8150,0,0,0,0.0,0.0
