help,rating_R,cast,little,finds,house,high,high,family,father,country,young,love,love,rating_TV-G,woman,american,home,rating_G,duration,black,life,life,rating_TV-MA,rating_PG,rating_UR,series,rating_TV-Y,world,world,release_year,rating_TV-14,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0,0.20241963893201398,6326,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,92,0,0,0,0.797580361067986,0.0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4075,0.0,0,0,0,0.0,0.0
0,0.0,9058,0,0,0,0,0,0,0,7561,0,0,0,0.0,0,0,0,0.0,105,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2018.2094602000448,0.0,0,0,0,0,8022,0.0,0,0,0,0.0,0.0
0,1.0,9138,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,117,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1999.9069282835808,0.0,0,0,0,0,1099,0.0,0,0,0,0.0,0.0
0,0.0,9622,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,144,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2017.0270098323333,1.0,0,0,0,0,8876,0.0,0,0,0,0.0,0.0
0,1.0,4326,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2003.0487510520468,0.0,0,0,0,0,5527,0.0,0,0,0,0.0,0.0
0,1.0,7146,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,97,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,5278,0.0,0,0,0,0.0,0.0
0,1.0,6789,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,102,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,7490,0.0,0,0,0,0.0,0.0
0,0.0,6474,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,145,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,1700,0.0,0,0,0,0.0,0.0
0,1.0,7329,0,0,0,0,0,0,0,3543,0,0,0,0.0,0,0,0,0.0,109,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2014.0768406177783,0.0,0,0,0,0,9488,0.0,0,0,0,0.0,0.0
0,1.0,6347,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,88,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,7289,0.0,0,0,0,0.0,0.0
0,1.0,7101,0,0,0,0,0,0,0,9337,1,0,0,0.0,0,0,0,0.0,103,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.1546709968409,0.0,0,0,0,0,9234,0.0,0,0,0,0.0,0.0
0,0.0,2774,0,0,0,0,0,0,0,6231,0,0,0,0.0,0,0,0,0.0,85,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2014.6960148221463,0.0,0,0,0,0,2300,0.0,0,0,0,0.0,0.0
0,0.0,2393,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,127,0,0,0,0.09810625240438198,0.0,0.0,0,0.0,0,0,2013.5886375144262,0.901893747595618,0,0,0,0,2425,0.0,0,0,0,0.0,0.0
0,0.0,7468,0,0,0,0,0,0,0,6560,0,0,0,0.0,0,0,0,0.0,144,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2007.2272001120782,0.0,0,0,0,0,4967,0.0,0,0,0,0.0,1.0
0,1.0,1568,0,0,0,0,0,0,0,5288,0,0,0,0.0,0,0,0,0.0,118,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2003.2582216011574,0.0,0,0,0,0,7848,0.0,0,0,0,0.0,0.0
0,1.0,2652,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,105,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2009.921864390278,0.0,0,0,0,0,8051,0.0,0,0,0,0.0,0.0
0,0.46416167517928175,7679,0,0,0,0,0,0,0,5211,0,0,0,0.0,0,0,0,0.0,120,0,0,0,0.5358383248207182,0.0,0.0,0,0.0,0,0,2016.5358383248208,0.0,0,0,0,0,4762,0.0,0,0,0,0.0,0.0
0,0.0,5236,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,102,0,0,0,0.45437732952057586,0.0,0.0,0,0.0,0,0,2016.8175093180823,0.0,0,0,0,0,8292,0.0,0,0,0,0.0,0.5456226704794241
0,0.5726142485353949,2969,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,85,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.136928757323,0.4273857514646051,0,0,0,0,4308,0.0,0,0,0,0.0,0.0
0,0.0,3568,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,114,0,0,0,0.6842320051954194,0.0,0.0,0,0.0,0,0,2019.3157679948047,0.3157679948045806,0,0,0,0,2664,0.0,0,0,0,0.0,0.0
0,0.0,7766,0,0,0,0,0,0,0,5087,0,0,0,0.0,0,0,0,0.0,105,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2017.9356164414282,0.0,0,0,0,0,8544,0.0,0,0,0,0.0,0.0
0,0.9853868746814617,4980,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,108,0,0,0,0.014613125318538311,0.0,0.0,0,0.0,0,0,2007.160744378504,0.0,0,0,0,0,5448,0.0,0,0,0,0.0,0.0
0,0.6248051875879747,4836,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,89,0,0,0,0.37519481241202535,0.0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,8478,0.0,0,0,0,0.0,0.0
0,0.0,4054,0,0,0,0,0,0,0,4655,0,0,0,0.0,0,0,0,0.0,93,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2018.9276075466598,0.0,0,0,0,0,3897,0.0,0,0,0,0.0,0.0
0,0.0,5267,0,0,0,0,0,0,0,9337,1,0,0,0.0,0,0,0,0.0,93,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,3736,0.0,0,0,0,0.0,0.0
0,1.0,4587,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2017.582116629036,0.0,0,0,0,0,7420,0.0,0,0,0,0.0,0.0
0,0.0,3617,0,0,0,0,0,0,0,1641,0,0,0,0.0,0,0,0,0.0,114,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,2401,0.0,0,0,0,0.0,0.0
0,0.0,1739,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,122,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2021.0,1.0,0,0,0,1,8376,0.0,0,0,0,0.0,0.0
0,0.6067483514012675,6881,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,94,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2017.2134967028026,0.0,0,0,0,0,3391,0.0,0,0,0,0.0,0.3932516485987325
0,0.44610980517538557,5860,0,0,0,0,0,0,0,7694,0,0,0,0.0,0,0,0,0.0,94,0,0,0,0.5538901948246144,0.0,0.0,0,0.0,0,0,2014.6616705844738,0.0,0,0,0,0,2657,0.0,0,0,0,0.0,0.0
0,0.0,9439,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,104,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2016.6805633028446,0.0,0,0,0,0,5999,0.0,0,0,0,0.0,0.0
0,0.0,3114,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,136,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2003.5201029183745,0.9256995830893537,0,0,0,0,4609,0.07430041691064626,0,0,0,0.0,0.0
0,1.0,6557,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,87,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2012.8212712115492,0.0,0,0,0,0,9407,0.0,0,0,0,0.0,0.0
0,0.0,7542,0,0,0,0,0,0,0,1330,0,0,0,0.0,0,0,0,0.0,96,0,0,0,0.040023038214424544,0.0,0.0,0,0.0,0,0,2008.0394470828537,0.9599769617855755,0,0,0,0,8051,0.0,0,0,0,0.0,0.0
0,0.39530906694239354,3738,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,98,0,0,0,0.6046909330576065,0.0,0.0,0,0.0,0,0,2014.3953090669424,0.0,0,0,0,0,4900,0.0,0,0,0,0.0,0.0
0,0.0,8458,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,119,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,9540,0.0,0,0,0,0.0,0.0
0,0.6899013112890373,3493,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,93,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2014.5504934435548,0.0,0,0,0,0,2068,0.0,0,0,0,0.0,0.3100986887109627
0,0.0,5761,0,0,0,0,0,0,0,7727,0,0,0,0.0,0,0,0,0.0,91,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2007.2746012852929,0.0,0,0,0,0,8535,0.0,0,0,0,0.0,0.0
0,0.8211196403641169,6025,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,114,0,0,0,0.1788803596358831,0.0,0.0,0,0.0,0,0,2014.0732821578154,0.0,0,0,0,0,4264,0.0,0,0,0,0.0,0.0
0,0.0,5081,0,0,0,0,0,0,0,4756,0,0,0,0.0,1,0,0,0.0,84,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,5389,0.0,0,0,0,0.0,1.0
0,0.0,1777,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,95,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2014.623185897128,0.0,0,0,0,0,3317,0.0,0,0,0,0.0,0.0
1,1.0,9767,0,0,0,0,0,0,0,4655,0,0,0,0.0,0,0,0,0.0,91,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,3372,0.0,0,0,0,0.0,0.0
0,0.9445773169025524,5277,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,95,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2019.501195852123,0.0,0,0,0,0,6180,0.0,0,0,0,0.0,0.05542268309744758
0,0.0,6189,0,0,0,0,0,0,0,1814,0,0,0,0.0,0,0,0,0.0,88,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2014.150118189613,0.0,0,0,0,0,7968,0.0,0,0,0,0.0,0.0
0,0.8669395104131328,3494,0,0,0,0,0,0,0,5269,0,0,0,0.0,0,0,0,0.0,104,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2003.6612097917373,0.13306048958686723,0,0,0,0,6674,0.0,0,0,0,0.0,0.0
0,0.085480341365477,5854,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,98,0,0,0,0.914519658634523,0.0,0.0,0,0.0,0,0,2013.9484718072285,0.0,0,0,0,0,5740,0.0,0,0,0,0.0,0.0
0,0.6318570901087679,5084,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,100,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2017.3681429098913,0.0,0,0,0,0,2185,0.0,0,0,0,0.0,0.3681429098912321
0,1.0,7882,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,97,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2008.6315669327357,0.0,0,0,0,0,3047,0.0,0,0,0,0.0,0.0
0,0.0,2984,0,0,0,0,0,0,0,4756,0,0,0,0.0,1,0,0,0.0,84,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,5389,0.0,0,0,0,0.0,1.0
0,0.060330686282123125,1547,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,93,0,0,0,0.9396693137178769,0.0,0.0,0,0.0,0,0,2018.8793386274358,0.0,0,0,0,0,5474,0.0,0,0,0,0.0,0.0
0,1.0,6369,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,1,0.0,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,9681,0.0,0,0,0,0.0,0.0
0,0.0,5242,0,0,0,0,0,0,0,1602,0,0,0,0.0,0,0,0,0.0,111,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2019.489030426699,0.0,0,0,0,0,9620,0.0,0,0,0,0.0,0.0
0,0.5120560789887775,3050,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,86,0,0,0,0.4879439210112225,0.0,0.0,0,0.0,0,0,2016.9517756840448,0.0,0,0,0,0,8708,0.0,0,0,0,0.0,0.0
0,0.0,1457,0,0,0,0,0,0,0,7443,0,0,0,0.0,0,0,0,0.0,93,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2016.158006277834,0.0,0,0,0,0,7986,0.0,0,0,0,0.0,0.0
0,0.10057101688053793,8081,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,89,0,0,0,0.8994289831194621,0.0,0.0,0,0.0,0,0,2015.3965738987167,0.0,0,0,0,0,7925,0.0,0,0,0,0.0,0.0
0,0.07269291888020835,5490,0,0,0,0,0,0,0,7694,0,0,0,0.0,0,0,0,0.0,81,0,0,0,0.9273070811197917,0.0,0.0,0,0.0,0,0,2019.4911495678386,0.0,0,0,0,0,2087,0.0,0,0,0,0.0,0.0
0,0.0,5601,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,106,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,7490,0.0,0,0,0,0.0,0.0
0,0.2356815882635258,9029,0,0,0,0,0,0,0,5179,0,0,0,0.0,0,0,0,0.0,92,0,0,0,0.7643184117364742,0.0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,7975,0.0,0,0,0,0.0,0.0
0,0.0,8517,0,0,0,0,0,0,0,3585,0,0,0,0.0,0,0,0,0.0,84,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2015.7666780141658,0.23332198583429986,0,0,0,0,5393,0.0,0,0,0,0.0,0.7666780141657001
0,0.0,5773,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,111,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4438,0.0,0,0,0,0.0,0.0
0,0.0,3676,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,0,0.0,171,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2020.0,1.0,0,0,0,0,6529,0.0,0,0,0,0.0,0.0
0,0.5164032716426818,7886,0,0,0,0,0,0,0,9337,1,0,0,0.0,0,0,0,0.0,100,0,0,0,0.48359672835731815,0.0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,7495,0.0,0,0,0,0.0,0.0
0,0.46877585064307614,3362,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,97,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2019.4063275519293,0.5312241493569239,0,0,0,0,4996,0.0,0,0,0,0.0,0.0
0,0.5631210021865545,5097,0,0,0,0,0,0,0,3567,0,0,0,0.0,0,0,0,0.0,87,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2008.6794269715747,0.0,0,0,0,0,5466,0.0,0,0,0,0.0,0.4368789978134455
0,1.0,6887,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,93,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.454003481155,0.0,0,0,0,0,2284,0.0,0,0,0,0.0,0.0
0,0.0,9956,0,0,0,0,0,0,0,6132,0,0,0,0.0,0,0,0,0.0,101,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2015.3172347320656,0.0,0,0,0,0,1489,0.0,0,0,0,0.0,0.0
0,0.5949442354525102,5968,0,0,0,0,0,0,0,7834,0,0,0,0.0,0,0,0,0.0,96,0,0,0,0.4050557645474898,0.0,0.0,0,0.0,0,0,2014.2151672936425,0.0,0,0,0,0,2557,0.0,0,0,0,0.0,0.0
0,1.0,7666,0,0,0,0,0,0,0,3543,0,0,0,0.0,0,0,1,0.0,111,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,5983,0.0,0,0,1,0.0,0.0
0,0.0,4170,0,0,0,0,0,0,0,1383,0,0,0,0.0,0,0,0,0.0,123,0,0,0,0.18615693376926612,0.0,0.0,0,0.0,0,0,2013.5584708013077,0.8138430662307339,0,0,0,0,2405,0.0,0,0,0,0.0,0.0
0,1.0,4157,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,81,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,6938,0.0,0,0,0,0.0,0.0
0,0.7890115446634992,7680,0,0,0,0,0,0,0,9370,0,0,0,0.0,0,0,0,0.0,88,0,0,0,0.2109884553365008,0.0,0.0,0,0.0,0,0,2003.1648268300476,0.0,0,0,0,0,4610,0.0,0,0,0,0.0,0.0
0,0.0,5763,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,90,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2016.5556837513639,0.0,0,0,0,0,3095,0.0,0,0,0,0.0,0.0
0,0.3873982848767997,2920,0,0,0,0,0,0,0,5288,0,0,0,0.0,0,0,0,0.0,100,0,0,0,0.6126017151232003,0.0,0.0,0,0.0,0,0,2014.5764240117248,0.0,0,0,0,0,1285,0.0,0,0,0,0.0,0.0
0,1.0,6439,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,96,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2013.0,0.0,0,0,0,0,8547,0.0,0,0,0,0.0,0.0
0,0.0,6016,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,103,0,0,0,0.03790202713880897,0.962097972861191,0.0,0,0.0,0,0,2001.606432434221,0.0,0,0,0,0,4408,0.0,0,0,0,0.0,0.0
0,0.33357999695718565,5485,0,0,0,0,0,0,0,6044,0,0,0,0.0,0,0,0,0.0,83,0,0,0,0.6664200030428143,0.0,0.0,0,0.0,0,0,2018.6671599939143,0.0,0,0,0,0,9491,0.0,0,0,0,0.0,0.0
0,0.0,4718,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,87,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2011.0,0.0,0,0,0,0,8865,0.0,0,0,0,0.0,1.0
0,0.0,7771,0,0,0,0,0,0,0,1609,0,0,0,0.0,0,0,0,0.0,109,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2019.596792455976,0.0,0,0,0,0,7121,0.0,0,0,0,0.0,0.0
0,0.15053658353747956,9287,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,91,0,0,0,0.8494634164625204,0.0,0.0,0,0.0,0,0,2018.2473170823125,0.0,0,0,0,0,8595,0.0,0,0,0,0.0,0.0
0,0.9384571401268339,4803,0,0,0,0,0,0,0,8018,0,0,0,0.0,0,0,0,0.0,94,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.630742840761,0.0,0,0,0,0,6781,0.0,0,0,0,0.0,0.0615428598731661
0,0.0,7075,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,91,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2018.642729453796,0.0,0,0,0,0,8482,0.0,0,0,0,0.0,0.0
0,1.0,1728,0,0,1,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,93,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,2240,0.0,0,0,0,0.0,0.0
0,0.43163673894170307,4489,0,0,0,0,0,0,0,3543,0,0,0,0.0,0,0,0,0.0,96,0,0,0,0.5683632610582969,0.0,0.0,0,0.0,0,0,2013.388722393758,0.0,0,0,0,0,6165,0.0,0,0,0,0.0,0.0
0,0.0,4329,0,0,0,0,0,0,0,1723,0,0,0,0.0,0,0,0,0.0,118,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,9587,0.0,0,0,0,0.0,0.0
0,0.0,3459,0,0,0,0,0,0,0,1325,0,0,0,0.0,0,0,1,0.0,98,0,0,0,1.0,0.0,0.0,1,0.0,0,0,2019.0,0.0,0,0,0,0,3157,0.0,0,0,0,0.0,0.0
0,1.0,3326,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,118,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,3911,0.0,0,0,0,0.0,0.0
0,1.0,3354,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,116,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2002.465693992509,0.0,0,0,0,0,1102,0.0,0,0,0,0.0,0.0
0,0.0,9147,0,0,0,0,0,0,0,1733,0,0,0,0.0,0,0,0,0.0,124,0,0,0,0.8917001543549038,0.0,0.0,0,0.0,0,0,2009.0,0.1082998456450962,0,0,0,0,5012,0.0,0,0,0,0.0,0.0
0,1.0,2841,0,0,0,0,0,0,0,3543,0,0,0,0.0,0,0,0,0.0,89,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2010.0,0.0,0,0,0,0,9440,0.0,0,0,0,0.0,0.0
0,1.0,4938,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,1,0.0,85,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,5296,0.0,0,0,0,0.0,0.0
0,0.7990590184973381,9332,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,86,0,0,0,0.20094098150266193,0.0,0.0,0,0.0,0,0,2009.8131737410372,0.0,0,0,0,0,2961,0.0,0,0,0,0.0,0.0
0,0.0,7449,0,0,0,0,0,0,0,7659,0,0,0,0.0,0,0,0,0.0,89,0,0,0,0.38407281939299753,0.0,0.0,0,0.0,0,0,2017.615927180607,0.6159271806070025,0,0,0,0,3784,0.0,0,0,0,0.0,0.0
0,0.0,3582,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,87,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2016.7295226054107,0.0,0,0,0,0,2299,0.0,0,0,0,0.0,0.0
0,0.0,3968,0,0,0,0,0,0,0,1772,0,0,0,0.0,0,0,0,0.0,109,0,0,0,0.47471405623194407,0.0,0.0,0,0.0,0,0,2010.3034313252167,0.0,0,0,0,0,3114,0.5252859437680559,0,0,0,0.0,0.0
0,0.9774499862431848,8135,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,82,0,0,1,0.0,0.0,0.0,0,0.0,0,0,2015.9097999449727,0.0,0,0,0,0,6615,0.0,0,0,0,0.0,0.0225500137568152
0,0.0,7234,0,0,0,0,0,0,0,8059,0,0,0,0.0,0,0,0,0.0,90,0,0,0,1.0,0.0,0.0,0,0.0,0,0,1985.0,0.0,0,0,0,1,8248,0.0,0,0,0,0.0,0.0
0,0.0,1878,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,90,0,0,0,1.0,0.0,0.0,0,0.0,0,0,2017.606132057543,0.0,0,0,0,0,3161,0.0,0,0,0,0.0,0.0
0,0.3739510860978217,4026,0,0,0,0,0,0,0,3543,0,0,0,0.0,0,0,0,0.0,89,0,0,0,0.0,0.0,0.0,0,0.0,0,0,2016.6260489139022,0.6260489139021783,0,0,0,0,5190,0.0,0,0,0,0.0,0.0
0,0.0,6860,0,0,0,0,0,0,0,9337,0,0,0,0.0,0,0,0,0.0,100,0,0,0,0.6344253933870414,0.0,0.0,0,0.0,0,0,2017.1721269669351,0.0,0,0,0,0,2998,0.0,0,0,0,0.0,0.3655746066129586
0,0.0,5566,0,0,0,0,0,0,0,8396,0,0,0,0.0,0,0,0,0.0,112,0,0,0,0.8759009248945573,0.0,0.0,0,0.0,0,0,2014.6204953755273,0.12409907510544271,0,0,0,0,6635,0.0,0,0,0,0.0,0.0
