help,rating_R,cast,man,man,finds,house,time,high,high,father,country,young,love,love,woman,rating_TV-G,story,rating_NR,home,rating_G,duration,life,life,rating_TV-MA,teen,rating_PG,series,world,world,release_year,rating_TV-14,day,school,movie,type,director,rating_TV-PG,christmas,friends,girl,girl,boy,rating_PG-13
0,0.0,5313,0,0,0,0,0,0,0,0,7931,0,0,0,0,0.0,0,0.0,0,0.0,60,0,0,0.0,0,0.0,0,0,0,2013.6917040888804,0.13784566296331335,0,0,0,0,2245,0.0,0,0,0,0,0,0.0
0,0.0,1424,0,0,0,0,0,0,0,0,3559,0,0,0,0,0.0,0,0.0,0,0.0,85,0,0,0.8523371097477204,0,0.0,0,0,0,2014.6710339877295,0.0,0,0,0,0,7662,0.14766289025227963,0,0,0,0,0,0.0
0,0.0,2352,0,0,0,0,0,0,0,0,9342,0,0,0,0,0.0,0,0.0,0,0.0,55,0,0,0.9646944826003044,0,0.0,0,0,0,2016.8234724130016,0.0,0,0,0,0,3830,0.03530551739969556,0,0,0,0,0,0.0
0,0.0,7650,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.49271933474960594,0,0.0,0,0.0,51,0,0,0.0,0,0.0,0,0,0,2018.4781580042488,0.0,0,0,0,0,9593,0.0,0,0,0,0,0,0.0
0,0.0,9793,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,152,0,0,0.0,0,0.0,0,0,0,2008.914495775466,1.0,0,0,0,0,5682,0.0,0,0,0,0,0,0.0
0,0.0,3285,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,162,0,0,0.0,0,0.0,0,0,0,1977.4357965459562,1.0,0,0,0,0,5638,0.0,0,0,0,0,0,0.0
0,0.0,4015,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,147,0,0,0.0,0,0.0,0,0,0,2007.993404170129,0.35255318647818223,0,0,0,0,1738,0.6474468135218178,0,0,0,0,0,0.0
0,0.0,8616,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,145,0,0,0.0,0,0.0,0,0,0,2011.5631079254688,1.0,0,0,0,0,3879,0.0,0,0,0,0,0,0.0
0,0.0,1817,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,106,0,0,0.4564630375577784,0,0.0,0,0,0,2015.1741478497688,0.5435369624422216,0,0,0,0,2500,0.0,0,0,0,0,0,0.0
0,0.0,6225,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.007189986407687199,0,0.0,0,0.0,128,0,0,0.0,0,0.0,0,0,0,2008.9281001359232,0.9928100135923128,0,0,0,0,5074,0.0,0,0,0,0,0,0.0
0,0.0,3273,0,0,0,0,0,0,0,0,4984,0,0,0,0,0.0,0,0.0,0,0.0,134,0,0,0.0,0,0.4116340133747296,0,0,0,2000.055948294244,0.5883659866252704,0,0,0,0,5619,0.0,0,0,0,0,0,0.0
0,0.0,6041,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,95,0,0,0.0,0,0.0,0,0,0,2016.0,0.2726135615193297,0,0,0,0,7795,0.7273864384806703,0,0,0,0,0,0.0
0,0.0,3235,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,111,0,0,0.675644635877384,0,0.0,0,0,0,2016.3243553641225,0.324355364122616,0,0,0,0,6684,0.0,0,0,0,0,0,0.0
0,0.0,4553,0,0,0,0,0,0,0,0,7956,0,0,0,0,0.0,0,0.0,0,0.0,93,0,0,0.954326995119063,0,0.0,0,0,0,2015.9543269951191,0.04567300488093695,0,0,0,0,8383,0.0,0,0,0,0,0,0.0
0,0.0,1782,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,87,0,0,0.1900984679404768,0,0.0,0,0,0,2020.619803064119,0.0,0,0,0,0,5005,0.0,0,0,0,0,0,0.0
0,0.0,2365,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,132,0,0,0.6981630368036552,0,0.0,0,0,0,2012.0,0.0,0,0,0,0,8884,0.0,0,0,0,0,0,0.3018369631963448
0,0.0,4168,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,125,0,0,1.0,0,0.0,0,0,0,2016.8975395745445,0.0,0,0,0,0,8112,0.0,0,0,0,0,0,0.0
0,0.0,3552,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,136,0,0,0.0,0,0.0,0,0,0,2013.2205442568359,0.4237159839477618,0,0,0,0,3189,0.5762840160522382,0,0,0,0,0,0.0
0,0.0,2436,0,0,0,0,0,0,0,0,4616,0,0,0,0,0.0,0,0.0,0,0.0,97,0,0,0.9315153355555923,0,0.0,0,0,0,2014.7260613422225,0.0,0,0,0,0,2689,0.0684846644444077,0,0,0,0,0,0.0
0,0.1864747165047308,3312,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,97,0,0,0.8135252834952692,0,0.0,0,0,0,2007.6270505669906,0.0,0,0,0,0,2510,0.0,0,0,0,0,0,0.0
0,0.0,1860,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,145,0,0,0.5186070179361281,0,0.0,0,0,0,2011.779105269042,0.48139298206387193,0,0,0,0,4608,0.0,0,0,0,0,0,0.0
0,0.0,1297,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,159,0,0,0.0,0,0.0,0,0,0,2001.761812399379,1.0,0,0,0,0,5256,0.0,0,0,0,0,0,0.0
0,0.0,6775,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.3397721598379376,119,0,0,0.0,0,0.0,0,0,0,2004.011392008103,0.0,0,0,0,0,4920,0.0,0,0,0,0,0,0.0
0,0.0,4975,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,135,0,0,0.45514425716555396,0,0.0,0,0,0,2011.9102885143311,0.544855742834446,0,0,0,0,3824,0.0,0,0,0,0,0,0.0
0,0.0,8726,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,131,0,0,0.0,0,0.0,0,0,0,2009.2782907395824,1.0,0,0,0,0,6920,0.0,0,0,0,0,0,0.0
0,1.0,4813,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,97,0,0,0.0,0,0.0,0,0,0,1999.9880323161353,0.0,0,0,0,0,6639,0.0,0,0,0,0,0,0.0
0,0.4994021890330116,7457,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,71,0,0,0.5005978109669884,0,0.0,0,0,1,2007.0119562193397,0.0,0,0,0,0,3861,0.0,0,0,0,0,0,0.0
0,0.5405983072729386,8830,0,0,0,0,0,0,0,0,6291,0,0,0,0,0.0,0,0.0,0,0.0,109,0,0,0.0,0,0.0,0,0,0,2007.0,0.0,0,0,0,0,7718,0.45940169272706144,0,0,0,0,0,0.0
0,0.0,8128,0,0,0,0,0,0,0,0,9337,0,0,1,0,0.0,0,0.0,0,0.0,54,0,0,1.0,0,0.0,0,0,1,2017.0,0.0,1,0,0,0,3899,0.0,0,0,0,0,0,0.0
0,0.0,3621,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,106,0,0,0.0,0,0.0,0,0,0,2018.522088300109,0.2389558499454839,0,0,0,0,6753,0.0,0,0,0,0,0,0.7610441500545161
0,0.0,1892,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.6432310026609667,140,0,0,0.0,0,0.0,0,0,0,1983.6222948536467,0.0,0,0,0,0,6740,0.0,0,0,0,0,0,0.35676899733903333
0,0.0,8595,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.06889669066474036,0,0.0,0,0.0,96,0,0,0.9311033093352596,0,0.0,0,0,0,2017.9311033093352,0.0,0,0,0,0,1327,0.0,0,0,0,0,0,0.0
0,0.0,5985,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,136,0,0,0.0,0,0.5087485329487358,0,0,0,2009.4562573352564,0.0,0,0,0,0,8872,0.0,0,0,0,0,0,0.4912514670512642
0,0.0,5733,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,76,0,0,0.3068761351524937,0,0.0,0,0,0,2017.6931238648474,0.0,0,0,0,0,3974,0.0,0,0,0,0,0,0.0
0,0.0,5227,0,0,0,0,0,0,0,0,7974,0,0,0,0,0.0,0,0.0,0,0.0,92,0,0,0.0,0,0.579544507432239,0,0,0,2014.2613664777032,0.42045549256776105,0,0,0,0,5775,0.0,0,0,0,0,0,0.0
0,0.0,6034,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,156,0,0,0.0,0,0.0,0,0,0,2012.1428556092085,0.0,0,0,0,0,8918,0.0,0,0,0,0,0,1.0
0,0.0,6151,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,101,0,0,0.0,0,0.4296503287533022,0,0,0,2010.1633562463128,0.0,0,0,0,0,8825,0.0,0,0,0,0,0,0.5703496712466978
0,0.0,2223,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,138,0,0,0.0,0,0.0,0,0,0,2019.7837946417292,0.10810267913536487,0,0,0,0,3308,0.8918973208646351,0,0,0,0,0,0.0
0,0.0,3942,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,126,0,0,0.8205029279466893,0,0.0,0,0,0,2011.1025146397335,0.0,0,0,0,0,8796,0.17949707205331067,0,0,0,0,0,0.0
0,0.0,4483,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,147,0,0,0.0,0,0.0,0,0,0,2011.6579888332067,0.49070653922314067,0,0,0,0,3450,0.5092934607768593,0,0,0,0,0,0.0
0,0.0,6076,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,142,0,0,0.0,0,0.0,0,0,0,2011.7972542507418,1.0,0,0,0,0,5682,0.0,0,0,0,0,0,0.0
0,0.0,3862,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,84,0,0,1.0,0,0.0,0,0,0,2014.5863566543733,0.0,0,0,0,0,6157,0.0,0,0,0,0,0,0.0
0,0.0,9163,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,155,0,0,0.0,0,0.0,0,0,0,2008.0504248247098,0.8499393107557464,0,0,0,0,9580,0.15006068924425364,0,0,0,0,0,0.0
0,0.0,4834,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,115,0,0,0.0,0,0.0,0,0,0,2013.3242228774873,0.0,0,0,0,0,8843,0.33788856125636124,0,0,0,0,0,0.6621114387436388
0,0.0,5326,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.5590319971087657,97,0,0,0.0,0,0.4409680028912343,0,0,0,2000.3612798843506,0.0,0,0,0,0,7729,0.0,0,0,0,0,0,0.0
0,0.0,1908,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,120,0,0,0.058851285001736864,0,0.0,0,0,0,1994.5301334100452,0.9411487149982631,0,0,0,0,2556,0.0,0,0,0,0,0,0.0
0,0.0,4050,0,0,0,0,0,0,0,0,1325,0,0,2,0,0.0,0,0.0,0,0.0,113,0,0,0.0,0,0.0,0,0,0,2010.0,1.0,0,0,0,0,2228,0.0,0,0,0,0,0,0.0
0,0.0,2557,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,157,0,0,0.0,0,0.0,0,0,0,1981.6354625921977,1.0,0,0,0,0,5657,0.0,0,0,0,0,0,0.0
0,0.0,4560,0,0,0,0,0,0,0,0,3822,0,0,0,0,0.0,0,0.0,0,0.0,102,0,0,0.5793582314323266,0,0.0,0,0,0,2017.261925305703,0.0,0,0,0,0,6276,0.42064176856767344,0,0,0,0,0,0.0
0,0.0,5976,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,119,0,0,0.43708932215600205,0,0.0,0,0,0,2009.748357288624,0.562910677843998,0,0,0,0,9046,0.0,0,0,0,0,0,0.0
0,0.0,9413,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,103,0,0,0.4457107921199819,0,0.0,0,0,0,2019.55428920788,0.0,0,0,0,0,2248,0.5542892078800181,0,0,0,0,0,0.0
0,0.0,9838,0,0,0,0,0,0,0,0,6156,0,0,0,0,0.0,0,0.0,0,0.0,149,0,0,0.0,0,0.5546589093223275,0,0,0,2009.4614807228759,0.44534109067767247,0,0,0,0,4718,0.0,0,0,0,0,0,0.0
0,1.0,2014,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,96,0,0,0.0,0,0.0,0,0,0,2012.0,0.0,0,0,0,0,9919,0.0,0,0,0,0,0,0.0
0,0.0,4134,0,0,0,0,0,0,0,0,9337,0,0,1,0,0.0,0,0.0,0,0.0,131,0,0,0.0,0,0.049939363160976136,0,0,0,2007.6991510842536,0.0,0,0,0,0,8966,0.0,0,0,0,0,0,0.9500606368390239
0,0.0,6885,0,0,0,0,0,0,0,0,5278,0,0,0,0,0.0,0,0.0,0,0.0,105,0,0,0.0,0,0.0,0,0,0,2014.0599372869094,1.0,0,0,0,0,1154,0.0,0,0,0,0,0,0.0
0,0.0,9619,0,0,0,0,0,0,0,0,9337,0,0,1,0,0.0,0,0.0,0,0.0,54,0,0,1.0,0,0.0,0,0,1,2017.0,0.0,1,0,0,0,3918,0.0,0,0,0,0,0,0.0
0,0.0,5445,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,150,0,0,0.0,0,0.0,0,0,0,2017.0,1.0,0,0,0,0,6589,0.0,0,0,0,0,0,0.0
0,1.0,3893,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,99,0,0,0.0,0,0.0,0,0,0,2003.9136623884917,0.0,0,0,0,0,3781,0.0,0,0,0,0,0,0.0
0,0.5929003401014109,8748,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,119,0,0,0.0,0,0.0,0,0,0,2012.2922955786817,0.0,0,0,0,0,7671,0.0,0,0,0,0,0,0.4070996598985891
0,0.0,1937,0,0,0,0,0,0,0,0,3543,0,0,0,0,0.0,0,0.0,0,0.0,97,0,0,0.0,0,0.4729708363125166,0,0,0,2018.89188334525,0.5270291636874834,0,0,0,0,8557,0.0,0,0,0,0,0,0.0
0,0.0,5817,0,0,0,0,0,0,0,0,4178,0,0,0,0,0.0,0,0.0,0,0.0,106,0,0,0.0,0,0.776056568006644,0,0,0,2017.0,0.22394343199335598,0,0,0,0,3775,0.0,0,0,0,0,0,0.0
0,0.0,9686,0,0,0,0,0,0,0,0,1325,0,0,1,0,0.0,0,0.0,0,0.0,112,0,0,0.030779151387683057,0,0.0,0,0,0,2010.092337454163,0.9692208486123169,0,0,0,0,2226,0.0,0,0,0,0,0,0.0
0,0.0,9321,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,129,0,0,0.0,0,0.0,0,0,0,2009.308600362968,0.34569981851600606,0,0,0,0,4023,0.6543001814839939,0,0,0,0,0,0.0
0,0.0,8236,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,164,0,0,0.0,0,0.0,0,0,0,1996.6449866622058,0.0967639213062299,0,0,0,0,7065,0.9032360786937701,0,0,0,0,0,0.0
0,0.0,2379,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,208,0,1,1.0,0,0.0,0,0,0,2005.0,0.0,0,0,0,0,4470,0.0,0,0,0,0,0,0.0
0,0.0,2860,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,124,0,0,0.0,0,0.0,0,0,0,2008.5352954442492,1.0,0,0,0,0,2890,0.0,0,0,0,0,0,0.0
0,0.0,2264,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,117,0,0,0.2818250179974514,0,0.0,0,0,0,2019.436349964005,0.0,0,0,0,0,7753,0.0,0,0,0,0,0,0.7181749820025486
0,0.0,4059,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,71,0,0,0.0,0,0.0,0,0,0,2005.176218329729,0.5316839103950408,0,0,0,0,2401,0.4683160896049592,0,0,0,0,0,0.0
0,0.0,3553,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,138,0,0,0.0,0,0.0,0,0,0,2017.5905891509663,0.15058817806460967,0,0,0,0,3259,0.8494118219353903,0,0,0,0,0,0.0
0,0.0,7934,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,137,0,0,0.0,0,0.0,0,0,0,1997.816276338833,1.0,0,0,0,0,8592,0.0,0,0,0,0,0,0.0
0,0.0,5449,0,0,0,0,0,0,0,0,3543,0,0,0,0,0.0,0,0.0,0,0.0,116,0,0,0.0,1,1.0,0,0,0,2007.0,0.0,0,0,0,0,8818,0.0,0,0,0,0,0,0.0
0,0.0,4359,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0,1,2013.0,0.0,0,0,0,0,8787,0.0,0,0,0,0,0,1.0
0,0.0,5767,0,0,0,0,0,0,0,0,9337,0,0,1,0,0.0,0,0.0,0,0.0,54,0,0,1.0,0,0.0,0,0,1,2017.0,0.0,1,0,0,0,3837,0.0,0,0,0,0,0,0.0
0,1.0,2116,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,126,0,0,0.0,0,0.0,0,0,0,2015.5785353781125,0.0,0,0,0,0,2384,0.0,0,0,0,0,0,0.0
0,0.0,6414,0,0,0,0,0,0,0,0,1325,0,0,0,0,1.0,0,0.0,0,0.0,176,0,0,0.0,0,0.0,0,0,0,1999.0,0.0,0,0,0,0,5012,0.0,0,0,0,0,0,0.0
0,0.0,9810,0,0,0,0,0,0,0,0,3386,0,0,0,0,0.0,0,0.0,0,0.0,102,0,0,0.0,0,0.0,0,0,0,2014.6475345182962,1.0,0,0,0,0,7924,0.0,0,0,0,0,0,0.0
0,0.8692096487292252,9723,0,0,0,0,0,0,0,0,6137,0,0,0,0,0.0,0,0.0,0,0.0,127,0,0,0.0,0,0.0,0,0,0,2014.3460482436462,0.13079035127077476,0,0,0,0,4780,0.0,0,0,0,0,0,0.0
0,0.0,8745,0,0,0,0,0,0,0,0,3376,0,0,0,0,0.0,0,0.0,0,0.0,99,0,0,0.0,0,0.7657805595140093,0,0,0,2019.2973416785421,0.23421944048599075,0,0,0,0,5385,0.0,0,0,0,0,0,0.0
0,0.0,5116,0,0,0,0,0,0,0,0,1692,0,0,0,0,0.0,0,0.0,0,0.0,111,0,0,0.07718692786921366,0,0.0,0,0,0,2015.3087477114768,0.9228130721307863,0,0,0,0,7739,0.0,0,0,0,0,0,0.0
0,0.0,5369,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,45,0,0,0.7450125161602457,0,0.0,0,0,0,2017.980050064641,0.25498748383975434,0,0,0,0,1465,0.0,0,0,0,0,0,0.0
0,0.0,3373,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,112,0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,0,0,6589,0.0,0,0,0,0,0,1.0
0,0.5169507626254914,2308,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,96,0,0,0.48304923737450856,0,0.0,0,0,0,2016.4491477121235,0.0,0,0,0,0,1194,0.0,0,0,0,0,0,0.0
0,0.0,4382,0,0,0,0,0,0,0,0,9372,0,0,0,0,0.0,0,0.0,0,0.0,93,0,0,0.0,0,0.0,0,0,0,2010.5458962146754,0.0,0,0,0,0,8792,0.0,0,0,0,0,0,1.0
0,0.7096750948794159,1130,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,87,0,0,0.0,0,0.0,0,0,0,2010.0645486716883,0.29032490512058406,0,0,0,0,2638,0.0,0,0,0,0,0,0.0
0,0.0,7230,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,94,0,0,1.0,0,0.0,0,0,0,2017.9817182371676,0.0,0,0,0,0,6102,0.0,0,0,0,0,0,0.0
0,0.0,4401,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,103,0,0,0.0,0,0.005622886271362426,0,0,0,2002.028114431357,0.0,0,0,0,0,8810,0.0,0,0,0,0,0,0.9943771137286376
0,0.0,6204,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0,1,2013.0,0.0,0,0,0,0,8787,0.0,0,0,0,0,0,1.0
0,0.0,6076,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,151,0,0,0.0,0,0.0,0,0,0,2009.0111366103636,1.0,0,0,0,0,4697,0.0,0,0,0,0,0,0.0
0,0.0,4087,0,0,0,0,0,0,1,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,224,0,0,0.0,0,1.0,0,0,0,2001.0,0.0,0,0,0,0,4315,0.0,0,0,0,0,0,0.0
0,0.0,5178,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.09189562653098438,0,0.0,0,0.0,148,0,0,0.0,0,0.0,0,0,0,2013.5296699755042,0.9081043734690156,0,0,0,0,5215,0.0,0,0,0,0,0,0.0
1,0.0,5949,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,131,0,0,0.0,0,1.0,0,0,1,2018.0,0.0,0,0,0,0,3149,0.0,0,0,0,0,0,0.0
0,0.5380267973571077,4881,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,128,0,0,0.4619732026428923,0,0.0,0,0,0,2007.7014372555007,0.0,0,0,0,0,4402,0.0,0,0,0,0,0,0.0
0,0.0,4038,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,156,0,0,0.0,0,0.0,0,0,0,2007.3242301056666,1.0,0,0,0,0,9634,0.0,0,0,0,0,0,0.0
0,0.0,6135,0,0,0,0,0,0,0,0,9355,0,0,0,0,0.0,0,0.0,0,0.0,94,0,0,0.884614192865751,0,0.0,0,0,0,2014.6538425785973,0.0,0,0,0,0,3386,0.11538580713424895,0,0,0,0,0,0.0
0,0.0,5938,0,0,0,0,0,0,0,0,1564,0,0,0,0,0.6010796257683176,0,0.0,0,0.0,108,0,0,0.0,0,0.0,0,0,0,2010.026990644208,0.39892037423168236,0,0,0,0,8611,0.0,0,0,0,0,0,0.0
0,1.0,2920,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,103,0,0,0.0,0,0.0,0,0,0,2006.134486906173,0.0,0,0,0,0,3776,0.0,0,0,0,0,0,0.0
0,1.0,1401,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,89,0,0,0.0,0,0.0,0,0,1,1997.0,0.0,0,0,0,0,3799,0.0,0,0,0,0,0,0.0
0,0.0,3803,0,0,0,0,0,0,0,0,7969,0,0,0,0,0.0,0,0.0,0,0.0,51,0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,0,0,2195,0.0,0,0,0,0,0,0.0
