help,rating_R,cast,finds,man,man,high,high,family,father,country,young,love,love,woman,home,duration,life,life,rating_TV-MA,teen,rating_PG,old,series,world,world,release_year,rating_TV-14,new,day,school,type,group,director,rating_TV-PG,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,5608,0,0,0,0,0,0,0,6044,0,0,0,0,0,6,0,0,0.3802620355687323,0,0.0,0,0,0,0,2016.8592138932938,0.6197379644312677,0,0,0,1,0,4994,0.0,0,0,0,0.0,0.0
0,0.0,9489,0,0,0,0,0,0,0,9337,0,0,0,0,0,6,0,0,0.0,0,0.0,0,0,0,0,2011.798147136236,0.5175380668374105,0,0,0,1,0,3699,0.48246193316258945,0,0,0,0.0,0.0
0,0.0,7434,0,0,0,0,0,0,0,3654,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0,0,0,2019.0,0.0,0,1,0,1,1,1343,0.0,0,0,0,0.0,0.0
0,0.0,4120,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1996.6133537126827,1.0,0,0,0,1,0,4293,0.0,0,0,0,0.0,0.0
0,0.0,1457,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.3044039939712124,0,0.0,0,0,0,0,1998.8277158251651,0.6955960060287876,0,0,0,1,0,2209,0.0,0,0,0,0.0,0.0
0,0.0,8589,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.7541959314464316,0,0.0,0,0,0,0,2014.7877633830178,0.2458040685535684,0,0,0,1,0,2929,0.0,0,0,0,0.0,0.0
0,0.0,2816,0,0,0,0,0,0,0,3543,0,0,0,0,0,13,0,0,0.31380397729290144,0,0.0,0,0,0,0,2014.9205482951922,0.6861960227070986,0,0,0,1,0,5053,0.0,0,0,0,0.0,0.0
0,0.0,6820,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,0,0.0,0,0,0,0,2005.8774499421256,0.2806375144685719,0,0,0,1,0,1335,0.0,0,0,0,0.7193624855314281,0.0
0,0.0,7258,0,0,0,0,0,0,0,3654,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0,0,0,2019.0,0.0,0,1,0,1,1,1343,0.0,0,0,0,0.0,0.0
0,0.0,5217,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.0,0,0.0,0,0,0,0,1975.0360180968053,0.0,0,0,0,1,0,6690,0.32144072387221323,0,0,0,0.0,0.0
0,0.0,9561,0,0,0,0,0,0,0,9337,0,0,0,0,0,10,0,0,0.6231455114799206,0,0.0,0,0,0,0,2012.9703281836787,0.3768544885200794,0,0,0,1,0,7815,0.0,0,0,0,0.0,0.0
0,0.0,6569,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.4155065939388831,0,0.0,0,0,0,0,2011.9860791272665,0.0,0,0,0,1,0,1305,0.0,0,0,0,0.5844934060611169,0.0
0,0.0,6573,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1990.0,1.0,0,0,0,1,0,8423,0.0,0,0,0,0.0,0.0
0,0.0,5172,0,0,0,0,0,0,0,3944,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,2004.0451180088703,0.0,0,0,0,1,0,6341,1.0,0,0,0,0.0,0.0
0,0.0,2573,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.7810120819267484,0,0.0,0,0,0,0,2019.2189879180733,0.21898791807325158,0,0,0,1,0,6728,0.0,0,0,0,0.0,0.0
0,0.0,5526,0,0,0,0,0,0,0,6044,0,0,0,0,0,8,0,0,0.015631415913685887,0,0.0,0,0,0,0,2017.9843685840863,0.9843685840863141,0,0,0,1,0,5497,0.0,0,0,0,0.0,0.0
0,0.0,4771,0,0,0,0,0,0,0,6044,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,2013.1649774187686,0.0,0,0,0,1,0,2024,0.15895401351700922,0,0,0,0.0,0.0
0,0.0,9339,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.6395316243077301,0,0.0,0,0,0,0,2015.034847867385,0.36046837569226986,0,0,0,1,0,7866,0.0,0,0,0,0.0,0.0
0,0.0,3782,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,2004.5292387917784,0.8235870694072122,0,0,0,1,0,4220,0.0,0,0,0,0.17641293059278784,0.0
0,0.0,1668,0,0,0,0,0,0,0,5322,0,0,0,0,0,6,0,0,0.0,0,0.0,0,0,0,0,1977.6866726523194,0.0,0,0,0,1,0,8610,1.0,0,0,0,0.0,0.0
0,0.0,2237,0,0,0,0,0,0,0,2857,0,0,0,0,0,7,0,0,1.0,0,0.0,0,0,0,0,2018.813104274544,0.0,0,0,0,1,0,2389,0.0,0,0,0,0.0,0.0
0,0.0,2244,0,0,0,0,0,0,0,3842,0,0,0,0,0,3,0,0,0.2531340360151795,0,0.0,0,0,0,0,2012.0250722881215,0.0,0,0,0,1,0,6467,0.7468659639848205,0,0,0,0.0,0.0
0,0.0,5034,0,0,0,0,0,0,0,3936,0,0,0,0,0,1,0,0,0.019526078525064494,0,0.0,0,0,0,0,1979.7615170624774,0.0,0,0,0,1,0,7206,0.9804739214749355,0,0,0,0.0,0.0
0,0.0,1231,0,0,0,0,0,0,0,9337,0,0,0,0,0,12,0,0,0.0,0,0.0,0,0,0,0,2013.1490413915767,1.0,0,0,0,1,0,5605,0.0,0,0,0,0.0,0.0
0,0.0,6284,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1990.0,1.0,0,0,0,1,0,4377,0.0,0,0,0,0.0,0.0
0,0.0,8403,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.9181560834231391,0,0.0,0,0,0,0,2013.8720581690015,0.08184391657686085,0,0,0,1,0,4300,0.0,0,0,0,0.0,0.0
0,0.0,3007,0,0,0,0,0,0,0,3543,0,0,0,0,0,5,0,0,0.1272729696682645,0,0.0,0,0,0,0,2015.3818189090048,0.8727270303317355,0,0,0,1,0,6404,0.0,0,0,0,0.0,0.0
0,0.0,4354,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0,0.0,0,0,0,0,1997.8619694038832,0.0,0,0,0,1,0,4684,0.6092020397411145,0,0,0,0.39079796025888547,0.0
0,0.0,4292,0,0,0,0,0,0,0,3543,0,0,0,0,0,11,0,0,0.6184877692725709,0,0.0,0,0,0,0,2010.9596589994567,0.3815122307274291,0,0,0,1,0,4993,0.0,0,0,0,0.0,0.0
0,0.0,8430,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.4440658380679856,0,0.0,0,0,0,0,2001.9897776278356,0.0,0,0,0,1,0,1826,0.5559341619320144,0,0,0,0.0,0.0
0,0.0,2337,0,0,0,0,0,0,0,9337,0,0,0,0,0,12,0,0,0.4252368585152937,0,0.0,0,0,0,0,2013.4719208393012,0.5747631414847063,0,0,0,1,0,5356,0.0,0,0,0,0.0,0.0
0,0.0,3629,0,0,0,0,0,0,0,2322,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0,0,0,2016.1322225682861,0.0,0,0,0,1,0,3849,0.0,0,0,0,0.0,0.0
0,0.0,5136,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.15091621282561163,0,0.0,0,0,0,0,2005.4146594052097,0.8490837871743884,0,0,0,1,0,1841,0.0,0,0,0,0.0,0.0
0,0.0,4410,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1990.0,1.0,0,0,0,1,0,3774,0.0,0,0,0,0.0,0.0
0,0.0,2217,0,0,0,0,0,0,0,2858,0,0,0,0,0,6,0,0,1.0,0,0.0,0,0,0,0,2011.680368411644,0.0,0,0,0,1,0,3635,0.0,0,0,0,0.0,0.0
0,0.0,8942,0,0,0,0,0,0,0,3669,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,2003.665145665585,0.6851429351551395,0,0,0,1,0,2339,0.31485706484486053,0,0,0,0.0,0.0
0,0.0,2509,0,0,0,0,0,0,0,3543,0,0,0,0,0,10,0,0,1.0,0,0.0,0,0,0,0,2011.0824705751158,0.0,0,0,0,1,0,2054,0.0,0,0,0,0.0,0.0
0,0.0,2428,0,0,0,0,0,0,0,3543,0,0,0,0,0,10,0,0,0.8309274324235089,0,0.0,0,0,0,0,2017.4927822972704,0.16907256757649114,0,0,0,1,0,6319,0.0,0,0,0,0.0,0.0
0,0.0,7005,0,0,0,0,0,0,0,3654,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0,0,0,2019.0,0.0,0,1,0,1,1,1343,0.0,0,0,0,0.0,0.0
0,0.0,6169,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.4584489212639796,0,0.0,0,0,0,0,2003.2950187166555,0.5415510787360204,0,0,0,1,0,8672,0.0,0,0,0,0.0,0.0
0,0.0,8146,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.18943880846842087,0,0.0,0,0,0,0,1974.3881135302684,0.0,0,0,0,1,0,9662,0.0,0,0,0,0.0,0.0
0,0.0,4190,0,0,0,0,0,0,0,3712,0,0,0,0,0,7,0,0,0.5767110909668033,0,0.0,0,0,0,0,2014.6136887277344,0.0,0,0,0,1,0,1294,0.4232889090331967,0,0,0,0.0,0.0
0,0.0,2179,0,0,0,0,0,0,0,3543,0,0,0,0,0,15,0,0,0.0,0,0.0,0,0,0,0,2019.0,1.0,0,0,0,1,0,5475,0.0,0,0,0,0.0,0.0
0,0.0,2255,0,0,0,0,0,0,0,3543,0,0,0,0,0,12,0,0,0.8818712151661683,0,0.0,0,0,0,0,2018.1181287848337,0.11812878483383171,0,0,0,1,0,4098,0.0,0,0,0,0.0,0.0
0,0.0,5633,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,1,2008.0,1.0,0,0,0,1,0,3876,0.0,0,0,0,0.0,0.0
0,0.0,9726,0,0,0,0,0,0,0,9337,0,0,0,0,0,10,0,0,1.0,0,0.0,0,0,0,0,2009.5821739454277,0.0,0,0,0,1,0,6212,0.0,0,0,0,0.0,0.0
0,0.0,2602,0,0,0,0,0,0,0,3543,0,0,0,0,0,9,0,0,0.959346804915362,0,0.0,0,0,0,0,2006.3658787557617,0.04065319508463805,0,0,0,1,0,1830,0.0,0,0,0,0.0,0.0
0,0.0,6658,0,0,0,0,0,0,0,3662,0,0,0,0,0,1,0,0,0.9706387867204589,0,0.0,0,0,0,0,2018.735749080484,0.0,0,0,0,1,0,1338,0.02936121327954111,0,0,0,0.0,0.0
0,0.0,8813,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.9601733333993763,0,0.0,0,0,0,0,2016.9203466667987,0.03982666660062373,0,0,0,1,0,6611,0.0,0,0,0,0.0,0.0
0,0.0,5274,0,0,0,0,0,0,0,3910,0,0,0,0,0,1,0,0,0.08365017181887546,0,0.0,0,0,0,0,2010.669201374551,0.0,0,0,0,1,0,6128,0.9163498281811245,0,0,0,0.0,0.0
0,0.0,6861,0,0,0,0,0,0,0,2348,0,0,0,0,0,1,0,0,0.764322877143172,0,0.0,0,0,0,0,2010.33723796287,0.0,0,0,0,1,0,9721,0.23567712285682796,0,0,0,0.0,0.0
0,0.0,6740,0,0,0,0,0,0,0,3543,0,0,0,0,0,8,0,0,0.5539100156069543,0,0.0,0,0,0,0,2016.6617300468208,0.4460899843930457,0,0,0,1,0,7320,0.0,0,0,0,0.0,0.0
0,0.0,2807,0,0,0,0,0,0,0,3543,0,0,0,0,0,12,0,0,1.0,0,0.0,0,0,0,0,2018.0,0.0,0,0,0,1,0,5789,0.0,0,0,0,0.0,0.0
0,0.0,4641,0,0,0,0,0,0,0,6044,0,0,0,0,0,5,0,0,0.0,0,0.0,0,0,0,0,1998.568786611829,0.0,0,0,0,1,0,1658,0.4984003113528136,0,0,0,0.0,0.0
0,0.0,6742,0,0,0,0,0,0,0,3673,0,0,0,0,0,10,0,0,0.0,0,0.0,0,0,0,0,2016.0661130480757,0.6740125608973007,0,0,0,1,0,5737,0.32598743910269934,0,0,0,0.0,0.0
0,0.0,3177,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1998.2720031958115,1.0,0,0,0,1,0,9092,0.0,0,0,0,0.0,0.0
0,0.0,9625,0,0,0,0,0,0,0,9337,0,0,0,0,0,10,0,0,0.0,0,0.0,0,0,0,0,2003.0993803112349,0.019876062246987236,0,0,0,1,0,4191,0.9801239377530128,0,0,0,0.0,0.0
0,0.0,4407,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.2040354405261875,0,0.0,0,0,0,0,1995.304921453681,0.7959645594738125,0,0,0,1,0,9193,0.0,0,0,0,0.0,0.0
0,0.0,9218,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,2007.6133944181759,0.9226788836351785,0,0,0,1,0,3093,0.07732111636482153,0,0,0,0.0,0.0
0,0.0,1991,0,0,0,0,0,0,0,6044,0,0,0,0,0,6,0,0,0.0,0,0.0,0,0,0,0,1998.4176703866717,1.0,0,0,0,1,0,3436,0.0,0,0,0,0.0,0.0
0,0.0,1434,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.5864327709571419,0,0.0,0,0,0,0,2007.006550357757,0.41356722904285814,0,0,0,1,0,1858,0.0,0,0,0,0.0,0.0
0,0.0,2241,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1999.567974953607,1.0,0,0,0,1,0,7678,0.0,0,0,0,0.0,0.0
0,0.0,6719,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.0,0,0.0,0,0,0,0,1977.7190653654059,0.0,0,0,0,1,0,5553,0.29775181570572073,0,0,0,0.0,0.0
0,0.0,6980,0,0,0,0,0,0,0,3903,0,0,0,0,0,2,0,0,0.10029014339765907,0,0.0,0,0,0,0,1982.9113155925088,0.0,0,0,0,1,0,9637,0.8997098566023409,0,0,0,0.0,0.0
0,0.0,4441,0,0,0,0,0,0,0,3543,0,0,0,0,0,14,0,0,0.07915299773808082,0,0.0,0,0,0,0,2017.971011029405,0.9208470022619192,0,0,0,1,0,5413,0.0,0,0,0,0.0,0.0
0,0.0,3893,0,0,0,0,0,0,0,3166,0,0,0,0,0,9,0,0,1.0,0,0.0,0,0,0,0,2018.4467513953944,0.0,0,0,0,1,0,7812,0.0,0,0,0,0.0,0.0
0,0.0,5304,0,0,0,0,0,0,0,3939,0,0,0,0,0,1,0,0,0.01050972773348724,0,0.0,0,0,0,0,2009.957961089066,0.0,0,0,0,1,0,4604,0.9894902722665128,0,0,0,0.0,0.0
0,0.0,7411,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.7529020307361923,0,0.0,0,0,0,0,2008.2238817233742,0.24709796926380767,0,0,0,1,0,6508,0.0,0,0,0,0.0,0.0
0,0.0,1881,0,0,0,0,0,0,0,6044,0,0,0,0,0,7,0,0,0.0,0,0.0,0,0,0,0,2018.3390271190674,0.8304864404663536,0,0,0,1,0,3607,0.0,0,0,0,0.0,0.0
0,0.0,9370,0,0,0,0,0,0,0,5260,0,0,0,0,0,9,0,0,0.31336524421402856,0,0.0,0,0,0,0,2014.2396170694317,0.6866347557859714,0,0,0,1,0,4924,0.0,0,0,0,0.0,0.0
0,0.0,1871,0,0,0,0,0,0,0,3543,0,0,0,0,0,6,0,0,0.27225251372009096,0,0.0,0,0,0,0,2015.8167575411603,0.727747486279909,0,0,0,1,0,4798,0.0,0,0,0,0.0,0.0
0,0.0,1556,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1990.0,1.0,0,0,0,1,0,2589,0.0,0,0,0,0.0,0.0
0,0.0,6374,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.9968191945999038,0,0.0,0,0,0,0,2018.9618303351988,0.0,0,0,0,1,0,1342,0.0,0,0,0,0.0031808054000962427,0.0
0,0.0,6840,0,0,0,0,0,0,0,3907,0,0,0,0,0,1,0,0,0.1250420902711189,0,0.0,0,0,0,0,2011.12537881244,0.0,0,0,0,1,0,1196,0.8749579097288811,0,0,0,0.0,0.0
0,0.0,1419,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.9280348501750071,0,0.0,0,0,0,0,2017.8485576028002,0.0,0,0,0,1,0,1345,0.07196514982499291,0,0,0,0.0,0.0
0,0.0,2479,0,0,0,0,0,0,0,3543,0,0,0,0,0,13,0,0,0.44315448746440256,0,0.0,0,0,0,0,2018.5568455125356,0.5568455125355974,0,0,0,1,0,5367,0.0,0,0,0,0.0,0.0
0,0.0,6170,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,0,0.0,0,0,0,0,2005.6921410676807,0.3269647330798403,0,0,0,1,0,8566,0.0,0,0,0,0.6730352669201597,0.0
0,0.0,8796,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.16245490443408805,0,0.0,0,0,0,0,2005.949458853209,0.837545095565912,0,0,0,1,0,4912,0.0,0,0,0,0.0,0.0
0,0.0,6433,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,2002.811863004324,1.0,0,0,0,1,0,5242,0.0,0,0,0,0.0,0.0
0,0.0,6541,0,0,0,0,0,0,0,3543,0,0,0,0,0,11,0,0,1.0,0,0.0,0,0,0,0,2014.1149635403824,0.0,0,0,0,1,0,8043,0.0,0,0,0,0.0,0.0
0,0.0,4732,0,0,0,0,0,0,0,9337,0,0,0,0,0,10,0,0,0.7740950605002207,0,0.0,0,0,0,0,2005.3222851815008,0.2259049394997793,0,0,0,1,0,1389,0.0,0,0,0,0.0,0.0
0,0.0,1410,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.3489268257737175,0,0.0,0,0,0,0,2000.3742438185693,0.0,0,0,0,1,0,3291,0.6510731742262825,0,0,0,0.0,0.0
0,0.0,9324,0,0,0,0,0,0,0,4003,0,0,0,0,0,1,0,0,0.028318899918321927,0,0.0,0,0,0,0,1979.962842597223,0.0,0,0,0,1,0,3132,0.9716811000816781,0,0,0,0.0,0.0
0,0.0,6672,0,0,0,0,0,0,0,3790,0,0,0,0,0,1,0,0,0.527810852475135,0,0.0,0,0,0,0,2014.7502976722762,0.0,0,0,0,1,0,1264,0.47218914752486496,0,0,0,0.0,0.0
0,0.0,5642,0,0,0,0,0,0,0,6044,0,0,0,0,0,5,0,0,0.5519482732595816,0,0.0,0,0,0,0,2016.3441551802212,0.4480517267404184,0,0,0,1,0,4766,0.0,0,0,0,0.0,0.0
0,0.0,4336,0,0,0,0,0,0,0,3543,0,0,0,0,0,12,0,0,0.4982967824936655,0,0.0,0,0,0,0,2012.5221418275823,0.5017032175063345,0,0,0,1,0,5087,0.0,0,0,0,0.0,0.0
0,0.0,9293,0,0,0,0,0,0,0,3933,0,0,0,0,0,1,0,0,0.026149345186953443,0,0.0,0,0,0,0,1980.0198244622911,0.0,0,0,0,1,0,3122,0.9738506548130466,0,0,0,0.0,0.0
0,0.0,5891,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,2005.6739513007592,0.0,0,0,0,1,0,8664,0.08840324661605581,0,0,0,0.9115967533839442,0.0
0,0.0,1803,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,1.0,0,0.0,0,0,0,0,2019.0,0.0,0,0,0,1,0,2093,0.0,0,0,0,0.0,0.0
0,0.0,1995,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.07098505972839964,0,0.0,0,0,0,0,1970.6912231058768,0.0,0,0,0,1,0,8667,0.0,0,0,0,0.0,0.0
0,0.0,2908,0,0,0,0,0,0,0,3543,0,0,0,0,0,11,0,0,1.0,0,0.0,0,0,0,0,2016.687698043263,0.0,0,0,0,1,0,5112,0.0,0,0,0,0.0,0.0
0,0.0,9730,0,0,0,0,0,0,0,9337,0,0,0,0,0,9,0,0,0.9342935968524299,0,0.0,0,0,0,0,2006.1314128062952,0.06570640314757015,0,0,0,1,0,6163,0.0,0,0,0,0.0,0.0
0,0.0,3554,0,0,0,0,0,0,0,6044,0,0,0,0,0,3,0,0,0.08816605465661798,0,0.0,0,0,0,0,1977.6148082409213,0.911833945343382,0,0,0,1,0,5131,0.0,0,0,0,0.0,0.0
0,0.0,6728,0,0,0,0,0,0,0,9337,0,0,0,0,0,9,0,0,0.0,0,0.0,0,0,0,0,2014.3237669956873,1.0,0,0,0,1,0,5414,0.0,0,0,0,0.0,0.0
0,0.0,2155,0,0,0,0,0,0,0,6044,0,0,0,0,0,5,0,0,0.0,0,0.0,0,0,0,0,1986.4044022353212,1.0,0,0,0,1,0,3154,0.0,0,0,0,0.0,0.0
0,0.0,5752,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,1,2008.0,1.0,0,0,0,1,0,5320,0.0,0,0,0,0.0,0.0
0,0.0,8191,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.5205810695421839,0,0.0,0,0,0,0,2004.0556888776389,0.47941893045781614,0,0,0,1,0,3531,0.0,0,0,0,0.0,0.0
0,0.0,2396,0,0,0,0,0,0,0,3944,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,1980.8698010423188,0.0,0,0,0,1,0,8692,1.0,0,0,0,0.0,0.0
0,0.0,5918,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,2003.802253732733,1.0,0,0,0,1,0,4330,0.0,0,0,0,0.0,0.0
0,0.0,1415,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.0,0,0.0,0,0,0,0,2009.8258082081793,1.0,0,0,0,1,0,5595,0.0,0,0,0,0.0,0.0
0,0.0,4608,0,0,0,0,0,0,0,6044,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,1990.7578989952947,0.635697847928375,0,0,0,1,0,2199,0.0,0,0,0,0.0,0.0
0,0.0,4378,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.8835087122482668,0,0.0,0,0,0,0,2013.8547352307032,0.11649128775173323,0,0,0,1,0,3855,0.0,0,0,0,0.0,0.0
0,0.0,6632,0,0,0,0,0,0,0,4312,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1978.6489785626225,0.0,0,0,0,1,0,9474,1.0,0,0,0,0.0,0.0
0,0.0,5983,0,0,0,0,0,0,0,9337,0,0,0,0,0,6,0,0,0.5311861801861181,0,0.0,0,0,0,0,1998.4989788829778,0.4688138198138819,0,0,0,1,0,4318,0.0,0,0,0,0.0,0.0
0,0.0,2849,0,0,0,0,0,0,0,3543,0,0,0,0,0,12,0,0,1.0,0,0.0,0,0,0,0,2018.0,0.0,0,0,0,1,0,5042,0.0,0,0,0,0.0,0.0
0,0.0,6972,0,0,0,0,0,0,0,3846,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,1987.7416842304935,0.24282456195815305,0,0,0,1,0,7385,0.757175438041847,0,0,0,0.0,0.0
0,0.0,1675,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,1990.0,1.0,0,0,0,1,0,2590,0.0,0,0,0,0.0,0.0
0,0.0,1327,0,0,0,0,0,0,0,9337,0,0,0,0,0,6,0,0,0.0,0,0.0,0,0,0,0,1991.0438960746915,0.47805196265425465,0,0,0,1,0,2949,0.5219480373457454,0,0,0,0.0,0.0
0,0.0,1801,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,1.0,0,0.0,0,1,0,0,2016.0,0.0,0,0,0,1,0,3417,0.0,0,0,0,0.0,0.0
0,0.0,8825,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.9403679418617904,0,0.0,0,0,0,0,2016.8807358837237,0.0596320581382096,0,0,0,1,0,6604,0.0,0,0,0,0.0,0.0
0,0.0,4393,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.18557130759633467,0,0.0,0,0,0,0,2009.226855691156,0.0,0,0,0,1,0,4646,0.0,0,0,0,0.8144286924036653,0.0
0,0.0,3673,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.8098277749849415,0,0.0,0,0,0,0,2014.5277610748042,0.19017222501505848,0,0,0,1,0,4916,0.0,0,0,0,0.0,0.0
0,0.0,6412,0,0,0,0,0,0,0,9337,0,0,0,0,0,10,0,0,0.11681369853697277,0,0.0,0,0,0,0,1994.8035287648872,0.0,0,0,0,1,0,3717,0.8831863014630272,0,0,0,0.0,0.0
0,0.0,6799,0,0,0,0,0,0,0,3543,0,0,0,0,0,11,0,0,1.0,0,0.0,0,0,0,0,2012.0510438673505,0.0,0,0,0,1,0,7306,0.0,0,0,0,0.0,0.0
