help,rating_R,cast,finds,man,man,high,high,family,father,country,young,love,love,woman,story,home,rating_G,king,duration,black,life,life,rating_TV-MA,rating_PG,series,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,3016,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,40,0,0,0,0.0,0.0,0,0,0,2015.0,0.0,0,1,0,0,0,7173,0.0,0,0,0,0,0.0,0.0
0,0.0,1745,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,6890,0.0,0,0,0,0,0.0,0.0
0,0.0,6725,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2011.0,0.0,0,0,0,0,0,8865,0.0,0,0,0,0,0.0,1.0
0,0.0,3225,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,1.0,0,0,0,2012.0,0.0,0,0,0,0,0,3898,0.0,0,0,0,0,0.0,0.0
0,0.0,3175,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,108,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,2997,0.0,0,0,0,0,0.0,0.0
0,0.0,1433,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,116,0,0,0,0.0,1.0,0,0,0,1999.0,0.0,0,0,0,0,0,1854,0.0,0,0,0,0,0.0,0.0
0,1.0,1190,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,101,0,0,0,0.0,0.0,0,0,0,1996.0,0.0,1,1,0,0,0,9128,0.0,0,0,0,1,0.0,0.0
0,0.0,9989,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,141,0,0,0,0.0,0.0,0,0,0,2003.0,0.0,0,0,0,0,0,1798,0.0,0,0,0,0,0.0,1.0
0,0.0,5688,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,62,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,6454,0.0,0,0,0,0,0.0,0.0
0,0.0,8334,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0.0,0,88,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,7937,0.0,0,0,0,0,0.0,0.0
0,0.0,8476,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,97,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,7767,0.0,0,0,0,0,0.0,0.0
0,0.0,6725,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2011.0,0.0,0,0,0,0,0,8865,0.0,0,0,0,0,0.0,1.0
0,0.0,7488,1,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,1.0,0,0,1,2006.0,0.0,0,0,0,0,0,6745,0.0,0,0,0,0,0.0,0.0
0,0.0,6906,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,30,0,0,0,1.0,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,3924,0.0,0,0,0,0,0.0,0.0
0,0.0,2308,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,127,0,0,1,0.0,1.0,0,0,0,1984.0,0.0,0,0,0,0,0,8620,0.0,0,0,0,0,0.0,0.0
0,1.0,1340,1,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,5499,0.0,0,0,0,0,0.0,0.0
0,0.0,5878,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,1.0,0,0,0,2011.0,0.0,0,0,0,0,0,2189,0.0,0,0,0,0,0.0,0.0
0,0.0,8807,0,0,0,0,0,0,0,6044,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,8561,1.0,0,0,0,0,0.0,0.0
0,0.0,3363,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,59,0,0,0,1.0,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,5472,0.0,0,0,0,0,0.0,0.0
0,0.0,2050,0,0,0,0,0,0,1,9337,0,0,0,0,0,0,0.0,0,101,0,0,0,0.0,0.0,0,0,0,2013.0,0.0,0,0,0,0,0,6144,0.0,0,0,0,0,0.0,1.0
0,1.0,4451,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,98,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,0,0,0,0,0,9380,0.0,0,0,0,0,0.0,0.0
0,0.0,1842,0,0,0,0,1,0,0,9337,0,0,0,0,0,0,0.0,0,113,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,2,1,0,0,0,3031,0.0,0,0,0,0,0.0,1.0
0,0.0,4161,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,112,0,0,0,0.0,1.0,0,0,0,1974.0,0.0,0,0,0,0,0,4470,0.0,0,0,0,0,0.0,0.0
0,0.0,8422,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,1.0,0,0,1,2006.0,0.0,0,0,0,0,0,3723,0.0,0,0,0,0,0.0,0.0
0,1.0,3038,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,92,0,0,0,0.0,0.0,0,0,0,2011.0,0.0,0,0,0,0,0,8546,0.0,0,0,0,0,0.0,0.0
0,0.0,8476,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,5646,0.0,0,0,0,0,0.0,0.0
0,0.0,7425,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,116,0,0,0,0.0,0.0,0,0,0,2011.0,0.0,0,0,0,0,0,3701,0.0,0,0,0,0,0.0,1.0
0,0.0,8752,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0.0,0,0,1,2016.0,0.0,0,0,0,0,0,3843,0.0,0,0,0,0,0.0,0.0
0,0.0,6716,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,1.0,0,0,0,2011.0,0.0,0,0,0,0,0,5560,0.0,0,0,0,0,0.0,0.0
0,0.0,6680,1,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,1,2015.0,0.0,0,0,0,0,0,8027,1.0,0,0,0,0,0.0,0.0
0,1.0,3568,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,6287,0.0,0,0,0,0,0.0,0.0
0,0.0,7796,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0.0,0,0,0,2011.0,0.0,0,1,0,0,0,3789,0.0,0,0,0,0,0.0,0.0
0,0.0,7710,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,63,0,0,0,1.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,2059,0.0,0,0,0,0,0.0,0.0
0,0.0,3886,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,75,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,1,0,0,0,0,5198,0.0,0,0,0,0,0.0,0.0
1,0.0,5873,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,1.0,0,0,0,2012.0,0.0,0,0,0,0,0,8515,0.0,0,0,0,0,0.0,0.0
0,0.0,7237,1,0,0,0,0,0,0,1856,0,0,0,0,0,0,0.0,0,115,0,0,0,0.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,7293,0.0,0,0,0,0,0.0,0.0
0,0.0,3901,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,107,0,0,0,0.0,0.0,0,0,0,2017.0,1.0,0,0,0,0,0,9098,0.0,0,0,0,0,0.0,0.0
0,0.0,2700,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,110,0,0,0,0.0,0.0,0,0,0,1998.0,0.0,0,0,0,0,1,6814,0.0,0,0,0,0,0.0,1.0
0,0.0,2158,0,0,0,0,0,0,0,7969,0,0,0,0,0,0,0.0,0,91,0,0,0,0.0,0.0,0,0,0,2006.0,1.0,0,0,0,0,0,3676,0.0,0,0,0,0,0.0,0.0
0,0.0,2305,0,0,0,0,0,0,0,8361,0,0,0,0,0,0,0.0,0,94,0,0,0,1.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,7521,0.0,0,0,0,0,0.0,0.0
0,0.0,4812,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,42,0,0,0,0.0,0.0,0,0,0,1947.0,0.0,0,0,0,0,0,7353,1.0,0,0,0,0,0.0,0.0
0,0.0,3715,0,0,0,0,0,0,0,7969,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,0,2018.0,0.0,1,0,0,0,0,3412,0.0,0,1,0,0,0.0,0.0
0,0.0,2431,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,89,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,7389,0.0,0,0,0,0,0.0,0.0
0,0.0,1470,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,103,0,0,0,0.0,0.0,0,0,0,1996.0,0.0,0,0,0,0,0,2971,0.0,0,0,0,0,0.0,1.0
0,1.0,7417,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,0.0,0,0,0,2013.0,0.0,0,0,0,0,0,6839,0.0,0,0,0,0,0.0,0.0
0,0.0,1076,0,0,0,0,1,0,0,5288,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,1.0,0,0,0,2002.0,0.0,0,0,0,0,0,3723,0.0,0,0,0,0,0.0,0.0
0,0.0,1458,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,97,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,7767,0.0,0,0,0,0,0.0,0.0
0,0.0,5305,0,0,0,0,1,0,0,5288,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,1.0,0,0,0,2002.0,0.0,0,0,0,0,0,3723,0.0,0,0,0,0,0.0,0.0
0,0.0,2599,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,89,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,7389,0.0,0,0,0,0,0.0,0.0
0,0.0,8890,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0.0,0,0,1,2016.0,0.0,0,0,0,0,0,3843,0.0,0,0,0,0,0.0,0.0
0,0.0,2736,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,70,0,0,0,1.0,0.0,0,0,0,2020.0,0.0,0,0,0,0,0,5947,0.0,0,0,0,0,0.0,0.0
0,0.0,2248,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0.0,0,0,0,2005.0,0.0,0,0,0,0,0,6461,0.0,0,0,0,0,0.0,1.0
0,0.0,5164,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,1.0,0,0,0,1991.0,0.0,0,0,0,0,0,6337,0.0,0,0,0,0,0.0,0.0
0,0.0,1408,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0.0,0,94,0,0,0,1.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,1658,0.0,0,0,0,0,0.0,0.0
0,0.0,6780,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0.0,0,0,0,2014.0,0.0,0,0,0,0,0,2878,0.0,0,0,0,0,0.0,1.0
1,0.0,4184,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,141,0,0,0,0.0,0.0,0,0,0,1993.0,0.0,0,0,0,0,0,9401,0.0,0,0,0,0,0.0,1.0
0,0.0,2459,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,112,0,0,0,0.0,1.0,0,0,0,1974.0,0.0,0,0,0,0,0,4470,0.0,0,0,0,0,0.0,0.0
0,0.0,7691,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,45,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,1,0,0,0,0,2372,0.0,0,0,0,0,0.0,0.0
0,1.0,3138,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,0.0,0,0,0,2011.0,0.0,0,0,0,0,1,5124,0.0,0,0,0,0,0.0,0.0
0,0.0,3595,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,118,0,0,0,0.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,5133,0.0,0,0,0,0,0.0,1.0
0,0.0,7431,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,103,0,0,0,0.0,0.0,0,0,0,1996.0,0.0,0,0,0,0,0,2971,0.0,0,0,0,0,0.0,1.0
0,0.0,2436,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,1.0,0,0,0,2001.0,0.0,0,0,0,0,0,3909,0.0,0,0,0,0,0.0,0.0
0,0.0,8405,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,1.0,0,0,0,2017.0,0.0,0,0,0,0,0,7704,0.0,0,0,0,0,0.0,0.0
0,1.0,7728,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,6287,0.0,0,0,0,0,0.0,0.0
0,0.0,7694,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0.0,0,88,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,7937,0.0,0,0,0,0,0.0,0.0
0,0.0,5779,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,1.0,0,0,0,2014.0,0.0,0,0,0,0,0,9472,0.0,0,0,0,0,0.0,0.0
0,0.0,8333,0,0,0,0,1,0,0,5288,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,1.0,0,0,0,2002.0,0.0,0,0,0,0,0,3723,0.0,0,0,0,0,0.0,0.0
0,0.0,1400,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,0,0,0,0,0,7537,0.0,0,0,0,0,0.0,1.0
0,0.0,6298,0,0,0,0,1,0,0,9337,0,0,0,0,0,0,0.0,0,113,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,2,1,0,0,0,3031,0.0,0,0,0,0,0.0,1.0
0,0.0,4058,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,8123,0.0,0,0,0,0,0.0,0.0
0,0.0,7439,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,40,0,0,0,0.0,0.0,0,0,0,2015.0,0.0,0,1,0,0,0,7173,0.0,0,0,0,0,0.0,0.0
0,0.0,7934,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,90,0,0,0,0.0,1.0,0,0,0,2018.0,0.0,0,0,0,0,0,5560,0.0,0,0,0,0,0.0,0.0
0,0.0,2775,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,98,0,0,1,0.0,0.0,0,0,0,2018.0,1.0,0,0,0,0,0,1357,0.0,0,0,0,0,0.0,0.0
0,0.0,1452,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,0.0,0,0,0,2012.0,0.0,0,0,0,0,0,8301,0.0,0,0,0,0,0.0,1.0
0,0.0,8305,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,3399,1.0,0,0,0,0,0.0,0.0
0,0.0,2524,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,97,0,0,0,0.0,0.0,0,0,0,2014.0,0.0,0,0,0,0,0,5482,0.0,0,0,0,0,0.0,1.0
0,0.0,4652,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,108,0,0,0,1.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,2997,0.0,0,0,0,0,0.0,0.0
0,0.0,3064,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,86,0,0,0,1.0,0.0,0,0,0,2018.0,0.0,0,0,0,0,0,7695,0.0,0,0,0,0,0.0,0.0
1,0.0,6254,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,0.0,0,151,0,0,0,0.0,0.0,0,0,0,2014.0,1.0,0,0,0,0,0,3424,0.0,0,0,0,0,0.0,0.0
0,0.0,5789,0,0,0,0,0,0,0,4655,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,3839,0.0,0,0,0,1,0.0,0.0
0,0.0,8817,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,89,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,7389,0.0,0,0,0,0,0.0,0.0
0,0.0,5527,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,76,0,0,0,0.0,1.0,0,0,0,2008.0,0.0,0,0,0,0,0,8226,0.0,0,0,0,0,0.0,0.0
0,0.0,7728,0,0,0,0,0,0,0,8361,0,0,0,0,0,0,0.0,0,94,0,0,0,1.0,0.0,0,0,0,2015.0,0.0,0,0,0,0,0,7521,0.0,0,0,0,0,0.0,0.0
0,0.0,5838,0,0,0,0,0,0,0,9632,0,0,0,0,0,0,0.0,0,101,0,0,0,1.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,4856,0.0,0,0,0,0,0.0,0.0
0,0.0,5252,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,96,0,0,0,1.0,0.0,0,0,1,2017.0,0.0,0,0,0,0,0,3411,0.0,0,0,0,0,0.0,0.0
0,0.0,5707,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,133,0,0,0,0.0,0.0,0,0,0,2004.0,0.0,0,0,0,0,0,8359,0.0,0,0,0,0,0.0,1.0
0,0.0,8205,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,91,0,0,0,0.0,0.0,0,0,0,2020.0,0.0,0,0,0,0,0,5063,0.0,0,0,0,0,0.0,0.0
0,0.0,3848,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,113,0,0,0,0.0,1.0,0,0,0,1986.0,0.0,1,0,0,0,0,8620,0.0,0,0,0,0,0.0,0.0
0,0.0,4571,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,104,0,0,0,0.0,0.0,0,0,0,2000.0,0.0,0,0,0,0,0,8447,0.0,0,0,0,0,0.0,1.0
0,0.0,1530,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0.0,0,0,0,2005.0,0.0,0,0,0,0,0,6461,0.0,0,0,0,0,0.0,1.0
0,0.0,9677,0,0,0,0,0,0,0,7694,0,0,0,0,0,0,0.0,0,87,0,0,0,0.0,1.0,0,0,0,2008.0,0.0,0,0,0,0,0,7175,0.0,0,0,0,0,0.0,0.0
0,0.0,5792,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,0.0,0,0,0,2010.0,0.0,0,0,0,0,0,4720,0.0,0,0,0,0,0.0,1.0
0,0.0,8346,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,0,0,0,0,0,7537,0.0,0,0,0,0,0.0,1.0
0,0.0,7680,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,101,0,0,0,0.0,1.0,0,0,0,2005.0,0.0,0,0,0,0,0,8597,0.0,0,0,0,0,0.0,0.0
0,0.0,1535,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,92,0,0,0,0.0,1.0,0,0,0,2013.0,0.0,0,0,0,0,0,9518,0.0,0,0,0,0,0.0,0.0
0,1.0,4505,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,109,0,0,0,0.0,0.0,0,0,0,2012.0,0.0,0,0,0,0,0,8037,0.0,0,0,0,0,0.0,0.0
0,0.0,8960,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,84,0,0,0,0.0,1.0,0,0,0,2000.0,0.0,0,0,0,0,0,4508,0.0,0,0,0,0,0.0,0.0
0,0.0,3171,0,0,1,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,77,0,0,0,0.0,0.0,0,0,0,2014.0,0.0,0,0,0,0,0,5325,1.0,0,0,0,0,0.0,0.0
0,0.0,6652,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,91,0,0,0,0.0,1.0,0,0,0,2008.0,0.0,0,0,0,0,0,6956,0.0,0,0,0,0,0.0,0.0
0,0.0,7025,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,85,0,0,0,0.0,0.0,0,0,0,2020.0,0.0,0,0,0,0,0,6952,0.0,0,0,0,0,0.0,0.0
0,0.0,4137,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,114,0,0,0,0.0,0.0,0,0,0,2008.0,0.0,0,0,0,0,0,5031,0.0,0,0,0,0,0.0,1.0
0,0.0,3479,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0.0,0,0,1,2016.0,0.0,0,0,0,0,0,3843,0.0,0,0,0,0,0.0,0.0
0,0.0,1707,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,93,0,0,0,0.0,1.0,0,0,1,2006.0,0.0,0,0,0,0,0,3723,0.0,0,0,0,0,0.0,0.0
0,0.0,3251,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,30,0,0,0,1.0,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,7272,0.0,0,0,0,0,0.0,0.0
0,0.0,3781,0,0,1,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,77,0,0,0,0.0,0.0,0,0,0,2014.0,0.0,0,0,0,0,0,5325,1.0,0,0,0,0,0.0,0.0
0,0.0,3577,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,99,0,0,0,0.0,1.0,0,0,0,2009.0,0.0,0,0,0,0,0,5904,0.0,0,0,0,0,0.0,0.0
0,1.0,2071,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,91,0,0,0,0.0,0.0,0,0,0,2012.0,0.0,0,0,0,0,0,3366,0.0,0,0,0,0,0.0,0.0
0,0.0,5578,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,161,0,0,0,0.0,0.0,0,0,0,2016.0,0.0,0,0,0,0,0,6231,1.0,0,0,0,0,0.0,0.0
0,0.0,1118,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,115,0,0,0,0.0,1.0,0,0,0,2005.0,0.0,0,0,0,0,0,7634,0.0,0,0,0,0,0.0,0.0
0,0.0,9473,0,0,0,0,0,0,0,1856,0,0,0,0,0,0,0.0,0,100,0,0,0,1.0,0.0,0,0,1,2015.0,0.0,0,0,0,0,0,8756,0.0,0,0,0,0,0.0,0.0
0,0.0,6185,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,106,0,0,0,0.0,0.0,0,0,0,2007.0,0.0,0,0,0,0,0,5499,0.0,0,0,0,0,0.0,1.0
0,0.0,9520,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,49,0,0,0,0.0,0.0,0,0,1,2014.0,0.0,0,0,0,0,0,9004,0.0,0,0,0,0,0.0,0.0
0,0.0,8205,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,91,0,0,0,0.0,0.0,0,0,0,2020.0,0.0,0,0,0,0,0,5063,0.0,0,0,0,0,0.0,0.0
0,0.0,6557,0,0,0,0,0,0,0,3543,0,0,0,0,0,0,0.0,0,136,0,0,0,0.0,1.0,0,0,0,2004.0,0.0,0,0,0,0,0,7153,0.0,0,0,0,0,0.0,0.0
0,0.0,1740,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,87,0,0,0,1.0,0.0,0,0,0,2019.0,0.0,0,0,0,0,0,1076,0.0,0,0,0,0,0.0,0.0
