girls,rating_R,cast,man,man,high,high,family,country,young,love,love,woman,rating_TV-G,home,king,duration,life,life,rating_TV-MA,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,2140,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,1,2007.0,1.0,0,0,0,1,0,6928,0.0,0,0,0,0,0.0,0.0
0,0.0,3800,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,4129,0.0,0,0,0,0,0.0,0.0
0,0.0,9915,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2008.0,1.0,0,0,0,1,0,4921,0.0,0,0,0,1,0.0,0.0
0,0.0,8976,0,0,0,0,0,1095,0,0,1,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2013.0,1.0,0,0,0,1,0,9487,0.0,0,0,0,0,0.0,0.0
0,0.0,2304,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,1,0,8497,0.0,0,0,0,0,1.0,0.0
0,0.0,6633,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,3165,1.0,0,0,0,0,0.0,0.0
0,0.0,3458,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,0,1,0,5296,0.0,0,0,0,0,0.0,0.0
0,0.0,2128,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2003.0,1.0,0,0,0,1,0,5551,0.0,0,0,0,0,0.0,0.0
0,0.0,9611,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,1,0,4156,0.0,0,0,0,0,0.0,0.0
0,0.0,3325,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,1,2010.0,0.0,0,1,0,1,0,8475,1.0,0,0,0,0,0.0,0.0
0,0.0,9990,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,0,1,0,9259,0.0,0,0,0,0,0.0,0.0
0,0.0,5681,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,0,1,0,5025,0.0,0,0,0,0,1.0,0.0
0,0.0,6219,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2005.0,0.0,0,0,0,1,0,3685,0.0,0,1,0,0,1.0,0.0
0,0.0,4463,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,1,2021.0,1.0,1,0,0,1,0,7172,0.0,0,0,0,0,0.0,0.0
0,0.0,2834,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,1794,1.0,0,0,0,0,0.0,0.0
0,0.0,7762,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,1,0,7527,1.0,0,0,0,0,0.0,0.0
0,0.0,9137,0,0,0,0,0,7603,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2011.0,1.0,0,0,0,1,0,3825,0.0,0,0,0,0,0.0,0.0
0,0.0,2806,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,1,0,7954,0.0,0,0,0,0,0.0,0.0
0,0.0,1850,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,1,2021.0,0.0,0,0,0,1,0,6289,0.0,0,0,0,0,0.0,0.0
0,0.0,3982,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,1,0,1,0,5915,0.0,0,0,0,0,0.0,0.0
0,0.0,3054,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,0,0,1,0,9996,0.0,0,1,0,0,0.0,0.0
0,0.0,4807,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,1,0,4117,0.0,0,0,0,0,0.0,0.0
0,0.0,6099,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,0,1,0,9199,0.0,0,0,0,0,0.0,0.0
0,0.0,4854,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,8119,0.0,0,0,0,0,0.0,0.0
0,0.0,4109,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,1,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,5172,0.0,0,0,0,0,0.0,0.0
0,0.0,5714,0,0,0,0,1,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,8853,0.0,0,0,0,0,0.0,0.0
0,0.0,9272,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,4326,0.0,0,0,0,0,0.0,0.0
0,0.0,1674,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,1,2017.0,0.0,0,0,0,1,0,2523,0.0,0,0,0,0,0.0,0.0
0,0.0,6727,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,2490,0.0,0,0,0,0,0.0,0.0
0,0.0,4893,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,6854,0.0,0,0,0,0,0.0,0.0
0,0.0,8907,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,4616,0.0,0,0,0,0,0.0,0.0
0,0.0,9855,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,1.0,0,0.0,1,0,0.0,0,0,2010.0,0.0,0,0,0,1,0,9697,0.0,0,0,0,0,0.0,0.0
0,0.0,1767,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,1,0,6470,1.0,0,0,0,0,0.0,0.0
0,0.0,4094,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,0,1,0,5158,0.0,0,0,0,0,0.0,0.0
0,0.0,4043,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,4269,0.0,0,0,0,0,0.0,0.0
0,0.0,6668,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,1,0,3424,0.0,0,0,0,0,1.0,0.0
0,0.0,2654,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,1,0,0.0,0,0,2011.0,1.0,0,0,0,1,0,5031,0.0,0,0,0,1,0.0,0.0
0,0.0,5074,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,1,2020.0,0.0,0,0,0,1,0,5139,0.0,0,0,0,0,1.0,0.0
0,0.0,2040,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,0,1,0,6060,0.0,0,0,0,0,0.0,0.0
0,0.0,8741,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,0,1,0,5989,0.0,0,0,0,0,0.0,0.0
0,0.0,2140,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,5010,0.0,0,0,1,0,0.0,0.0
0,0.0,1287,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,1,0,8654,1.0,0,0,0,0,0.0,0.0
0,0.0,8490,0,1,0,0,0,4096,1,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,1,2016.0,0.0,0,0,0,1,0,1886,0.0,0,0,0,0,0.0,0.0
0,0.0,4680,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2008.0,1.0,0,0,0,1,0,2678,0.0,0,0,1,0,0.0,0.0
0,0.0,2705,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,8853,0.0,0,0,0,0,0.0,0.0
0,0.0,1098,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,9,0,0,0.0,0,0.0,0,1,0.0,0,0,2006.0,1.0,0,0,0,1,0,7514,0.0,0,0,0,0,0.0,0.0
0,0.0,2066,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,1998.0,0.0,0,0,0,1,0,1930,0.0,0,0,0,0,1.0,0.0
0,0.0,5893,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,4077,0.0,0,0,1,0,0.0,0.0
0,0.0,2205,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,1,0,9806,0.0,0,0,0,0,1.0,0.0
0,0.0,3388,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,1,0.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,6275,0.0,0,1,1,0,1.0,0.0
0,0.0,9365,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,2187,0.0,0,0,0,0,0.0,0.0
0,0.0,3870,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2006.0,1.0,0,0,0,1,0,7578,0.0,0,0,0,0,0.0,0.0
0,0.0,9343,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,0,1,0,2490,0.0,0,0,0,0,0.0,0.0
0,0.0,2729,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,7672,1.0,0,0,0,0,0.0,0.0
0,0.0,3708,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,1,0,1,1.0,0,0.0,0,0,0.0,0,1,2018.0,0.0,0,0,0,1,0,7765,0.0,0,0,0,0,0.0,0.0
0,0.0,4232,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,0,1,0,6554,0.0,0,0,0,0,0.0,0.0
0,0.0,1166,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,1,0,0,1,0,8993,0.0,0,0,0,0,0.0,0.0
0,0.0,1732,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,9389,0.0,0,0,0,0,0.0,0.0
0,0.0,5964,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,6689,0.0,0,0,0,0,0.0,0.0
0,0.0,1302,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,0,1,0,4946,0.0,0,0,0,0,0.0,0.0
0,0.0,7364,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,3715,0.0,0,0,0,0,0.0,0.0
0,0.0,7674,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2011.0,1.0,1,0,0,1,0,6323,0.0,0,0,0,0,0.0,0.0
0,0.0,8747,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,5980,0.0,0,0,0,0,0.0,0.0
0,0.0,1250,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,7424,0.0,0,0,0,1,0.0,0.0
0,0.0,9005,0,0,0,0,0,1818,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,1,0,6492,0.0,0,0,0,0,0.0,0.0
0,0.0,6081,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2006.0,1.0,0,0,0,1,0,6417,0.0,0,0,0,0,0.0,0.0
0,0.0,2346,0,1,0,0,0,4096,1,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,5010,0.0,0,0,0,0,0.0,0.0
0,0.0,4252,0,0,1,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,1,2021.0,0.0,0,0,0,1,0,8572,0.0,0,0,0,0,0.0,0.0
0,0.0,7625,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,1999.0,0.0,0,0,0,1,0,5123,0.0,0,0,0,0,1.0,0.0
0,0.0,8793,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,1999.0,0.0,0,0,0,1,0,4077,0.0,0,0,0,1,1.0,0.0
0,0.0,9343,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,4506,0.0,0,0,0,0,0.0,0.0
0,0.0,3462,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,1996.0,0.0,1,0,0,1,0,7085,0.0,0,0,0,0,1.0,0.0
0,0.0,4689,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,0,1,0,2813,0.0,0,0,0,0,0.0,0.0
0,0.0,9219,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,0,0,1,0,5053,0.0,0,0,0,0,0.0,0.0
0,0.0,1811,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,8,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,0,1,0,1036,0.0,0,0,0,0,0.0,0.0
0,0.0,3572,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,6492,0.0,0,0,0,0,0.0,0.0
0,0.0,9831,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,0,0,1,0,8779,0.0,0,0,0,0,0.0,0.0
0,0.0,1683,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,4633,0.0,0,0,0,0,0.0,0.0
0,0.0,9831,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,1,0,1,0,6275,0.0,0,0,0,0,0.0,0.0
0,0.0,8877,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,5,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,0,1,0,3939,0.0,0,0,0,0,1.0,0.0
0,0.0,9321,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,1,0,0,1,0,4871,0.0,0,0,0,0,0.0,0.0
0,0.0,5629,0,0,0,0,0,7603,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2012.0,1.0,0,0,0,1,0,3491,0.0,0,0,0,0,0.0,0.0
0,0.0,9296,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,1,0,3052,0.0,0,0,0,0,0.0,0.0
0,0.0,7691,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0,0,1998.0,1.0,0,1,0,1,0,8037,0.0,0,0,0,0,0.0,0.0
1,0.0,8937,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,1,0,9756,0.0,0,0,0,0,0.0,0.0
0,0.0,7389,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2003.0,1.0,0,0,0,1,0,8686,0.0,0,0,0,0,0.0,0.0
0,0.0,1957,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,1,2019.0,0.0,1,0,0,1,0,9806,1.0,0,0,0,0,0.0,0.0
0,0.0,6233,0,0,1,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,1,0,1,0,9012,0.0,0,0,0,0,0.0,0.0
0,0.0,6045,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,0,1,0,4617,0.0,0,0,0,0,0.0,0.0
0,0.0,8627,0,0,0,0,0,7603,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2013.0,1.0,0,0,0,1,0,2351,0.0,0,0,0,0,0.0,0.0
0,0.0,6576,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,1,0,0,1,0,7517,0.0,0,0,0,0,0.0,0.0
0,0.0,4674,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,0,0,1,1,2020,0.0,0,0,0,0,0.0,0.0
0,0.0,4558,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,0,1,0,4129,0.0,0,0,0,0,0.0,0.0
0,0.0,9993,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,1,0,2267,1.0,0,0,0,0,0.0,0.0
0,0.0,8171,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,2600,1.0,0,0,0,0,0.0,0.0
0,0.0,7811,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,1,0,4999,0.0,0,0,0,0,0.0,0.0
0,0.0,5739,0,0,1,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,1,2021.0,0.0,0,0,0,1,0,4461,0.0,0,0,0,0,0.0,0.0
0,0.0,3887,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,1,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,8364,0.0,0,0,0,0,0.0,0.0
0,0.0,7674,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2008.0,1.0,0,0,0,1,0,6323,0.0,0,0,0,1,0.0,0.0
0,0.0,9019,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,1879,0.0,0,0,0,0,0.0,0.0
0,0.0,1611,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,1546,0.0,0,0,0,0,1.0,0.0
0,0.0,4276,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,8517,0.0,0,0,0,0,0.0,0.0
0,0.0,4920,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,1995.0,0.0,0,0,0,1,1,8450,0.0,0,0,0,0,0.0,0.0
0,0.0,5072,0,0,0,0,1,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,9201,0.0,0,0,0,0,0.0,0.0
0,0.0,8258,0,0,0,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,0,0,1,0,1903,0.0,0,1,0,0,0.0,0.0
0,0.0,7433,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,1798,0.0,0,0,0,0,0.0,0.0
0,0.0,5853,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,0,1,0,9831,0.0,0,0,0,0,0.0,0.0
0,0.0,2520,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,7498,0.0,0,0,0,0,0.0,0.0
0,0.0,1124,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,0,1,0,8580,0.0,0,0,0,0,0.0,0.0
0,0.0,3855,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,0,1,0,6884,0.0,0,0,0,0,0.0,0.0
0,0.0,2887,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,1,0,1322,0.0,0,0,0,0,0.0,0.0
0,0.0,3719,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,7162,0.0,0,0,0,0,0.0,0.0
0,0.0,7493,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,1,0.0,0,0,2020.0,0.0,0,0,0,1,0,3825,0.0,0,1,0,0,0.0,0.0
0,0.0,2118,0,0,1,1,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,1,0,1,0,4872,0.0,0,0,0,0,0.0,0.0
