help,rating_R,cast,man,man,finds,high,high,family,father,country,young,love,love,woman,home,duration,life,life,rating_TV-Y7-FV,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,movie,type,group,director,rating_TV-PG,christmas,friends,rating_TV-Y7,rating_PG-13
0,0.0,3688,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,1671,0.0,0,0,1.0,0.0
0,0.0,9099,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,8303,0.0,0,0,0.0,0.0
0,0.0,7794,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,4296,0.0,0,0,0.0,0.0
0,0.0,2755,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,9031,0.0,0,0,0.0,0.0
0,0.0,8829,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,1,0,8722,0.0,0,0,0.0,0.0
0,0.0,1349,0,0,0,0,0,0,0,1325,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,1662,0.0,0,0,0.0,0.0
0,0.0,3390,0,0,0,0,0,0,0,3543,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,1,0,5270,0.0,0,0,0.0,0.0
0,0.0,1419,0,0,0,0,0,0,0,3543,0,0,0,0,0,2,0,0,1.0,0.0,0,0,0.0,0,0,0.0,0,1,2014.0,0.0,0,0,1,0,7234,0.0,0,0,0.0,0.0
0,0.0,3283,0,0,0,0,0,0,0,3543,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,1,0,9530,0.0,0,0,0.0,0.0
0,0.0,1787,0,0,0,0,0,0,0,3543,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,1,0,6338,0.0,0,0,0.0,0.0
0,0.0,8827,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,9714,0.0,0,0,0.0,0.0
0,0.0,5329,0,0,0,0,0,0,0,7969,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,7954,0.0,0,0,0.0,0.0
0,0.0,6097,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,1,0,1,0,2542,0.0,0,0,0.0,0.0
0,0.0,6090,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,2439,0.0,0,0,0.0,0.0
0,0.0,9485,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,1,0,8858,0.0,0,0,0.0,0.0
0,0.0,5329,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,1,0,1,0,8189,0.0,0,0,0.0,0.0
0,0.0,3989,0,0,0,0,0,0,0,9337,0,0,0,0,0,9,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,5053,0.0,0,0,0.0,0.0
0,0.0,2432,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,4350,0.0,0,0,0.0,0.0
0,0.0,8674,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,3651,0.0,0,0,0.0,0.0
0,0.0,7666,0,0,0,0,0,0,0,3325,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,4255,0.0,0,0,0.0,0.0
0,0.0,2449,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,3027,0.0,0,0,0.0,0.0
0,0.0,3653,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,1.0,0,1,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,2412,0.0,0,0,0.0,0.0
0,0.0,9273,0,0,0,0,0,0,0,6044,0,0,0,0,0,9,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,9344,0.0,0,0,0.0,0.0
0,0.0,5849,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,1,0,1,0,7684,0.0,0,0,1.0,0.0
0,0.0,2668,0,0,0,0,0,0,0,7969,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,1879,0.0,0,0,0.0,0.0
0,0.0,7972,0,0,0,0,0,1,0,9337,0,0,0,0,0,4,0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,2439,0.0,0,0,0.0,0.0
0,0.0,5242,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,1,0,6231,1.0,0,0,0.0,0.0
0,0.0,4018,0,0,0,0,0,0,0,6044,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,0,1,1,3617,1.0,0,0,0.0,0.0
0,0.0,4691,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,4173,0.0,0,0,0.0,0.0
0,0.0,9647,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,5197,0.0,0,0,0.0,0.0
0,0.0,4036,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,0,1,0,5465,0.0,0,0,0.0,0.0
0,0.0,1730,0,0,0,0,0,0,0,7969,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,5124,0.0,0,0,1.0,0.0
0,0.0,4147,0,0,0,0,0,0,0,9337,0,0,0,0,0,6,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,1,0,3472,0.0,0,0,0.0,0.0
0,0.0,6996,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,7380,0.0,0,0,0.0,0.0
0,0.0,7775,0,0,0,0,0,0,0,3543,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,1,0,3011,0.0,0,0,0.0,0.0
0,0.0,3251,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,7735,0.0,0,0,1.0,0.0
0,0.0,8071,0,0,0,0,0,0,0,3543,0,0,0,0,0,2,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,2646,0.0,0,0,0.0,0.0
0,0.0,8666,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,0,1,0,3757,0.0,0,0,0.0,0.0
0,0.0,5366,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2006.0,1.0,0,0,1,0,1129,0.0,0,0,0.0,0.0
0,0.0,4641,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,1,0,3650,0.0,0,0,0.0,0.0
0,0.0,6611,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,9109,0.0,0,0,0.0,0.0
0,0.0,9551,0,0,0,0,0,0,0,7819,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,2020.0,0.0,0,0,1,0,5797,1.0,0,0,0.0,0.0
0,0.0,4564,0,0,0,0,0,0,0,3325,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,1,0,4088,0.0,0,0,0.0,0.0
0,0.0,7322,0,0,0,0,0,0,0,6044,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,1,0,2535,0.0,0,0,0.0,0.0
0,0.0,9703,0,0,0,0,0,0,0,9337,0,0,0,0,0,6,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,1.0,0,0,1,0,8536,0.0,0,0,0.0,0.0
0,0.0,9076,0,0,0,0,0,0,0,3325,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,6099,0.0,0,0,0.0,0.0
0,0.0,2346,0,0,0,0,0,0,0,6044,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,1,0,5513,0.0,0,0,0.0,0.0
0,0.0,1741,0,0,0,0,0,0,0,9337,1,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,9353,0.0,0,0,0.0,0.0
0,0.0,4523,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,2906,0.0,0,0,0.0,0.0
0,0.0,4691,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,4085,0.0,0,0,0.0,0.0
0,0.0,5604,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,1,0,6443,0.0,0,0,0.0,0.0
0,0.0,8606,0,0,0,0,0,0,0,5288,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,1323,0.0,0,0,0.0,0.0
0,0.0,3974,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,1,2020.0,0.0,0,0,1,0,9018,0.0,0,0,0.0,0.0
0,0.0,1834,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,1483,0.0,0,0,1.0,0.0
0,0.0,6363,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,1,0,1674,0.0,0,0,0.0,0.0
0,0.0,7965,0,0,0,0,0,0,0,9337,0,0,0,0,0,10,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,2074,0.0,0,0,0.0,0.0
0,0.0,5467,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2005.0,1.0,0,0,1,0,5424,0.0,0,0,0.0,0.0
0,0.0,3917,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,1.0,1,0,1,0,1039,0.0,0,0,0.0,0.0
0,0.0,7129,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,1,0,2377,0.0,0,0,0.0,0.0
0,0.0,7151,0,0,0,0,0,0,0,3543,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,1,0,7735,0.0,0,0,0.0,0.0
0,0.0,8305,0,0,0,0,0,0,0,3543,0,0,0,0,0,2,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2007.0,0.0,0,0,1,0,7233,0.0,0,0,0.0,0.0
0,0.0,4389,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2006.0,1.0,0,0,1,0,5316,0.0,0,0,0.0,0.0
0,0.0,9865,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,0,1,0,7047,0.0,0,0,1.0,0.0
0,0.0,2275,0,0,0,0,0,0,0,3543,0,0,0,0,0,2,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,2646,0.0,0,0,0.0,0.0
0,0.0,2719,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,5008,0.0,0,0,0.0,0.0
0,0.0,2851,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,1,0,1127,0.0,0,0,0.0,0.0
0,0.0,2499,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,1,0,4824,0.0,0,0,0.0,0.0
0,0.0,3242,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,1,0,8477,1.0,0,0,0.0,0.0
0,0.0,1741,0,0,0,0,0,0,0,9337,1,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,9353,0.0,0,0,0.0,0.0
0,0.0,8335,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,3039,0.0,0,0,0.0,0.0
0,0.0,2903,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,4141,0.0,0,0,0.0,0.0
0,0.0,4523,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,2906,0.0,0,0,0.0,0.0
0,0.0,5995,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,1,0,8299,0.0,0,0,0.0,0.0
0,0.0,3040,0,0,0,0,0,0,0,7969,0,0,0,0,0,2,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,4544,0.0,0,0,0.0,0.0
0,0.0,8519,0,0,0,0,0,0,0,3543,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,0.0,0,0,1,0,1039,0.0,0,0,1.0,0.0
0,0.0,6122,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,3713,0.0,0,0,0.0,0.0
0,0.0,9970,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,0,1,0,4117,1.0,0,0,0.0,0.0
0,0.0,4410,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,3939,0.0,0,0,1.0,0.0
0,0.0,2018,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,1558,0.0,0,0,0.0,0.0
0,0.0,9279,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2012.0,1.0,0,0,1,0,3951,0.0,0,0,0.0,0.0
0,0.0,6522,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,0,1,0,5961,0.0,0,0,0.0,0.0
0,0.0,7063,0,0,0,0,0,0,0,6044,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,1,0,4722,0.0,0,0,0.0,0.0
0,0.0,4489,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,1,0,3796,0.0,0,0,0.0,0.0
0,0.0,5868,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,5053,0.0,0,0,0.0,0.0
0,0.0,7719,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,5553,0.0,0,0,0.0,0.0
0,0.0,6840,0,0,0,0,0,0,0,3325,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,7022,0.0,0,0,0.0,0.0
0,0.0,4432,0,0,0,0,0,1,0,9337,0,0,0,0,0,4,0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,2439,0.0,0,0,0.0,0.0
0,0.0,3710,0,0,0,0,0,0,0,9337,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,1027,0.0,0,0,0.0,0.0
0,0.0,3369,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,0,1,0,5513,0.0,0,0,1.0,0.0
0,0.0,8461,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,6316,0.0,0,0,0.0,0.0
0,0.0,8071,0,0,0,0,0,0,0,9337,0,0,0,0,0,6,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,4401,0.0,0,0,0.0,0.0
0,0.0,6476,0,0,0,0,0,0,0,9337,1,0,0,0,0,3,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,1,0,5664,0.0,0,0,0.0,0.0
0,0.0,8670,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,9096,0.0,0,0,1.0,0.0
0,0.0,3461,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,0,6267,0.0,0,0,1.0,0.0
0,0.0,4775,0,0,0,0,0,0,0,9337,0,0,0,0,0,8,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,0,1,0,2657,0.0,0,0,0.0,0.0
0,0.0,6890,0,0,0,0,0,0,0,6044,0,0,0,0,0,3,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2011.0,1.0,0,0,1,0,4852,0.0,0,0,0.0,0.0
0,0.0,1343,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,1,1,5006,0.0,0,0,0.0,0.0
0,0.0,1227,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,1,0,2772,0.0,0,0,0.0,0.0
0,0.0,9631,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,1,1,4191,0.0,0,0,0.0,0.0
0,0.0,2018,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,1558,0.0,0,0,0.0,0.0
0,0.0,9551,0,0,0,0,0,0,0,7819,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,2020.0,0.0,0,0,1,0,2282,1.0,0,0,0.0,0.0
0,0.0,7255,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,2019.0,1.0,1,0,1,0,5339,0.0,0,0,0.0,0.0
0,0.0,2761,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,0,1,0,6534,0.0,0,0,0.0,0.0
