girls,rating_R,cast,man,man,high,high,family,country,young,love,love,woman,rating_TV-G,home,king,duration,life,life,rating_TV-MA,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,6506,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.6370925212652,0.0,0,0,0,1,0,6069,1.0,0,0,0,0,0.0,0.0
0,0.0,1287,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.1941197372157526,0,0.0,0,0,0.0,0,0,2016.3882394744314,0.8058802627842474,0,0,0,1,0,2439,0.0,0,0,0,0,0.0,0.0
0,0.0,2117,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.7243510728644192,0,0.0,0,0,0.0,0,0,2020.7243510728645,0.0,0,0,0,1,0,9151,0.0,0,0,0,0,0.27564892713558076,0.0
0,0.0,7510,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.239775579728,0.17711079710399946,0,0,0,1,0,5454,0.8228892028960005,0,0,0,0,0.0,0.0
0,0.0,9855,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.2777745699427,1.0,0,0,0,1,0,9487,0.0,0,0,0,0,0.0,0.0
0,0.0,6832,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.9684292068576021,0,0.0,0,0,0.0,0,0,2018.5895796891489,0.03157079314239786,0,0,0,1,0,7461,0.0,0,0,0,0,0.0,0.0
0,0.0,8882,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.4157204882192,1.0,0,0,0,1,0,7274,0.0,0,0,0,0,0.0,0.0
0,0.0,6727,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.01575764362768195,0,0.0,0,0,0.0,0,0,2017.9684847127446,0.0,0,0,0,1,0,1487,0.984242356372318,0,0,0,0,0.0,0.0
0,0.0,1563,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.5242265872075,0.865838780655219,0,0,0,1,0,6255,0.13416121934478098,0,0,0,0,0.0,0.0
0,0.0,4068,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2010.8858352574994,1.0,0,1,0,1,0,6087,0.0,0,0,0,0,0.0,0.0
0,0.0,1964,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.648590000016,1.0,0,0,0,1,0,7496,0.0,0,0,0,0,0.0,0.0
0,0.0,2394,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.4861878292623225,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,3182,0.5138121707376775,0,0,0,0,0.0,0.0
0,0.0,7730,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.6457800612296395,0,0.0,0,0,0.0,0,0,2018.2289003061483,0.0,0,0,0,1,0,2118,0.0,0,0,0,0,0.3542199387703605,0.0
0,0.0,7335,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.4232031117772,1.0,0,0,0,1,0,9806,0.0,0,0,0,0,0.0,0.0
0,0.0,8410,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2017.3189513815553,0.0,0,0,0,1,0,1945,0.0,0,0,0,0,0.0,0.0
0,0.0,2841,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.6672962445493,0.1332703755450615,0,0,0,1,0,1166,0.0,0,0,0,0,0.8667296244549385,0.0
0,0.0,6692,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.7695451126679329,0,0.0,0,0,0.0,0,0,2013.6913646619962,0.0,0,0,0,1,0,5255,0.0,0,0,0,0,0.2304548873320671,0.0
0,0.0,1168,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.6982387253870641,0,0.0,0,0,0.0,0,0,2018.301761274613,0.3017612746129359,0,0,0,1,0,7715,0.0,0,0,0,0,0.0,0.0
0,0.0,3760,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.8676150112694,1.0,0,0,0,1,0,5130,0.0,0,0,0,0,0.0,0.0
0,0.0,5639,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2010.5112942144588,0.7556471072294126,0,0,0,1,0,3953,0.0,0,0,0,0,0.24435289277058736,0.0
0,0.0,3070,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2012.6700111355015,0.2670011135501563,0,0,0,1,0,1819,0.7329988864498437,0,0,0,0,0.0,0.0
0,0.0,8817,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.26155416363626527,0,0.0,0,0,0.0,0,0,2019.2615541636362,0.0,0,0,0,1,0,1397,0.7384458363637347,0,0,0,0,0.0,0.0
0,0.0,3777,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.8168539481543644,0,0.0,0,0,0.0,0,0,2017.450561844463,0.1831460518456356,0,0,0,1,0,5111,0.0,0,0,0,0,0.0,0.0
0,0.0,5639,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2010.7621292511824,0.8810646255912021,0,0,0,1,0,3953,0.0,0,0,0,0,0.11893537440879787,0.0
0,0.0,2047,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2013.4286147312664,0.0,0,0,0,1,0,5385,0.0,0,0,0,0,0.0,0.0
0,0.0,5531,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2014.9793450483855,0.0,0,0,0,1,0,8376,0.6735516505381683,0,0,0,0,0.32644834946183166,0.0
0,0.0,4614,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.3721280202172573,0,0.0,0,0,0.0,0,0,2010.9540483234762,0.0,0,0,0,1,0,4572,0.0,0,0,0,0,0.6278719797827427,0.0
0,0.0,9224,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.8418613805611891,0,0.0,0,0,0.0,0,0,2019.158138619439,0.0,0,0,0,1,0,3415,0.0,0,0,0,0,0.1581386194388109,0.0
0,0.0,2175,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.05587744724596788,0,0.0,0,0,0.0,0,0,2019.111754894492,0.0,0,0,0,1,0,7211,0.9441225527540321,0,0,0,0,0.0,0.0
0,0.0,8879,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.10052822188775778,0,0.0,0,0,0.0,0,0,2015.6031693313266,0.8994717781122422,0,1,0,1,0,1715,0.0,0,0,0,0,0.0,0.0
0,0.0,5714,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.17530421446180866,0,0.0,0,0,0.0,0,0,2016.3506084289236,0.8246957855381913,0,0,0,1,0,4185,0.0,0,0,0,0,0.0,0.0
0,0.0,6253,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.6814170199286409,0,0.0,0,0,0.0,0,0,2013.451336159429,0.0,0,0,0,1,0,6661,0.3185829800713591,0,0,0,0,0.0,0.0
0,0.0,2155,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2015.912540674614,0.0,0,0,0,1,0,4901,0.0,0,0,0,0,0.0,0.0
0,0.0,3786,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,0.45140688615266533,0,0.0,0,0,0.0,0,0,2014.9654757476794,0.5485931138473347,0,0,0,1,0,9450,0.0,0,0,0,0,0.0,0.0
0,0.0,7961,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.8385030372344,0.0,0,0,0,1,0,9015,0.0,0,0,0,0,0.0,0.0
0,0.0,6146,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.5800677177676503,0,0.0,0,0,0.0,0,0,2017.4804063066058,0.0,0,0,0,1,0,6690,0.4199322822323497,0,0,0,0,0.0,0.0
0,0.0,5429,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2020.9114321213337,0.0,0,0,0,1,0,3833,0.0,0,0,0,0,1.0,0.0
0,0.0,7852,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2011.6037028486721,0.0,0,0,0,1,0,4986,0.0,0,0,0,0,0.0,0.0
0,0.0,6226,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.43880662210825816,0,0.0,0,0,0.0,0,0,2019.4388066221084,0.5611933778917418,0,0,0,1,0,3377,0.0,0,0,0,0,0.0,0.0
0,0.0,7404,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.0,0.5811452748002593,0,0,0,1,0,9782,0.41885472519974065,0,0,0,0,0.0,0.0
0,0.0,5072,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.12218985550601758,0,0.0,0,0,0.0,0,0,2003.3216072546143,0.8778101444939824,0,0,0,1,0,5059,0.0,0,0,0,0,0.0,0.0
0,0.0,4133,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.31312744697547157,0,0.0,0,0,0.0,0,0,2016.0,0.6868725530245284,0,0,0,1,0,2287,0.0,0,0,0,0,0.0,0.0
0,0.0,8090,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.7489224227793437,0,0.0,0,0,0.0,0,0,2017.740301805014,0.25107757722065627,0,0,0,1,0,1782,0.0,0,0,0,0,0.0,0.0
0,0.0,3916,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2013.0569893161523,0.0,0,0,0,1,0,2871,0.0,0,0,0,0,1.0,0.0
0,0.0,8879,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.7723852028587096,0,0.0,0,0,0.0,0,0,2019.6343112171523,0.2276147971412904,0,1,0,1,0,1846,0.0,0,0,0,0,0.0,0.0
0,0.0,8806,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2013.8437954175909,1.0,0,0,0,1,0,7330,0.0,0,0,0,0,0.0,0.0
0,0.0,2490,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.6993915382563186,0,0.0,0,0,0.0,0,0,2014.3926984590757,0.3006084617436814,0,0,0,1,0,3786,0.0,0,0,0,0,0.0,0.0
0,0.0,1590,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,1,0.0,0,0.0,0,0,0.0,0,0,2016.236393336499,0.0,0,0,0,1,0,2411,0.6272677772501466,0,0,0,0,0.3727322227498534,0.0
0,0.0,2455,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.1712930423337,0.0,0,0,0,1,0,6289,0.0,0,0,0,0,0.0,0.0
0,0.0,2747,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2014.0661492177262,0.0,0,0,0,1,0,6896,0.0,0,0,0,0,0.0,0.0
0,0.0,7158,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.30074704911640393,0,0.0,0,0,0.0,0,0,2009.7067234420476,0.6992529508835961,0,0,0,1,0,6181,0.0,0,0,0,0,0.0,0.0
0,0.0,8999,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.16957171535403404,0,0.0,0,0,0.0,0,0,2018.3217131385838,0.830428284645966,0,0,0,1,0,8497,0.0,0,0,0,0,0.0,0.0
0,0.0,7080,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2008.6602373688822,0.7628232330168283,0,0,0,1,0,6171,0.2371767669831717,0,0,0,0,0.0,0.0
0,0.0,7433,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.4861808557245201,0,0.0,0,0,0.0,0,0,2018.9723617114491,0.5138191442754799,0,0,0,1,0,5010,0.0,0,0,0,0,0.0,0.0
0,0.0,8505,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2019.867259610278,0.0,0,0,0,1,0,1860,0.0,0,0,0,0,0.0,0.0
0,0.0,5949,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.1580794874643905,0,0.0,0,0,0.0,0,0,2020.1580794874644,0.8419205125356095,0,0,0,1,0,5206,0.0,0,0,0,0,0.0,0.0
0,0.0,2972,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.407620881014,0.6019052202535082,0,0,0,1,0,5179,0.39809477974649177,0,0,0,0,0.0,0.0
0,0.0,1701,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.00031101252880083585,0,0.0,0,0,0.0,0,0,2008.003110125288,0.9996889874711992,0,0,0,1,0,3838,0.0,0,0,0,0,0.0,0.0
0,0.0,4619,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,0.47485623686661127,0,0.0,0,0,0.0,0,0,2013.7988498949328,0.5251437631333887,0,0,0,1,0,9327,0.0,0,0,0,0,0.0,0.0
0,0.0,7988,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2010.294234386938,0.7450850681180249,0,0,0,1,0,5321,0.2549149318819751,0,0,0,0,0.0,0.0
0,0.0,6093,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.2630078238617,1.0,0,0,0,1,0,1906,0.0,0,0,0,0,0.0,0.0
0,0.0,1754,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2003.0752337172487,1.0,0,0,0,1,0,4293,0.0,0,0,0,0,0.0,0.0
0,0.0,1686,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0,0,2000.185861383833,0.16940876911900915,0,0,0,1,0,7516,0.0,0,0,0,0,0.8305912308809908,0.0
0,0.0,1475,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.9200892998522318,0,0.0,0,0,0.0,0,0,2019.4406250989657,0.07991070014776824,0,0,0,1,0,8018,0.0,0,0,0,0,0.0,0.0
0,0.0,3543,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.2714982541374,0.8642508729312879,0,0,0,1,0,4383,0.0,0,0,0,0,0.13574912706871212,0.0
0,0.0,8551,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2015.0,0.4573180916475966,0,0,0,1,0,9781,0.0,0,0,0,0,0.5426819083524034,0.0
0,0.0,2865,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.32715387341899227,0,0.0,0,0,0.0,0,0,2020.672846126581,0.6728461265810077,0,0,0,1,0,4326,0.0,0,0,0,0,0.0,0.0
0,0.0,2943,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.0611867780694,1.0,0,0,0,1,0,7517,0.0,0,0,0,0,0.0,0.0
0,0.0,1601,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.9316882891165166,0,0.0,0,0,0.0,0,0,2020.3168828911653,0.06831171088348342,0,0,0,1,0,2575,0.0,0,0,0,0,0.0,0.0
0,0.0,3882,0,0,0,0,0,9337,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2020.0,0.9560242936776493,0,0,0,1,0,1914,0.0,0,0,0,0,0.043975706322350705,0.0
0,0.0,4724,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.8388062763146682,0,0.0,0,0,0.0,0,0,2016.7104502105174,0.1611937236853318,0,0,0,1,0,9238,0.0,0,0,0,0,0.0,0.0
0,0.0,7402,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.5549354577022477,0,0.0,0,0,0.0,0,0,2018.0,0.4450645422977523,0,0,0,1,0,3819,0.0,0,0,0,0,0.0,0.0
0,0.0,6941,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,1,0,0,0.11692137679042469,0,0.0,0,0,0.0,0,0,2016.9477076088863,0.8830786232095753,0,0,0,1,0,3782,0.0,0,0,0,0,0.0,0.0
0,0.0,2543,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.6949089202882615,0,0.0,0,0,0.0,0,0,2020.6949089202883,0.30509107971173854,0,0,0,1,0,5422,0.0,0,0,0,0,0.0,0.0
0,0.0,7866,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,0.46176657898505913,0,0.0,0,0,0.0,0,0,2008.235331579701,0.0,0,0,0,1,0,7890,0.0,0,0,0,1,0.5382334210149409,0.0
0,0.0,3789,0,0,0,0,0,8921,0,0,0,0,0.0,0,0,1,0,0,0.2398653953041079,0,0.0,0,0,0.0,0,0,2013.398653953041,0.7601346046958921,0,0,0,1,0,5698,0.0,0,0,0,0,0.0,0.0
0,0.0,6727,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,2,0,0,1.0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,0,1,0,2490,0.0,0,0,0,0,0.0,0.0
0,0.0,4782,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,5,0,0,0.0,0,0.0,0,0,0.0,0,0,2010.0,1.0,0,0,0,1,0,9444,0.0,0,0,0,0,0.0,0.0
0,0.0,6808,0,0,0,0,0,4096,0,0,0,0,0.0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.533350137862,0.0,0,0,0,1,0,3448,0.5888916896436608,0,0,0,0,0.4111083103563392,0.0
0,0.0,6241,0,0,0,0,0,4096,1,0,0,0,0.0,0,0,2,0,0,0.3996122042873923,0,0.0,0,0,0.0,0,0,2015.4015511828504,0.6003877957126077,0,0,0,1,0,4901,0.0,0,0,0,0,0.0,0.0
