help,rating_R,cast,little,finds,high,high,family,father,country,young,love,love,woman,story,american,king,duration,black,life,life,rating_TV-Y7-FV,rating_TV-MA,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,9354,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.5845324777744956,0.0,0,0,0.0,0,0,2016.9226623888724,0.0,0,0,0,1,0,9805,0.0,0,0,0,0.4154675222255044,0.0
0,0.0,5132,0,0,0,0,0,0,4061,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2017.6588449864655,0.0,0,0,0,1,0,7803,0.0,0,0,0,0.0,0.0
0,0.0,8327,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,4,0,0,0,0.0,0.09669496095597607,0.0,0,0,0.0,0,0,2019.193389921912,0.9033050390440239,0,0,0,1,0,3578,0.0,0,0,0,0.0,0.0
0,0.0,1607,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,0,1,0,3641,0.0,0,0,0,0.0,0.0
0,0.0,7679,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2013.0488467693585,0.0,0,0,0,1,0,9330,0.4877883076603442,0,0,0,0.0,0.0
0,0.0,7962,0,0,0,0,0,0,2658,0,0,0,0,0,0,0,1,0,0,0,0.016027457730664718,0.9839725422693353,0.0,0,0,0.0,0,0,2017.9358901690773,0.0,0,0,0,1,0,7263,0.0,0,0,0,0.0,0.0
0,0.0,3183,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.4267413000498,0.0,0,0,0,1,0,2813,0.0,0,0,0,0.0,0.0
0,0.0,5192,0,0,0,0,0,0,3309,0,0,0,0,0,0,0,1,0,0,0,0.0,0.023355872317361248,0.0,0,0,0.0,0,0,2018.0467117446346,0.9766441276826388,0,0,0,1,0,8501,0.0,0,0,0,0.0,0.0
0,0.0,2946,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.4544830619016,0.0,1,0,0,1,0,5282,0.5455169380985385,0,0,0,0.4544830619014615,0.0
0,0.0,9070,0,0,0,0,0,0,3859,0,0,0,0,0,0,0,2,0,0,0,0.0,0.7096261965896894,0.0,0,0,0.0,0,0,2014.3866357693073,0.2903738034103106,0,0,0,1,0,8515,0.0,0,0,0,0.0,0.0
0,0.0,8183,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2016.5965374645277,0.0,0,0,0,1,0,9524,0.0,0,0,0,0.0,0.0
0,0.0,1442,0,0,0,0,0,0,2644,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.724273234568,0.0,0,0,0,1,0,9178,0.0,0,0,0,0.0,0.0
0,0.0,1528,0,0,0,0,0,0,7815,0,0,0,0,0,0,0,1,0,0,0,0.0,0.3288498527445489,0.0,0,0,0.0,0,0,2018.9865495582337,0.0,0,0,0,1,0,5348,0.6711501472554511,0,0,0,0.0,0.0
0,0.0,5786,0,0,0,0,0,0,8040,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.0,0.0,1,0,0,1,0,5292,1.0,0,0,0,0.0,0.0
0,0.0,4260,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.2505014181025468,0.0,0,0,0.0,0,0,2010.0060170172305,0.0,0,0,0,1,0,9922,0.0,0,0,0,0.7494985818974532,0.0
0,0.0,4121,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,6,0,0,0,0.0,0.2807164460695818,0.0,0,0,0.0,0,0,2005.6143289213917,0.0,0,0,0,1,0,1974,0.7192835539304182,0,0,0,0.0,0.0
0,0.0,6569,0,0,0,0,0,0,4775,0,0,0,0,0,0,0,1,0,0,0,0.0,0.7549397055039179,0.0,0,0,0.0,0,0,2021.0,0.24506029449608213,0,0,0,1,0,7927,0.0,0,0,0,0.0,0.0
0,0.0,1863,0,0,0,0,0,0,1476,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,9103,0.0,0,0,0,0.0,0.0
0,0.0,3988,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,0.9494483546499999,0.0,0,0,0.0,0,0,2016.1011032907,0.05055164535000012,0,0,0,1,0,7097,0.0,0,0,0,0.0,0.0
0,0.0,6757,0,0,0,0,0,0,5063,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.2899811860793,0.0,0,0,0,1,0,9473,0.0,0,0,0,0.0,0.0
0,0.0,2595,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,0,1,0,3939,0.0,0,0,0,1.0,0.0
0,0.0,4329,0,0,0,0,0,0,3685,0,0,0,0,0,0,0,11,0,0,0,0.0,0.2584402676241687,0.0,0,0,0.0,0,0,2019.258440267624,0.7415597323758313,0,0,0,1,0,5497,0.0,0,0,0,0.0,0.0
0,0.0,3875,0,0,0,0,0,0,3897,0,0,0,0,0,0,0,2,0,0,0,0.11549667718245449,0.0,0.0,0,0,0.0,0,0,2017.53801329127,0.0,0,0,0,1,0,8700,0.0,0,0,0,0.8845033228175455,0.0
0,0.0,9128,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,0,1,0,3939,0.0,0,0,0,1.0,0.0
0,0.0,6000,0,0,0,0,0,0,1618,0,0,0,0,0,0,0,1,0,0,0,0.0,0.7377070685142283,0.0,0,0,0.0,0,0,2017.2131212055426,0.2622929314857717,0,0,0,1,0,4650,0.0,0,0,0,0.0,0.0
0,0.0,6916,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2020.1572674243398,0.0,0,0,0,1,0,6635,0.0,0,0,0,1.0,0.0
0,0.0,5780,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.27764448876635084,0.0,0,0,0.0,0,0,2018.7223555112337,0.0,0,0,0,1,0,7640,0.7223555112336492,0,0,0,0.0,0.0
0,0.0,4028,0,0,0,0,0,0,4780,0,0,0,0,0,0,0,1,0,0,0,0.0,0.7438691786481377,0.0,0,0,0.0,0,0,2020.743869178648,0.25613082135186227,0,0,0,1,0,2608,0.0,0,0,0,0.0,0.0
0,0.0,8638,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,0,1,0,3939,0.0,0,0,0,1.0,0.0
0,0.0,4101,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.9993710960923,0.0,0,0,0,1,0,2905,0.0,0,0,0,0.0,0.0
0,0.0,9629,0,0,0,0,0,0,9255,0,0,0,0,0,0,0,2,0,0,0,0.0,0.5571718229946203,0.0,0,0,0.0,0,0,2018.328484531016,0.4428281770053797,0,0,0,1,0,3969,0.0,0,0,0,0.0,0.0
0,0.0,2376,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,7,0,0,0,0.0,0.5533799896213731,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,3800,0.0,0,0,0,0.44662001037862686,0.0
0,0.0,9622,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,6,0,0,0,0.0,0.553327198983669,0.0,0,0,0.0,0,0,2017.7666359949183,0.0,0,0,0,1,0,2836,0.0,0,0,0,0.0,0.0
0,0.0,6255,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.1868787877033089,0.0,0,0,0.0,0,1,2019.3737575754067,0.0,0,0,0,1,1,4510,0.8131212122966911,0,0,0,0.0,0.0
0,0.0,6070,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.392920294171095,0.0,0,0,0.0,0,0,2020.392920294171,0.0,0,0,0,1,0,6522,0.0,0,0,0,0.607079705828905,0.0
0,0.0,8380,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.7038937378068,0.0,0,0,0,1,0,3045,0.0,0,0,0,0.0,0.0
0,0.0,3900,0,0,0,0,0,0,3568,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.2143260407056,0.0,0,0,0,1,0,6531,0.0,0,0,0,0.0,0.0
0,0.0,7177,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,5,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,2183,0.0,0,0,0,0.0,0.0
0,0.0,3312,0,0,0,0,0,0,2992,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.5119554127023,0.0,0,0,0,1,0,9379,0.0,0,0,0,0.0,0.0
0,0.0,8931,0,0,0,0,0,0,6044,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2017.8510750190223,0.3829749936592337,0,0,0,1,0,9428,0.6170250063407663,0,0,0,0.0,0.0
0,0.0,1191,0,0,0,0,0,0,3543,0,0,0,0,0,0,0,4,0,0,0,0.0,0.8123874294569495,0.0,0,0,0.0,0,0,2020.624774858914,0.18761257054305047,0,0,0,1,0,5368,0.0,0,0,0,0.0,0.0
0,0.0,8081,0,0,0,0,0,0,7912,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.383943152438,0.0,0,0,0,1,0,1367,0.0,0,0,0,0.0,0.0
0,0.0,7960,0,0,0,0,0,0,5028,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.7616620571619,0.0,0,0,0,1,0,9646,0.0,0,0,0,0.0,0.0
0,0.0,7508,0,0,0,0,0,0,3656,0,0,0,0,0,0,0,1,0,0,0,0.0,0.009652553008880127,0.0,0,0,0.0,0,0,2014.0289576590267,0.9903474469911199,0,0,0,1,0,6615,0.0,0,0,0,0.0,0.0
0,0.0,9684,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,1.0,0.0,0,1,0.0,0,0,2017.1052731947177,0.0,0,0,0,1,0,4237,0.0,0,0,0,0.0,0.0
0,0.0,9581,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.9320016844377409,0.0,0,0,0.0,0,0,2014.4360387420681,0.0,0,0,0,1,0,6633,0.0679983155622591,0,0,0,0.0,0.0
0,0.0,5723,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,4,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.0373029766208,0.0,0,0,0,1,0,3158,0.0,0,0,0,0.0,0.0
0,0.0,5074,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,2019.0,0.0,0,0,0,1,0,5377,0.0,0,0,0,0.0,0.0
0,0.0,1806,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,2323,0.0,0,0,0,0.0,0.0
0,0.0,4098,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,1,0,0,0,0.0,0.20515810795280354,0.0,0,0,0.0,0,0,2006.4876878351977,0.7948418920471965,0,1,0,1,0,2078,0.0,0,0,0,0.0,0.0
0,0.0,1997,0,0,0,0,0,0,6312,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,8659,0.0,0,0,0,0.0,0.0
0,0.0,6436,0,0,0,0,0,0,6044,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.4043441088531,0.0,0,0,0,1,0,8154,0.0,0,0,0,0.0,0.0
0,0.0,4314,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2017.5369043939204,0.0,0,0,0,1,0,7233,0.0,0,0,0,0.0,0.0
0,0.0,4892,0,0,0,0,0,0,3496,0,0,0,0,0,0,0,1,0,0,0,0.0,0.2135571898133043,0.0,0,0,0.0,0,0,2019.7864428101866,0.7864428101866957,0,0,0,1,0,8985,0.0,0,0,0,0.0,0.0
0,0.0,6168,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,3,0,0,0,0.0,0.2872544246666916,0.0,0,0,0.0,0,0,2019.2872544246668,0.0,0,0,0,1,0,4050,0.0,0,0,0,0.7127455753333084,0.0
0,0.0,3046,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.23786646489535568,0.0,0,0,0.0,0,0,2019.4757329297906,0.0,0,0,0,1,0,2726,0.0,0,0,0,0.7621335351046443,0.0
0,0.0,3295,0,0,0,0,0,0,2961,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.4668221077209,0.0,0,0,0,1,0,9343,0.0,0,0,0,0.0,0.0
