help,rating_R,cast,finds,man,man,high,high,family,father,country,young,love,love,woman,rating_NR,story,rating_G,duration,life,life,rating_TV-MA,teen,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,city,rating_PG-13
0,0.0,6785,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,134,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,9226,1.0,0,0,0,0,0,0.0
0,0.0,1600,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,120,0,0,0.0,0,0.0,0,0.0,0,0,1988.0,1.0,0,0,0,0,0,4044,0.0,0,0,0,0,0,0.0
0,0.0,3125,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,56,0,0,0.0,0,0.0,0,0.0,0,0,2013.0,1.0,0,0,0,0,0,5297,0.0,0,0,0,0,0,0.0
0,0.0,1167,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,52,0,0,0.0,0,0.0,0,0.0,0,0,2006.0,0.0,0,0,0,0,0,7156,1.0,0,0,0,0,0,0.0
0,0.0,8423,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,95,0,0,0.0,0,0.0,0,0.0,0,0,2006.0,0.0,0,0,1,0,0,4346,1.0,0,0,0,0,0,0.0
0,0.0,1659,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,7478,0.0,0,0,0,0,0,1.0
0,0.0,9364,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,83,0,0,0.0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,1,0,0,4156,1.0,0,0,0,0,0,0.0
0,0.0,6241,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,72,0,0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,1,0,0,0,0,3717,0.0,0,0,0,0,0,0.0
0,0.0,4650,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,101,0,0,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,4856,0.0,0,0,0,0,0,0.0
0,0.0,8190,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,50,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,0,0,0,0,4975,0.0,0,0,0,0,0,0.0
0,0.0,7755,0,0,0,0,0,0,1,4096,0,0,0,0,0.0,1,0.0,103,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,2489,1.0,0,0,0,0,0,0.0
0,0.0,1782,0,0,0,0,0,0,0,3325,0,0,0,0,0.0,0,0.0,107,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,7162,1.0,0,0,0,0,0,0.0
0,0.0,9855,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,107,0,0,1.0,0,0.0,0,0.0,0,0,2013.0,0.0,0,0,0,0,0,2441,0.0,0,0,0,0,0,0.0
0,0.0,7057,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,7917,0.0,0,0,0,0,0,1.0
0,0.0,3526,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,103,0,0,1.0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,0,7246,0.0,0,0,0,0,0,0.0
0,0.0,1659,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,2685,0.0,0,0,0,0,0,1.0
0,0.0,2637,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,104,0,0,0.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,0,8900,1.0,0,0,0,1,0,0.0
0,0.0,9855,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,9212,1.0,0,0,0,0,0,0.0
0,0.0,8995,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,75,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,0,3690,0.0,0,0,0,0,0,0.0
0,0.0,3143,0,0,0,0,0,0,1,4096,0,0,0,0,0.0,1,0.0,103,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,7517,1.0,0,0,0,0,0,0.0
0,0.0,4920,0,0,0,0,0,0,1,4096,0,0,0,0,0.0,0,0.0,69,0,0,1.0,1,0.0,0,0.0,0,0,1998.0,0.0,0,0,0,0,1,2636,0.0,0,0,0,0,0,0.0
0,0.0,7220,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,81,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,0,0,9541,1.0,0,0,0,0,0,0.0
0,0.0,7345,0,0,1,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,54,0,0,0.0,0,1.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,6019,0.0,0,0,0,0,0,0.0
0,0.0,7017,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,100,0,0,0.0,0,0.0,0,0.0,0,0,1979.0,0.0,0,0,0,0,0,7784,0.0,0,0,0,0,0,1.0
0,0.0,1659,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,2682,0.0,0,0,0,0,0,1.0
0,0.0,4631,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,75,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,0,3690,0.0,0,0,0,0,0,0.0
0,0.0,1195,0,0,0,0,0,0,0,4096,1,0,0,0,0.0,0,0.0,96,0,0,0.0,0,1.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,1553,0.0,0,0,0,1,0,0.0
0,0.0,1774,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,96,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,1,0,0,9869,1.0,0,0,0,0,0,0.0
0,0.0,1287,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,101,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,0,1558,0.0,0,0,0,0,1,0.0
0,0.0,9633,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,102,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,4826,0.0,0,0,0,0,0,1.0
0,0.0,8590,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,103,0,0,1.0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,0,7246,0.0,0,0,0,0,0,0.0
0,0.0,1659,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,4713,0.0,0,0,0,0,0,1.0
1,0.0,4539,0,0,0,0,0,0,0,4096,1,0,0,0,0.0,0,0.0,88,0,0,0.0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,1,0,0,7608,1.0,0,0,0,0,0,0.0
0,0.0,6055,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,104,0,0,0.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,0,4022,1.0,0,0,0,1,0,0.0
0,0.0,1036,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,70,0,0,1.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,1554,0.0,0,0,0,0,0,0.0
0,0.0,5202,0,0,0,0,0,0,0,4096,0,0,0,1,0.0,0,0.0,46,0,0,0.0,0,0.0,0,0.0,0,0,2013.0,1.0,0,0,0,0,0,1788,0.0,0,0,0,0,0,0.0
0,0.0,1430,0,0,0,0,0,0,0,4096,1,0,0,0,0.0,0,0.0,59,0,0,0.0,0,0.0,0,0.0,0,1,2021.0,0.0,0,0,0,0,0,3431,1.0,0,0,0,0,0,0.0
0,0.0,3213,0,0,1,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,54,0,0,0.0,0,1.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,6019,0.0,0,0,0,0,0,0.0
0,0.0,3271,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,93,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,1.0,0,0,0,0,0,1425,0.0,0,0,0,0,0,0.0
0,0.0,6845,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0.0,0,1,2018.0,0.0,0,0,0,0,0,1558,1.0,0,0,0,0,0,0.0
0,0.0,2775,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,98,0,1,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,0,1357,0.0,0,0,0,0,0,0.0
0,0.0,7944,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0.0,0,1,2018.0,0.0,0,0,0,0,0,6293,1.0,0,0,0,0,0,0.0
0,0.0,4034,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,56,0,0,0.0,0,0.0,0,0.0,0,0,2013.0,1.0,0,0,0,0,0,5297,0.0,0,0,0,0,0,0.0
0,0.0,3651,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,94,0,0,0.0,0,0.0,0,0.0,0,0,2008.0,0.0,0,0,1,0,0,1375,1.0,0,0,0,0,0,0.0
0,0.0,4946,0,0,0,0,0,0,1,5643,0,0,0,0,0.0,0,0.0,75,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,8224,1.0,0,0,0,0,0,0.0
0,0.0,4128,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,106,0,1,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,0,0,0,0,6293,0.0,0,0,0,0,0,0.0
0,0.0,7490,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,97,0,0,0.0,0,0.0,0,0.0,0,0,2005.0,0.0,0,0,1,0,0,6595,1.0,0,0,0,0,0,0.0
0,0.0,4511,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2003.0,0.0,0,0,0,0,0,3368,0.0,0,0,0,0,0,1.0
0,0.0,9055,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,93,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,1.0,0,0,0,0,0,1425,0.0,0,0,0,0,0,0.0
0,0.0,8002,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,77,0,0,1.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,0,0,0,2441,0.0,0,0,0,0,0,0.0
0,0.0,5072,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,99,0,1,0.0,0,0.0,0,0.0,0,0,2002.0,1.0,1,0,1,0,0,7608,0.0,0,1,0,0,0,0.0
0,0.0,3143,0,0,0,0,0,0,1,4096,0,0,0,0,0.0,1,0.0,103,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,2489,1.0,0,0,0,0,0,0.0
0,0.0,5265,0,0,0,0,0,0,1,4096,0,0,0,0,0.0,1,0.0,103,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,2489,1.0,0,0,0,0,0,0.0
0,0.0,6055,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,87,0,0,0.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,0,3772,0.0,0,0,0,1,0,0.0
0,0.0,5828,0,0,0,0,0,0,0,3325,0,0,1,0,0.0,0,0.0,74,0,1,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,7091,1.0,0,0,0,0,0,0.0
0,0.0,9552,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,81,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,1,0,0,6673,1.0,0,0,0,0,0,0.0
0,0.0,7057,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,2682,0.0,0,0,0,0,0,1.0
0,0.0,5125,0,0,0,0,0,0,0,3325,0,0,1,0,0.0,0,0.0,74,0,1,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,2653,1.0,0,0,0,0,0,0.0
0,0.0,8151,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,59,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,5472,0.0,0,0,0,0,0,0.0
0,0.0,3363,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,59,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,5472,0.0,0,0,0,0,0,0.0
0,0.0,7083,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,87,0,0,1.0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,0,0,0,2636,0.0,0,0,0,0,0,0.0
0,0.0,8126,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,42,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,1832,0.0,0,0,0,0,0,0.0
0,0.0,7691,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,133,0,0,0.0,0,0.0,0,0.0,0,0,1981.0,1.0,0,0,0,0,0,4044,0.0,0,0,0,0,0,0.0
0,0.0,6727,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,95,0,0,0.0,0,0.0,0,0.0,0,0,2007.0,0.0,0,0,1,0,0,5522,1.0,0,0,0,0,0,0.0
0,0.0,8897,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,100,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,1,0,1,1375,0.0,0,0,0,0,0,0.0
0,0.0,6719,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,58,0,0,0.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,0,2506,0.0,0,0,0,0,0,0.0
0,0.0,8789,0,0,1,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,54,0,0,0.0,0,1.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,6333,0.0,0,0,0,0,0,0.0
0,0.0,9096,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,61,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,4242,1.0,0,0,0,0,0,0.0
0,0.0,2115,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,102,0,0,0.0,0,0.0,0,0.0,0,0,2011.0,1.0,0,0,1,0,0,9869,0.0,0,0,0,0,0,0.0
0,0.0,8219,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,0,4440,1.0,0,0,0,0,0,0.0
0,0.0,8967,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,83,0,0,0.0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,1,0,0,4156,1.0,0,0,0,0,0,0.0
0,0.0,7345,0,0,0,0,0,0,1,4096,0,0,0,0,0.0,1,0.0,103,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,3651,1.0,0,0,0,0,0,0.0
0,0.0,6872,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,102,0,0,0.0,0,0.0,0,0.0,0,0,2011.0,1.0,0,0,0,0,0,9869,0.0,0,0,0,0,0,0.0
0,0.0,5742,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,101,0,0,0.0,0,1.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,2977,0.0,0,0,0,0,0,0.0
0,0.0,2752,0,0,0,0,0,0,0,3325,0,0,1,0,0.0,0,0.0,74,0,1,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,8178,1.0,0,0,0,0,0,0.0
0,0.0,7942,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,77,0,0,0.0,0,0.0,0,0.0,0,0,1998.0,0.0,0,0,0,0,0,6105,1.0,0,0,0,0,0,0.0
0,0.0,6361,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,58,0,0,1.0,0,0.0,0,0.0,0,1,2013.0,0.0,0,0,0,0,0,5297,0.0,0,0,0,0,0,0.0
0,0.0,6193,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,62,0,0,0.0,0,0.0,0,0.0,0,0,2013.0,0.0,0,0,0,0,0,5148,0.0,0,0,0,0,0,0.0
0,0.0,3363,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,59,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,5472,0.0,0,0,0,0,0,0.0
0,0.0,3470,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,58,0,0,1.0,0,0.0,0,0.0,0,1,2013.0,0.0,0,0,0,0,0,9869,0.0,0,0,0,0,0,0.0
1,0.0,9858,0,0,0,0,0,0,0,4096,1,0,0,0,0.0,0,0.0,88,0,0,0.0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,1,0,0,7608,1.0,0,0,0,0,0,0.0
0,0.0,8171,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,92,0,0,1.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,0,0,0,2441,0.0,0,0,0,0,0,0.0
0,0.0,5742,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,4713,0.0,0,0,0,0,0,1.0
0,0.0,6727,0,0,0,0,1,0,0,4096,0,0,0,0,0.0,0,0.0,96,0,0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,0,2187,0.0,0,0,0,0,0,0.0
0,0.0,7849,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,104,0,0,0.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,0,4022,1.0,0,0,0,1,0,0.0
0,0.0,5125,0,0,0,0,0,0,0,4096,0,0,1,0,0.0,0,0.0,74,0,1,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,8178,1.0,0,0,0,0,0,0.0
0,0.0,5181,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,87,0,0,1.0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,0,0,0,2636,0.0,0,0,0,0,0,0.0
0,0.0,2074,0,0,1,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,54,0,0,0.0,0,1.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,6019,0.0,0,0,0,0,0,0.0
0,0.0,6847,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,89,0,0,0.0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,1,0,0,1448,0.0,0,0,0,0,0,1.0
0,0.0,2543,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,62,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,3055,0.0,0,0,0,0,0,0.0
0,0.0,9858,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,99,0,0,0.0,0,0.0,0,0.0,0,0,2003.0,1.0,0,0,1,0,0,7608,0.0,0,0,0,0,0,0.0
0,0.0,3612,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,95,0,0,0.0,0,0.0,0,0.0,0,0,2007.0,0.0,0,0,1,0,0,5522,1.0,0,0,0,0,0,0.0
0,0.0,9904,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,120,0,0,0.0,0,0.0,0,0.0,0,0,1988.0,1.0,0,0,0,0,0,4044,0.0,0,0,0,0,0,0.0
0,0.0,6917,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,98,0,0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,9539,0.0,0,0,0,0,0,0.0
0,0.0,4232,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,113,0,1,0.0,0,1.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,3715,0.0,0,0,0,0,0,0.0
0,0.0,5742,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,9570,0.0,0,0,0,0,0,1.0
0,0.0,5265,0,0,0,0,1,0,0,4096,0,0,0,0,0.0,0,0.0,96,0,0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,0,2187,0.0,0,0,0,0,0,0.0
1,0.0,8176,0,0,0,0,0,0,0,4096,1,0,0,0,0.0,0,0.0,88,0,0,0.0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,1,0,0,7608,1.0,0,0,0,0,0,0.0
0,0.0,6213,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,59,0,0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,0,0,5472,0.0,0,0,0,0,0,0.0
0,0.0,8590,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,91,0,0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,9212,1.0,0,0,0,0,0,0.0
