rating_R,cast,finds,man,man,time,high,high,family,father,country,young,rating_TV-G,love,love,woman,story,home,duration,life,life,rating_TV-MA,teen,rating_PG,old,rating_UR,series,world,world,release_year,rating_TV-14,new,school,type,group,director,rating_TV-PG,friends,girl,girl,rating_TV-Y7,rating_PG-13
0.0,3016,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,5162,0.0,0,0,0,0.0,0.0
0.0,2668,0,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2018.0,0.0,0,0,1,0,2573,0.0,0,0,0,0.0,0.0
0.0,1963,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,5123,0.0,0,0,0,0.0,0.0
0.0,9131,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,1,2021.0,0.0,0,0,1,0,3723,0.0,0,0,0,0.0,0.0
0.0,2092,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,1278,0.0,0,0,0,0.0,0.0
0.0,2729,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,4849,1.0,0,0,0,0.0,0.0
0.0,4764,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2016.0,0.0,0,0,1,0,9188,0.0,0,0,0,0.0,0.0
0.0,6666,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,1,2016.0,0.0,0,0,1,0,2680,0.0,0,0,0,0.0,0.0
0.0,6466,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,1,0,0,2020.0,0.0,0,0,1,0,1586,0.0,0,0,0,0.0,0.0
0.0,7968,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,6764,0.0,0,0,0,0.0,0.0
0.0,9242,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,0,2018.0,1.0,0,0,1,0,1384,0.0,0,0,0,0.0,0.0
0.0,1032,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,5508,0.0,0,0,0,0.0,0.0
0.0,8388,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,1721,0.0,0,0,0,0.0,0.0
0.0,9587,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2012.0,0.0,0,0,1,0,8346,0.0,0,0,0,0.0,0.0
0.0,7980,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,6673,0.0,0,0,0,0.0,0.0
0.0,6821,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,1,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,2464,0.0,0,0,0,0.0,0.0
0.0,7615,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,5911,1.0,0,0,0,0.0,0.0
0.0,2179,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,2090,0.0,0,0,0,0.0,0.0
0.0,1860,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,2864,0.0,0,0,0,0.0,0.0
0.0,3357,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,1,0,0,2017.0,0.0,0,0,1,0,3784,0.0,0,0,0,0.0,0.0
0.0,7347,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,6582,0.0,0,0,0,0.0,0.0
0.0,8064,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,6866,1.0,0,0,0,0.0,0.0
0.0,5753,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,1322,0.0,0,0,0,0.0,0.0
0.0,3301,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,1,2018.0,0.0,0,0,1,0,5534,1.0,0,0,0,0.0,0.0
0.0,3686,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,3489,0.0,0,0,0,0.0,0.0
0.0,4070,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,4,0,0,1.0,0,0.0,0,0.0,0,0,1,2020.0,0.0,0,0,1,0,3854,0.0,0,0,0,0.0,0.0
0.0,4347,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,7519,1.0,0,0,0,0.0,0.0
0.0,8098,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,6732,0.0,0,0,0,0.0,0.0
0.0,6625,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,1,0,1,2018.0,0.0,0,0,1,0,8275,0.0,0,0,0,0.0,0.0
0.0,4545,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,4,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,3939,0.0,0,0,0,0.0,0.0
0.0,3217,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,0,2021.0,1.0,0,0,1,0,2400,0.0,0,0,0,0.0,0.0
0.0,8157,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,8701,0.0,0,0,0,0.0,0.0
0.0,5423,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,1,2021.0,1.0,0,0,1,0,2974,0.0,0,0,0,0.0,0.0
0.0,4889,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,1,0,0,2005.0,0.0,0,0,1,0,6500,0.0,0,0,0,0.0,0.0
0.0,1305,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,1,0,0,2020.0,0.0,0,0,1,0,3226,0.0,0,0,0,0.0,0.0
0.0,7506,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0.0,1,0,0,2019.0,0.0,0,0,1,0,2202,1.0,0,0,0,0.0,0.0
0.0,6403,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,4372,0.0,0,0,0,0.0,0.0
0.0,2043,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,7886,0.0,0,0,0,0.0,0.0
0.0,8948,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,3494,1.0,0,0,0,0.0,0.0
0.0,5966,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,1,0,0,2017.0,0.0,0,0,1,0,2401,0.0,0,0,0,0.0,0.0
0.0,3946,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2017.0,1.0,0,0,1,0,7397,0.0,0,0,0,0.0,0.0
0.0,6304,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,1,0,2021.0,0.0,0,0,1,0,1249,0.0,0,0,0,0.0,0.0
0.0,7340,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0.0,1,0,0,2019.0,0.0,0,0,1,0,6030,1.0,0,0,0,0.0,0.0
0.0,7090,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,1,2016.0,0.0,0,0,1,0,2864,0.0,0,0,0,0.0,0.0
0.0,4790,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,4,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,5279,0.0,0,0,0,0.0,0.0
0.0,7888,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,4923,0.0,0,0,0,0.0,0.0
0.0,8280,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,8000,0.0,0,0,0,0.0,0.0
0.0,4060,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,3584,0.0,0,0,0,0.0,0.0
0.0,7884,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,4874,0.0,0,0,0,0.0,0.0
0.0,1485,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,1,0,0,2017.0,0.0,0,0,1,0,1670,0.0,0,0,0,0.0,0.0
0.0,7228,0,0,0,0,0,0,0,0,9337,0,1.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,3027,0.0,0,0,0,0.0,0.0
0.0,8200,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2015.0,0.0,0,0,1,0,4989,0.0,0,0,0,0.0,0.0
0.0,1938,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,4187,0.0,0,0,0,0.0,0.0
0.0,9647,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2018.0,0.0,0,0,1,0,2881,0.0,0,0,0,0.0,0.0
0.0,5871,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,4,0,0,1.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,7825,0.0,0,0,0,0.0,0.0
0.0,7425,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2018.0,0.0,0,0,1,0,7934,0.0,0,0,0,0.0,0.0
0.0,3040,0,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,4544,0.0,0,0,0,0.0,0.0
0.0,9642,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,5284,0.0,0,0,0,0.0,0.0
0.0,6422,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,9135,0.0,0,0,0,0.0,0.0
0.0,8946,0,0,0,0,0,0,0,0,9337,0,1.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,1,0,0,2019.0,0.0,0,0,1,0,7013,0.0,0,0,0,0.0,0.0
0.0,5971,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,6845,0.0,0,0,0,0.0,0.0
0.0,3777,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,9713,0.0,0,0,0,0.0,0.0
0.0,7196,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0.0,0,0,0,2014.0,0.0,0,0,1,0,3441,1.0,0,0,0,0.0,0.0
0.0,2043,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,7886,0.0,0,0,0,0.0,0.0
0.0,4426,0,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0.0,1,0,0,2019.0,0.0,0,0,1,0,2205,1.0,0,0,0,0.0,0.0
0.0,8593,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,1513,0.0,0,0,0,0.0,0.0
0.0,5157,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,8123,0.0,0,0,0,0.0,0.0
0.0,1180,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2018.0,0.0,0,0,1,0,7284,0.0,0,0,0,0.0,0.0
0.0,6262,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,1,0,0,2021.0,0.0,0,0,1,0,1203,0.0,0,0,0,0.0,0.0
0.0,5599,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,1,0,1,0,9134,0.0,0,0,0,0.0,0.0
0.0,3299,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0.0,1,0,0,2019.0,0.0,0,0,1,0,8631,1.0,0,0,0,0.0,0.0
0.0,4870,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,8440,0.0,0,0,0,0.0,0.0
0.0,1052,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,1611,0.0,0,0,0,0.0,0.0
0.0,3380,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2018.0,0.0,0,0,1,0,6866,0.0,0,0,0,0.0,0.0
0.0,5239,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,4,0,0,1.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,1661,0.0,0,0,0,0.0,0.0
0.0,8058,0,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,4047,0.0,0,0,0,0.0,0.0
0.0,8091,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,9,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,9344,0.0,0,0,0,0.0,0.0
0.0,9525,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2012.0,0.0,0,0,1,0,7233,0.0,0,0,0,0.0,0.0
0.0,9677,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,8521,0.0,0,0,0,0.0,0.0
0.0,1609,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,9635,0.0,0,0,0,0.0,0.0
0.0,8972,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,2708,0.0,0,0,0,0.0,0.0
0.0,5022,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,9563,0.0,0,0,0,0.0,0.0
0.0,6767,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2015.0,0.0,0,0,1,0,9163,0.0,0,0,0,0.0,0.0
0.0,9686,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2014.0,1.0,0,0,1,0,4701,0.0,0,0,0,0.0,0.0
0.0,9478,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,3651,0.0,0,0,0,0.0,0.0
0.0,6988,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,1,0,1,0,2775,0.0,0,0,0,0.0,0.0
0.0,7077,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,1,2019.0,0.0,0,0,1,0,8335,0.0,0,0,0,0.0,0.0
0.0,8346,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,9294,1.0,0,0,0,0.0,0.0
0.0,7356,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,8629,0.0,0,0,0,0.0,0.0
0.0,7535,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,6807,0.0,0,0,0,0.0,0.0
0.0,4048,0,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,1,0,0,2019.0,0.0,0,0,1,0,3039,0.0,0,0,0,0.0,0.0
0.0,8239,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2017.0,1.0,0,0,1,0,1188,0.0,0,0,0,0.0,0.0
0.0,2236,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,9579,0.0,0,0,0,0.0,0.0
0.0,8372,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,1,0,5158,0.0,0,0,0,0.0,0.0
0.0,5236,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,5923,0.0,0,0,0,0.0,0.0
0.0,3576,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,3843,0.0,0,0,0,0.0,0.0
0.0,8054,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,6186,0.0,0,0,0,0.0,0.0
0.0,9902,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,1,0,0,2016.0,0.0,0,0,1,0,1036,0.0,0,0,0,0.0,0.0
0.0,8757,0,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2018.0,0.0,0,0,1,0,8426,0.0,0,0,0,0.0,0.0
0.0,2712,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2011.0,0.0,0,0,1,0,1480,1.0,0,0,0,0.0,0.0
0.0,2833,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,2699,0.0,0,0,0,0.0,0.0
0.0,8482,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,2441,0.0,0,0,0,0.0,0.0
0.0,5756,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2015.0,0.0,0,0,1,0,1670,0.0,0,0,0,0.0,0.0
0.0,2860,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2016.0,1.0,0,0,1,0,5206,0.0,0,0,0,0.0,0.0
0.0,8227,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,4,0,0,1.0,0,0.0,0,0.0,1,0,0,2018.0,0.0,0,0,1,0,8529,0.0,0,0,0,0.0,0.0
0.0,5389,0,0,0,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2020.0,0.0,0,0,1,0,7881,0.0,0,0,0,0.0,0.0
0.0,8512,0,0,0,0,0,0,0,0,7969,0,0.0,0,0,0,0,0,3,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,6495,0.0,0,0,0,0.0,0.0
0.0,8478,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,1,0,1,0,4156,1.0,0,0,0,0.0,0.0
0.0,8227,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2021.0,0.0,0,0,1,0,4289,0.0,0,0,0,0.0,0.0
0.0,9766,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,1,2018.0,0.0,0,0,1,0,4168,0.0,0,0,0,0.0,0.0
0.0,3654,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,1,2020.0,0.0,0,0,1,0,8003,0.0,0,0,0,0.0,0.0
0.0,5884,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,4402,0.0,0,0,0,0.0,0.0
0.0,4039,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,1,0,0,1.0,0,0.0,0,0.0,0,0,0,2012.0,0.0,0,0,1,0,7233,0.0,0,0,0,0.0,0.0
0.0,6227,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,2,0,0,1.0,0,0.0,0,0.0,0,0,0,2019.0,0.0,0,0,1,0,4333,0.0,0,0,0,0.0,0.0
